Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	RefSeq peptide ID
ENSDARG00000008107	ENSDART00000184254	ENSDARP00000151348	src	Q1JPZ3		
ENSDARG00000004587	ENSDART00000138902	ENSDARP00000118486	kat5a		F6NPZ8	
ENSDARG00000018688	ENSDART00000009909	ENSDARP00000015956	elk3		F1QIB0	NP_001025279
ENSDARG00000101443	ENSDART00000158589	ENSDARP00000134891	relch		A0A0R4IK69	
ENSDARG00000008107	ENSDART00000190985	ENSDARP00000152013	src		A0A2R8QE56	
ENSDARG00000103586	ENSDART00000158832	ENSDARP00000131079	si:dkey-65j6.2		A0A0R4IEC0	
ENSDARG00000041199	ENSDART00000115200	ENSDARP00000104056	alg12		F1R725	NP_001092219
ENSDARG00000061647	ENSDART00000088159	ENSDARP00000082592	nrxn1a	A1XQX1		NP_001333852
ENSDARG00000040248	ENSDART00000139472	ENSDARP00000116697	crata		A2CF48	
ENSDARG00000004587	ENSDART00000032909	ENSDARP00000030282	kat5a		Q6DHD0	NP_001002365
ENSDARG00000077405	ENSDART00000102441	ENSDARP00000093218	psip1b		F1R255	
ENSDARG00000004415	ENSDART00000005562	ENSDARP00000009531	tcf7l2		B3DKP7	NP_571334
ENSDARG00000103586	ENSDART00000193300	ENSDARP00000148409	si:dkey-65j6.2		A0A2R8QDX0	
ENSDARG00000061647	ENSDART00000056256	ENSDARP00000056255	nrxn1a		B6EUL5	NP_001333853
ENSDARG00000101443	ENSDART00000176165	ENSDARP00000143244	relch		A0A286Y806	NP_957138
ENSDARG00000043220	ENSDART00000103532	ENSDARP00000094308	kcnh5a		F1QNK9	NP_001263209
ENSDARG00000040248	ENSDART00000181535	ENSDARP00000146631	crata		Q642H6	NP_001005587
ENSDARG00000100048	ENSDART00000172182	ENSDARP00000138054	tradv25.0.4		A0A0R4INW9	
ENSDARG00000037245	ENSDART00000152492	ENSDARP00000126922	trmo		R4GEK9	NP_001314686
ENSDARG00000103586	ENSDART00000186065	ENSDARP00000151908	si:dkey-65j6.2		A0A2R8QDX0	
ENSDARG00000029764	ENSDART00000131309	ENSDARP00000118804	mef2ca		F1Q9U5	
ENSDARG00000078415	ENSDART00000142888	ENSDARP00000120615	lrrc3	A8WHP9		NP_001107114
ENSDARG00000004415	ENSDART00000031408	ENSDARP00000030292	tcf7l2		F1Q7T6	
ENSDARG00000075899	ENSDART00000161420	ENSDARP00000134540			A0A0R4IIA2	
ENSDARG00000101443	ENSDART00000167752	ENSDARP00000137498	relch		A0A0R4INR0	
ENSDARG00000031886	ENSDART00000129889	ENSDARP00000111859	ift140		F1QG20	
ENSDARG00000043220	ENSDART00000131859	ENSDARP00000119288	kcnh5a		Q5TYT4	
ENSDARG00000077393	ENSDART00000113019	ENSDARP00000101746	tradv27.0		A0A0B4J1A9	
ENSDARG00000077859	ENSDART00000108872	ENSDARP00000101916	ndufaf4		E7FDX3	
ENSDARG00000071010	ENSDART00000146747	ENSDARP00000122657	tuft1b		Q1L8T4	
ENSDARG00000055052	ENSDART00000140436	ENSDARP00000119478	map2		F1R2V6	
ENSDARG00000034855	ENSDART00000122449	ENSDARP00000105003	ccnb3		F1QRE5	NP_001070187
ENSDARG00000103586	ENSDART00000190315	ENSDARP00000157511	si:dkey-65j6.2		E7FCG7	
ENSDARG00000102052	ENSDART00000170523	ENSDARP00000136517	tradv28.0		A0A0R4IKP9	
ENSDARG00000101443	ENSDART00000181642	ENSDARP00000150570	relch		A0A2R8Q8E5	
ENSDARG00000071010	ENSDART00000186717	ENSDARP00000150818	tuft1b		Q1L8T4	NP_001076455
ENSDARG00000098357	ENSDART00000158103	ENSDARP00000134507	si:ch211-229l10.4		A0A0R4IL59	
ENSDARG00000031886	ENSDART00000151902	ENSDARP00000126344	ift140		K7DY18	
ENSDARG00000037245	ENSDART00000054184	ENSDARP00000054183	trmo		F1Q8W7	NP_001032781
ENSDARG00000075307	ENSDART00000131736	ENSDARP00000122368	kcnq2a		B8JIR6	
ENSDARG00000111859	ENSDART00000150818	ENSDARP00000125439	taar20n		H0WF08	
ENSDARG00000098357	ENSDART00000190780	ENSDARP00000152439	si:ch211-229l10.4		A0A2R8QHC9	
ENSDARG00000055052	ENSDART00000134294	ENSDARP00000114436	map2		F1QJK5	
ENSDARG00000077751	ENSDART00000142124	ENSDARP00000123267	nol9		E7F654	
ENSDARG00000041133	ENSDART00000060295	ENSDARP00000060294	rapsn		Q8QGW4	NP_840090
ENSDARG00000071010	ENSDART00000104719	ENSDARP00000095490	tuft1b		Q1L8T4	
ENSDARG00000039881	ENSDART00000081346	ENSDARP00000075789	cemip		E7F291	
ENSDARG00000034855	ENSDART00000182887	ENSDARP00000151375	ccnb3		F1QRE5	
ENSDARG00000031886	ENSDART00000188346	ENSDARP00000154811	ift140		F1QG20	
ENSDARG00000077751	ENSDART00000181069	ENSDARP00000145169	nol9		E7F654	
ENSDARG00000055052	ENSDART00000135581	ENSDARP00000117371	map2		F1QP40	
ENSDARG00000068219	ENSDART00000131510	ENSDARP00000119009	b3gnt2l		A2BIK3	
ENSDARG00000075899	ENSDART00000111613	ENSDARP00000104202			E7F1D8	NP_001353776
ENSDARG00000029764	ENSDART00000134219	ENSDARP00000119434	mef2ca		E9QCL1	
ENSDARG00000004415	ENSDART00000125046	ENSDARP00000110854	tcf7l2		E9QFQ3	
ENSDARG00000075307	ENSDART00000113492	ENSDARP00000103815	kcnq2a		F1Q6H2	NP_001108379
ENSDARG00000039881	ENSDART00000185236	ENSDARP00000146139	cemip		A0A2R8Q0Z0	
ENSDARG00000001169	ENSDART00000001331	ENSDARP00000001459	hsd17b8		Q1LWX6	NP_001005292
ENSDARG00000058088	ENSDART00000131889	ENSDARP00000120028	aifm1		A2BGE5	
ENSDARG00000029764	ENSDART00000134953	ENSDARP00000116118	mef2ca		E9QCL1	
ENSDARG00000055052	ENSDART00000112298	ENSDARP00000104237	map2		Q498P5	
ENSDARG00000061647	ENSDART00000093094	ENSDARP00000087526	nrxn1a		A0A140TAU1	
ENSDARG00000058030	ENSDART00000080829	ENSDARP00000075275	hspa14	Q5RGE6		NP_001038541
ENSDARG00000096086	ENSDART00000137947	ENSDARP00000116096	taar20j		F1R6A2	
ENSDARG00000102273	ENSDART00000162448	ENSDARP00000132964	si:ch211-229l10.9		A0A0R4IDM9	
ENSDARG00000058088	ENSDART00000147513	ENSDARP00000119843	aifm1		A2BGE4	
ENSDARG00000044023	ENSDART00000064633	ENSDARP00000064632	nkl.4		Q7T3Q1	NP_997906
ENSDARG00000028625	ENSDART00000043429	ENSDARP00000043428	jph2		A4QNV2	NP_001082833
ENSDARG00000090202	ENSDART00000139635	ENSDARP00000122066	rbm11		E9QHV4	
ENSDARG00000029764	ENSDART00000138962	ENSDARP00000122497	mef2ca		E9QCL1	
ENSDARG00000096086	ENSDART00000143606	ENSDARP00000142038	taar20j		A0A0R4IZS2	
ENSDARG00000004415	ENSDART00000153068	ENSDARP00000127119	tcf7l2		U3JA54	
ENSDARG00000058088	ENSDART00000080886	ENSDARP00000075330	aifm1		F1RBU0	
ENSDARG00000092339	ENSDART00000155181	ENSDARP00000127852	pimr61		X1WCA9	
ENSDARG00000058030	ENSDART00000133603	ENSDARP00000125492	hspa14		H0WF61	
ENSDARG00000111712	ENSDART00000086761	ENSDARP00000081195	adgrl2b.1		E7F0W8	
ENSDARG00000004415	ENSDART00000009237	ENSDARP00000004631	tcf7l2		F1RC81	
ENSDARG00000058088	ENSDART00000080882	ENSDARP00000075326	aifm1		F1RBU6	NP_956396
ENSDARG00000090202	ENSDART00000132711	ENSDARP00000114098	rbm11		F1QMY4	
ENSDARG00000057374	ENSDART00000057867	ENSDARP00000057866	sfxn3		B8JJ32	NP_001074133
ENSDARG00000102809	ENSDART00000160187	ENSDARP00000136119	tradv29.0		A0A0R4IJV4	
ENSDARG00000075225	ENSDART00000146088	ENSDARP00000115030	si:ch211-223a10.1		B8A468	
ENSDARG00000090202	ENSDART00000191672	ENSDARP00000144887	rbm11		A0A2R8PYB4	
ENSDARG00000055730	ENSDART00000078124	ENSDARP00000072586	trim35-29		Q5U3I5	NP_001007348
ENSDARG00000075225	ENSDART00000110560	ENSDARP00000102979	si:ch211-223a10.1		F1QHU6	
ENSDARG00000004415	ENSDART00000122972	ENSDARP00000109147	tcf7l2		E9QC17	
ENSDARG00000044827	ENSDART00000065889	ENSDARP00000065888	wnt7aa		Q4JLT0	NP_001020711
ENSDARG00000061647	ENSDART00000191648	ENSDARP00000151175	nrxn1a		A0A2R8RRB9	
ENSDARG00000001169	ENSDART00000151220	ENSDARP00000125792	hsd17b8		I3ISC0	
ENSDARG00000057374	ENSDART00000176809	ENSDARP00000144461	sfxn3		B8JJ32	
ENSDARG00000045273	ENSDART00000105658	ENSDARP00000096435	tmem204		F1R6J6	NP_001157369
ENSDARG00000029764	ENSDART00000097433	ENSDARP00000088204	mef2ca		F1QRV7	
ENSDARG00000035596	ENSDART00000051607	ENSDARP00000051606	ISCU		Q6ZM53	NP_001003632
ENSDARG00000038786	ENSDART00000140026	ENSDARP00000122275	smarcd3a		E9QHE9	
ENSDARG00000094280	ENSDART00000143503	ENSDARP00000122828	usp21		E9QFQ5	
ENSDARG00000076803	ENSDART00000114271	ENSDARP00000098323	tradv30.0.1		E7EYK7	
ENSDARG00000029764	ENSDART00000131731	ENSDARP00000113573	mef2ca		F1RAB7	
ENSDARG00000090728	ENSDART00000161083	ENSDARP00000136990	tnfrsf9b		A0A0R4IT02	NP_001313387
ENSDARG00000040334	ENSDART00000121531	ENSDARP00000105782	mat2aa		F1QYU7	NP_001277009
ENSDARG00000034001	ENSDART00000143304	ENSDARP00000117656	tango6		F1QY58	
ENSDARG00000061647	ENSDART00000183180	ENSDARP00000154048	nrxn1a		A0A2R8QIT7	
ENSDARG00000004415	ENSDART00000189099	ENSDARP00000152928	tcf7l2		A0A2R8RU78	
ENSDARG00000045273	ENSDART00000132219	ENSDARP00000123960	tmem204		F8W483	
ENSDARG00000034001	ENSDART00000042496	ENSDARP00000042495	tango6		F1Q666	
ENSDARG00000104124	ENSDART00000164760	ENSDARP00000132996	znf1069		F1RD83	
ENSDARG00000052480	ENSDART00000124833	ENSDARP00000112333	pdcd11		B8JIP9	NP_001082837
ENSDARG00000103096	ENSDART00000159161	ENSDARP00000130441	tradv31.0		A0A0R4IBB7	
ENSDARG00000038786	ENSDART00000137531	ENSDARP00000114118	smarcd3a		E9QC50	
ENSDARG00000004415	ENSDART00000121527	ENSDARP00000106073	tcf7l2		F1QC44	
ENSDARG00000095142	ENSDART00000136552	ENSDARP00000115619	si:ch211-208h16.4		A5WV04	
ENSDARG00000045273	ENSDART00000128574	ENSDARP00000105542	tmem204		Q0P4D9	
ENSDARG00000094280	ENSDART00000182420	ENSDARP00000155781	usp21		E9QFQ5	
ENSDARG00000038786	ENSDART00000056641	ENSDARP00000056640	smarcd3a		E7F1T4	
ENSDARG00000061647	ENSDART00000111239	ENSDARP00000102322	nrxn1a	A1XQX0	E7F5N4	NP_001073490
ENSDARG00000029764	ENSDART00000099134	ENSDARP00000089908	mef2ca		Q6PCS3	NP_571387
ENSDARG00000004415	ENSDART00000185635	ENSDARP00000148961	tcf7l2		A0A2R8Q786	
ENSDARG00000103721	ENSDART00000169434	ENSDARP00000135074	si:dkey-122c11.7		A0A0R4IK38	
ENSDARG00000034001	ENSDART00000192284	ENSDARP00000149197	tango6		A0A2R8QC32	
ENSDARG00000079479	ENSDART00000156738	ENSDARP00000129226	gpr4		E7FEL0	
ENSDARG00000103300	ENSDART00000162061	ENSDARP00000130849	tradv23.1.4		A0A0R4IC85	
ENSDARG00000095142	ENSDART00000144364	ENSDARP00000123043	si:ch211-208h16.4		A5WV05	
ENSDARG00000061647	ENSDART00000088178	ENSDARP00000082611	nrxn1a		E7F420	
ENSDARG00000017180	ENSDART00000103596	ENSDARP00000094372	npc1		F1QNG7	
ENSDARG00000004415	ENSDART00000183754	ENSDARP00000156708	tcf7l2		A0A2R8QTB4	
ENSDARG00000045608	ENSDART00000154088	ENSDARP00000128788	tafa5b		X1WEY6	
ENSDARG00000105761	ENSDART00000163157	ENSDARP00000137773	or121-1		A0A0R4IUN5	
ENSDARG00000011661	ENSDART00000015134	ENSDARP00000011624	twf1b		Q6DKF4	NP_001002304
ENSDARG00000034001	ENSDART00000180307	ENSDARP00000146943	tango6		A0A2R8Q2U0	
ENSDARG00000045608	ENSDART00000067059	ENSDARP00000067058	tafa5b		E7EZE0	
ENSDARG00000017180	ENSDART00000185408	ENSDARP00000144951	npc1		A0A2R8Q2J0	
ENSDARG00000061647	ENSDART00000189696	ENSDARP00000152871	nrxn1a		A0A2R8QKE7	
ENSDARG00000075783	ENSDART00000133523	ENSDARP00000112627	hmgxb4a		B0UXS3	NP_001120984
ENSDARG00000017180	ENSDART00000161880	ENSDARP00000141736	npc1		A0A0R4IZV0	NP_001230804
ENSDARG00000089489	ENSDART00000165781	ENSDARP00000141483	fam83e		E7EYL9	
ENSDARG00000103597	ENSDART00000169391	ENSDARP00000139225	si:dkey-40j3.3		A0A0R4IR53	
ENSDARG00000058410	ENSDART00000140434	ENSDARP00000122411	CR956623.1	A5WV69		
ENSDARG00000060921	ENSDART00000150489	ENSDARP00000125120	pla2g6		H0WE43	
ENSDARG00000103597	ENSDART00000159283	ENSDARP00000133554	si:dkey-40j3.3		A0A0G2KMG5	
ENSDARG00000100353	ENSDART00000160005	ENSDARP00000130602	si:ch1073-398f15.1		A0A0R4ICH7	
ENSDARG00000058410	ENSDART00000081253	ENSDARP00000075696	CR956623.1	A5WV69		NP_001093558
ENSDARG00000099455	ENSDART00000168092	ENSDARP00000138724	ogt.1		A0A0R4IVJ0	
ENSDARG00000010031	ENSDART00000142919	ENSDARP00000113202	ssh1b		E9QGK0	
ENSDARG00000039411	ENSDART00000147514	ENSDARP00000123392	cep68		A5PEZ0	
ENSDARG00000060921	ENSDART00000150264	ENSDARP00000125325	pla2g6		H0WEP7	
ENSDARG00000078166	ENSDART00000110610	ENSDARP00000131929	si:dkey-78p8.1		A0A0R4IDC2	
ENSDARG00000010031	ENSDART00000187340	ENSDARP00000148898	ssh1b		A0A2R8RMV8	
ENSDARG00000042390	ENSDART00000153311	ENSDARP00000127179	syndig1l	Q5TZE2	B7ZVK3	
ENSDARG00000010445	ENSDART00000008035	ENSDARP00000015662	trabd		Q7SXD1	NP_997788
ENSDARG00000078166	ENSDART00000181652	ENSDARP00000145087	si:dkey-78p8.1		A0A2R8PYQ8	
ENSDARG00000060921	ENSDART00000186776	ENSDARP00000155190	pla2g6		F1QXU0	
ENSDARG00000099455	ENSDART00000157392	ENSDARP00000136590	ogt.1		A0A0R4IMD1	
ENSDARG00000099455	ENSDART00000159456	ENSDARP00000130346	ogt.1		A0A0R4IBY4	
ENSDARG00000060259	ENSDART00000084730	ENSDARP00000079165	zgc:162160		F1R1B8	NP_001082862
ENSDARG00000042390	ENSDART00000192934	ENSDARP00000149071	syndig1l	Q5TZE2	B7ZVK3	NP_001038246
ENSDARG00000095142	ENSDART00000140832	ENSDARP00000118833	si:ch211-208h16.4		F1Q9S6	
ENSDARG00000055719	ENSDART00000078119	ENSDARP00000072582	ino80c		F1R4X0	NP_001002108
ENSDARG00000060921	ENSDART00000044559	ENSDARP00000044558	pla2g6		F1QXU0	NP_998262
ENSDARG00000060921	ENSDART00000178615	ENSDARP00000143464	pla2g6		A0A286Y8H5	
ENSDARG00000010445	ENSDART00000145842	ENSDARP00000117617	trabd		Q1LVP0	
ENSDARG00000033179	ENSDART00000150336	ENSDARP00000125253	tmem243b		Q6NWJ1	
ENSDARG00000036428	ENSDART00000052918	ENSDARP00000052917	EMP3		E7F9B4	
ENSDARG00000039411	ENSDART00000057588	ENSDARP00000057587	cep68		Q7ZZ29	NP_001007172
ENSDARG00000101903	ENSDART00000168627	ENSDARP00000131596	zfyve9a		A5PMI2	
ENSDARG00000086445	ENSDART00000134753	ENSDARP00000113560	adgrf7		Q5RHM5	
ENSDARG00000035660	ENSDART00000139151	ENSDARP00000117936	si:ch211-193k19.1		F1QYL7	
ENSDARG00000095142	ENSDART00000186055	ENSDARP00000145414	si:ch211-208h16.4		A0A2R8RI69	
ENSDARG00000055719	ENSDART00000167320	ENSDARP00000131523	ino80c		F1R4X0	
ENSDARG00000068182	ENSDART00000089358	ENSDARP00000083791	crb3b		Q1A5K9	NP_001038788
ENSDARG00000101903	ENSDART00000182808	ENSDARP00000156525	zfyve9a		A5PMI2	
ENSDARG00000086445	ENSDART00000189085	ENSDARP00000156242	adgrf7		Q5RHM5	
ENSDARG00000073801	ENSDART00000145429	ENSDARP00000117599	si:dkeyp-104h9.5		A8WIN8	NP_001107084
ENSDARG00000036428	ENSDART00000187329	ENSDARP00000149830	EMP3		A0A2R8Q9D1	
ENSDARG00000097540	ENSDART00000154515	ENSDARP00000127701	pimr62		X1WBV9	
ENSDARG00000026178	ENSDART00000038036	ENSDARP00000030264	ube3d		F1Q7U1	NP_001313339
ENSDARG00000095142	ENSDART00000169358	ENSDARP00000139908	si:ch211-208h16.4		A0A0R4IUU2	
ENSDARG00000059600	ENSDART00000110182	ENSDARP00000103673	rabep1		A2CEI3	NP_001116759
ENSDARG00000095855	ENSDART00000149352	ENSDARP00000124525	si:ch211-163l21.11		F8W324	
ENSDARG00000036428	ENSDART00000186510	ENSDARP00000152083	EMP3		A0A2R8QGF0	
ENSDARG00000092073	ENSDART00000157502	ENSDARP00000129975	znf1165		A0A0R4IAA0	
ENSDARG00000073695	ENSDART00000109231	ENSDARP00000102224	mamdc2b		E7F0Q1	
ENSDARG00000033179	ENSDART00000041289	ENSDARP00000041288	tmem243b		Q6NWJ1	NP_998084
ENSDARG00000035660	ENSDART00000051723	ENSDARP00000051722	si:ch211-193k19.1		F1Q5E5	
ENSDARG00000093622	ENSDART00000059308	ENSDARP00000059307	spc24	Q503N2	A7MCQ0	NP_001019611
ENSDARG00000061918	ENSDART00000163669	ENSDARP00000137988	cplx2		A0A0R4IS84	NP_001186247
ENSDARG00000092073	ENSDART00000164188	ENSDARP00000135756	znf1165		A0A0R4IMN4	
ENSDARG00000087496	ENSDART00000113397	ENSDARP00000099469	tradv30.0.6		E7F545	
ENSDARG00000020345	ENSDART00000144557	ENSDARP00000113962	clasp2	Q6NYW6		NP_996955
ENSDARG00000095142	ENSDART00000192078	ENSDARP00000147600	si:ch211-208h16.4		A0A2R8Q3E2	
ENSDARG00000059600	ENSDART00000179814	ENSDARP00000145026	rabep1		A0A2R8RHT0	
ENSDARG00000086851	ENSDART00000125119	ENSDARP00000111747	si:dkey-264d12.5		E7EYR5	
ENSDARG00000102119	ENSDART00000169577	ENSDARP00000140121	si:ch73-359m17.2		A0A0R4IY57	NP_001077343
ENSDARG00000063583	ENSDART00000130761	ENSDARP00000106153	map2k4a		B1NA68	NP_991299
ENSDARG00000033179	ENSDART00000150828	ENSDARP00000125331	tmem243b		Q6NWJ1	
ENSDARG00000092073	ENSDART00000159194	ENSDARP00000138697	znf1165		A0A0R4ISA4	
ENSDARG00000058556	ENSDART00000153536	ENSDARP00000129173	muc5.2		X1WG18	
ENSDARG00000102119	ENSDART00000170726	ENSDARP00000140291	si:ch73-359m17.2		A0A0R4ITH0	
ENSDARG00000062892	ENSDART00000091436	ENSDARP00000085869	foxe3		B0UXI3	NP_001073150
ENSDARG00000026635	ENSDART00000036369	ENSDARP00000030625	asb1		B0S7L8	NP_001002736
ENSDARG00000018329	ENSDART00000174174	ENSDARP00000143153	gc2		E7F111	
ENSDARG00000074540	ENSDART00000149311	ENSDARP00000124273	gpr63		E7FF58	
ENSDARG00000058556	ENSDART00000189106	ENSDARP00000146550	muc5.2		A0A2R8RJI9	
ENSDARG00000063583	ENSDART00000058834	ENSDARP00000058833	map2k4a		E7F090	
ENSDARG00000034396	ENSDART00000144514	ENSDARP00000122981	mars1		F1QVW1	
ENSDARG00000086670	ENSDART00000121498	ENSDARP00000104472	ice2		E7EZF8	
ENSDARG00000103636	ENSDART00000158435	ENSDARP00000138839	zgc:174703		A0A0R4IDX8	NP_001191325
ENSDARG00000102119	ENSDART00000171684	ENSDARP00000134301	si:ch73-359m17.2		A0A0R4IKB1	
ENSDARG00000020345	ENSDART00000139109	ENSDARP00000116634	clasp2		F1R161	
ENSDARG00000063583	ENSDART00000156617	ENSDARP00000128981	map2k4a		X1WFH7	
ENSDARG00000020345	ENSDART00000133711	ENSDARP00000125688	clasp2		I3IS24	
ENSDARG00000094696	ENSDART00000145920	ENSDARP00000112845	si:dkey-201c13.2		A2BGS6	
ENSDARG00000034396	ENSDART00000144911	ENSDARP00000123109	mars1		F1QFL1	NP_956370
ENSDARG00000103636	ENSDART00000169785	ENSDARP00000133542	zgc:174703		A0A0R4IDX8	
ENSDARG00000016773	ENSDART00000018948	ENSDARP00000017764	cishb		L0N8L8	NP_001108026
ENSDARG00000034042	ENSDART00000043651	ENSDARP00000043650	dnal1	Q6DHB1		NP_001003442
ENSDARG00000018329	ENSDART00000098648	ENSDARP00000089419	gc2		E7F111	NP_001103165
ENSDARG00000086670	ENSDART00000188515	ENSDARP00000157333	ice2		A0A2R8QTY0	
ENSDARG00000102588	ENSDART00000159405	ENSDARP00000138124	sp100.2		A0A0R4ITE9	
ENSDARG00000045705	ENSDART00000150687	ENSDARP00000125368	meig1	Q5RGE4		NP_001013488
ENSDARG00000018587	ENSDART00000101640	ENSDARP00000092414	zgc:152658		Q1RLQ2	NP_001070042
ENSDARG00000017141	ENSDART00000135915	ENSDARP00000119528	pla2g4ab		Q5RIP7	
ENSDARG00000102118	ENSDART00000167163	ENSDARP00000133242	slf1		A0A0R4IHW2	
ENSDARG00000063583	ENSDART00000093037	ENSDARP00000087469	map2k4a		F1RDF6	
ENSDARG00000069865	ENSDART00000138833	ENSDARP00000123503	grxcr1b		B8A5A4	
ENSDARG00000102118	ENSDART00000184488	ENSDARP00000151850	slf1		A0A2R8QB73	
ENSDARG00000086300	ENSDART00000121716	ENSDARP00000106182	FAM107A		E7FE57	
ENSDARG00000099801	ENSDART00000159080	ENSDARP00000139297	topaz1		A0A0N4SUA6	
ENSDARG00000017141	ENSDART00000168804	ENSDARP00000130121	pla2g4ab		A0A0R4ICC9	
ENSDARG00000014916	ENSDART00000011822	ENSDARP00000024256	slc10a2		Q7T3A9	NP_956652
ENSDARG00000063583	ENSDART00000191034	ENSDARP00000147340	map2k4a		Q9DGR7	
ENSDARG00000102118	ENSDART00000171295	ENSDARP00000136942	slf1		A0A0R4INB3	
ENSDARG00000086300	ENSDART00000185406	ENSDARP00000150234	FAM107A		A0A2R8QE35	
ENSDARG00000089326	ENSDART00000130317	ENSDARP00000112111	arhgap20		E7FFI5	
ENSDARG00000017141	ENSDART00000023211	ENSDARP00000024335	pla2g4ab		F1Q5L4	
ENSDARG00000045705	ENSDART00000142284	ENSDARP00000121928	meig1	Q5RGE4		
ENSDARG00000046092	ENSDART00000145912	ENSDARP00000114300	si:ch211-283g2.3		A2CEH8	
ENSDARG00000054734	ENSDART00000132518	ENSDARP00000115058	or116-1		Q2PRE2	NP_001122049
ENSDARG00000077086	ENSDART00000144431	ENSDARP00000123438	ankrd34ba		E9QC15	
ENSDARG00000062795	ENSDART00000091169	ENSDARP00000085602	abcb7		E7F6F7	
ENSDARG00000053158	ENSDART00000075152	ENSDARP00000069637	prss56		G1K2P6	
ENSDARG00000046092	ENSDART00000180015	ENSDARP00000151669	si:ch211-283g2.3		A0A2R8QDE8	
ENSDARG00000020345	ENSDART00000150930	ENSDARP00000126160	clasp2		I3IT98	
ENSDARG00000078917	ENSDART00000145179	ENSDARP00000119827	zgc:195245		A8Y5T2	NP_001119894
ENSDARG00000016793	ENSDART00000100309	ENSDARP00000091082	crybb1l2		A7E2K5	NP_001093907
ENSDARG00000043317	ENSDART00000011135	ENSDARP00000024170	kita	Q8JFR5		NP_571128
ENSDARG00000077086	ENSDART00000188879	ENSDARP00000149951	ankrd34ba		A0A2R8Q6Z7	
ENSDARG00000045704	ENSDART00000150253	ENSDARP00000125604	dclre1c		H0WFH1	
ENSDARG00000079740	ENSDART00000112589	ENSDARP00000101723	efna2b		E7FB27	
ENSDARG00000077650	ENSDART00000132653	ENSDARP00000117475	tnksa		E9QD73	
ENSDARG00000016793	ENSDART00000190592	ENSDARP00000147712	crybb1l2		A7E2K5	
ENSDARG00000038968	ENSDART00000154699	ENSDARP00000128924	ccr6b		X1WFC0	
ENSDARG00000039069	ENSDART00000144109	ENSDARP00000120739	slx4ip		F1QKZ7	
ENSDARG00000077095	ENSDART00000093052	ENSDARP00000087484	si:ch211-160o17.4		E7F551	
ENSDARG00000089994	ENSDART00000143423	ENSDARP00000116769	or116-2		Q2PRE1	NP_001122045
ENSDARG00000091366	ENSDART00000124788	ENSDARP00000108496	si:dkey-84k17.2		E7F7J2	
ENSDARG00000077813	ENSDART00000135202	ENSDARP00000116493	si:dkey-34f9.3		F1R1T8	
ENSDARG00000043317	ENSDART00000110967	ENSDARP00000099069	kita		B3DGS5	
ENSDARG00000056181	ENSDART00000101117	ENSDARP00000091892	ncam1a		E9QDC6	
ENSDARG00000070851	ENSDART00000143201	ENSDARP00000115107	si:dkey-88n24.6		Q5RIA5	
ENSDARG00000078917	ENSDART00000145894	ENSDARP00000116316	zgc:195245		A8Y5T3	
ENSDARG00000077095	ENSDART00000166357	ENSDARP00000136260	si:ch211-160o17.4		A0A0R4INQ1	
ENSDARG00000089706	ENSDART00000128183	ENSDARP00000107543	si:ch211-276a23.5		E7F2N2	
ENSDARG00000002127	ENSDART00000141170	ENSDARP00000120829	stam		A5PMY5	NP_956414
ENSDARG00000062962	ENSDART00000136957	ENSDARP00000113465	kmt2ba		F1R9N4	
ENSDARG00000079622	ENSDART00000173582	ENSDARP00000142657	frmd5		A0A1D5NS48	
ENSDARG00000070851	ENSDART00000064246	ENSDARP00000064245	si:dkey-88n24.6		Q5RIA4	NP_001020650
ENSDARG00000007244	ENSDART00000173481	ENSDARP00000142979	acp2		A0A1D5NT07	NP_001013355
ENSDARG00000096932	ENSDART00000156419	ENSDARP00000129271	si:ch211-37e10.2		X1WGB6	
ENSDARG00000102106	ENSDART00000170385	ENSDARP00000135992	tgm1l1		A0A0R4IN46	
ENSDARG00000070851	ENSDART00000191053	ENSDARP00000147074	si:dkey-88n24.6		A0A2R8Q0E2	NP_001314972
ENSDARG00000100971	ENSDART00000170543	ENSDARP00000133301	fxyd6		F1QK04	NP_956141
ENSDARG00000077650	ENSDART00000111694	ENSDARP00000099067	tnksa		E7FFW3	
ENSDARG00000039069	ENSDART00000057052	ENSDARP00000057051	slx4ip		F1QME8	NP_956705
ENSDARG00000091366	ENSDART00000153979	ENSDARP00000129354	si:dkey-84k17.2		X1WGJ7	
ENSDARG00000062962	ENSDART00000190617	ENSDARP00000147918	kmt2ba		A0A2R8Q4Z6	
ENSDARG00000102106	ENSDART00000188601	ENSDARP00000152957	tgm1l1		A0A2R8QKL9	
ENSDARG00000070932	ENSDART00000104549	ENSDARP00000095322	hcrt		F1QMC8	NP_001070860
ENSDARG00000100971	ENSDART00000162973	ENSDARP00000132974	fxyd6		F1QK04	
ENSDARG00000099587	ENSDART00000161829	ENSDARP00000133466	tradv23.3.8		A0A0R4IF98	
ENSDARG00000070590	ENSDART00000103830	ENSDARP00000094606	nt5c1ab		E7F409	
ENSDARG00000078155	ENSDART00000132659	ENSDARP00000121934	inavaa		F1R6F0	
ENSDARG00000090449	ENSDART00000123017	ENSDARP00000108373	sp100.3		E7F805	
ENSDARG00000013813	ENSDART00000010199	ENSDARP00000007855	fam219ab		A2BGS4	NP_001018599
