Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene name	RefSeq peptide ID
WBGene00010788	K12G11.1.1	K12G11.1.1	179626		G5EEA7	sulp-4	NP_505989	
WBGene00010789	K12G11.2.1	K12G11.2.1	187335		O17951	sulp-5	NP_505990	
WBGene00010790	K12G11.3.1	K12G11.3.1	179627	Q17334		sodh-1	NP_505991	
WBGene00010791	K12G11.4.1	K12G11.4.1	179628	O45687		sodh-2	NP_505992	
WBGene00010792	K12G11.6.1	K12G11.6.1	3565780		Q7JKQ3	K12G11.6	NP_001024057	
WBGene00010793	LLC1.2a.1	LLC1.2a.1	178386		O17954	nspg-9	NP_001255808	
WBGene00010793	LLC1.2b.1	LLC1.2b.1	178386		D3YT80	nspg-9	NP_001255808	
WBGene00010793	LLC1.2c.1	LLC1.2c.1	178386		G3MU72	nspg-9	NP_001255808	
WBGene00010794	LLC1.3a.1	LLC1.3a.1	178387	O17953		dld-1	NP_001255811	
WBGene00010794	LLC1.3b.1	LLC1.3b.1	178387	O17953		dld-1	NP_001255811	
WBGene00010795	M01A8.1a.1	M01A8.1a.1	187349	P34530		M01A8.1	NP_001254984	
WBGene00010795	M01A8.1b.1	M01A8.1b.1	187349	P34530		M01A8.1	NP_001254984	
WBGene00010795	M01A8.1c.1	M01A8.1c.1	187349	P34530		M01A8.1	NP_001254984	
WBGene00010796	M01A8.2a.1	M01A8.2a.1	176307	P34531		clip-1	NP_001022683	
WBGene00010796	M01A8.2b.1	M01A8.2b.1	176307	P34531		clip-1	NP_001022683	
WBGene00010797	M01B2.3.1	M01B2.3.1	187354		O17957	srbc-75	NP_506775	
WBGene00010798	M01B2.4.1	M01B2.4.1	187355		O17958	srbc-76	NP_506774	
WBGene00010799	M01B2.6.1	M01B2.6.1	187357		Q9XU76	chil-12	NP_506770	
WBGene00010800	M01B2.7.1	M01B2.7.1	187358		O17961	srsx-37	NP_506777	
WBGene00010801	M01B2.8.1	M01B2.8.1	187359		O17962	M01B2.8	NP_506778	
WBGene00010802	M01B2.9.1	M01B2.9.1	187360		O17960	srsx-39	NP_506776	
WBGene00010803	M01B2.10.1	M01B2.10.1	187361		O17963	M01B2.10	NP_506779	
WBGene00010803	M01B2.10.2	M01B2.10.2	187361		O17963	M01B2.10	NP_506779	
WBGene00010805	M01E5.2.1	M01E5.2.1	173192		O45691	M01E5.2	NP_001366924	
WBGene00010806	M01E5.3a.1	M01E5.3a.1	173193		O45692	M01E5.3	NP_001122497	
WBGene00010806	M01E5.3b.1	M01E5.3b.1	173193		A5JYZ1	M01E5.3	NP_001122497	
WBGene00010806	M01E5.3c.1	M01E5.3c.1	173193		A5JYZ2	M01E5.3	NP_001122497	
WBGene00010807	M01E5.4.1	M01E5.4.1	173194		O45690	M01E5.4	NP_493336	
WBGene00010808	M01E5.6.1	M01E5.6.1	173196	G5EC37		sepa-1	NP_493339	
WBGene00010809	M01F1.3.1	M01F1.3.1	3564813	Q21452		lias-1	NP_497722	
WBGene00010809	M01F1.3.2	M01F1.3.2	3564813	Q21452		lias-1	NP_497722	
WBGene00010810	M01F1.4a.1	M01F1.4a.1	175457		Q21453	M01F1.4	NP_001022687	
WBGene00010810	M01F1.4b.1	M01F1.4b.1	175457		Q5CZ47	M01F1.4	NP_001022687	
WBGene00010811	M01F1.5.1	M01F1.5.1	175458	Q21455		hmit-1.3	NP_497725	
WBGene00010811	M01F1.5.2	M01F1.5.2	175458	Q21455		hmit-1.3	NP_497725	
WBGene00010812	M01F1.6.1	M01F1.6.1	187375	Q21454		mrpl-35	NP_497724	
WBGene00010813	M01F1.7.1	M01F1.7.1	175459		G5EED9	pitp-1	NP_497726	
WBGene00010814	M01F1.8a.1	M01F1.8a.1	175454		Q7YXB7	M01F1.8	NP_001022689	
WBGene00010814	M01F1.8b.1	M01F1.8b.1	175454		Q7YXB6	M01F1.8	NP_001022689	
WBGene00010815	M01F1.9.1	M01F1.9.1	3565369		Q7YWW8	M01F1.9	NP_001022690	
WBGene00010817	M01G12.2.1	M01G12.2.1	187379		O62309	M01G12.2	NP_493067	
WBGene00010819	M01G12.5.1	M01G12.5.1	187382		Q9XUS1	M01G12.5	NP_493066	
WBGene00010820	M01G12.6.1	M01G12.6.1	43578486		O62312	M01G12.6	NP_001364601	
WBGene00010821	M01G12.7.1	M01G12.7.1	187384		O62313	M01G12.7	NP_493060	
WBGene00010822	M01G12.9.1	M01G12.9.1	187385		O62317	M01G12.9	NP_493059	
WBGene00010823	M01G12.10.1	M01G12.10.1	187386		O62307	M01G12.10	NP_493063	
WBGene00010825	M01G12.14.1	M01G12.14.1	173093		O62316	M01G12.14	NP_001364602	
WBGene00010827	M02B1.2.1	M02B1.2.1	187394		Q93891	txt-19	NP_502446	
WBGene00010828	M02B1.3a.1	M02B1.3a.1	178236		Q93892	M02B1.3	NP_001294011	
WBGene00010828	M02B1.3b.1	M02B1.3b.1	178236		A0A061AD30	M02B1.3	NP_001294011	
WBGene00010829	M02B1.4.1	M02B1.4.1	187395		Q93893	M02B1.4	NP_502444	
WBGene00010830	M02G9.1a.1	M02G9.1a.1	174597		O17970	M02G9.1	NP_001254244	
WBGene00010830	M02G9.1b.1	M02G9.1b.1	174597		B6VQ93	M02G9.1	NP_001254244	
WBGene00010831	M02G9.2.1	M02G9.2.1	187405		O17969	M02G9.2	NP_496222	
WBGene00010832	M02G9.3.1	M02G9.3.1	187406		Q9XUS0	M02G9.3	NP_496221	
WBGene00010833	M03B6.1.1	M03B6.1.1	187417		Q93895	M03B6.1	NP_510307	
WBGene00010834	M03B6.2.1	M03B6.2.1	181497		Q93896	mct-3	NP_510308	
WBGene00010835	M03B6.3.1	M03B6.3.1	181498		G5EGM4	M03B6.3	NP_510310	
WBGene00010836	M03B6.4.1	M03B6.4.1	187418		Q93897	M03B6.4	NP_001257232	
WBGene00010837	M03B6.5.1	M03B6.5.1	3565481		Q7YWZ5	M03B6.5	NP_001024802	
WBGene00010838	M03C11.1.1	M03C11.1.1	176456		Q21483	M03C11.1	NP_499294	
WBGene00010839	M03C11.2.1	M03C11.2.1	176457	Q21489		chl-1	NP_499295	
WBGene00010839	M03C11.2.2	M03C11.2.2	176457	Q21489		chl-1	NP_499295	
WBGene00010840	M03C11.3a.1	M03C11.3a.1	187419		H2FLG4	M03C11.3	NP_001255075	
WBGene00010840	M03C11.3b.1	M03C11.3b.1	187419		H2FLG5	M03C11.3	NP_001255075	
WBGene00010842	M03C11.5.1	M03C11.5.1	176460	P54813		ymel-1	NP_001366715	
WBGene00010843	M03C11.6.1	M03C11.6.1	187420		Q21485	M03C11.6	NP_499299	
WBGene00010844	M03C11.7.1	M03C11.7.1	176461		Q21486	prp-3	NP_499300	
WBGene00010845	M03C11.8.1	M03C11.8.1	176462	G5EDG2		M03C11.8	NP_499301	
WBGene00010846	M04B2.2.1	M04B2.2.1	178075		Q21503	M04B2.2	NP_502174	
WBGene00010847	M04B2.4.1	M04B2.4.1	178073		Q21504	M04B2.4	NP_502171	
WBGene00010848	M04B2.6.1	M04B2.6.1	3565135		Q7YTL7	M04B2.6	NP_001023316	
WBGene00010849	M04B2.7a.1	M04B2.7a.1	3565562		Q7YTL6	M04B2.7	NP_001293968	
WBGene00010849	M04B2.7b.1	M04B2.7b.1	3565562		D3KFV4	M04B2.7	NP_001293968	
WBGene00010849	M04B2.7b.2	M04B2.7b.2	3565562		D3KFV4	M04B2.7	NP_001293968	
WBGene00010849	M04B2.7c.1	M04B2.7c.1	3565562		D3KFV5	M04B2.7	NP_001293968	
WBGene00010849	M04B2.7d.1	M04B2.7d.1	3565562		H9G2Z2	M04B2.7	NP_001293968	
WBGene00010849	M04B2.7f.1	M04B2.7f.1	3565562		H9G2Z1	M04B2.7	NP_001293968	
WBGene00010849	M04B2.7g.1	M04B2.7g.1	3565562		A0A061AE17	M04B2.7	NP_001293968	
WBGene00010849	M04B2.7h.1	M04B2.7h.1	3565562		A0A061ACR9	M04B2.7	NP_001293968	
WBGene00010849	M04B2.7i.1	M04B2.7i.1	3565562		A0A061AJ97	M04B2.7	NP_001293968	
WBGene00010849	M04B2.7j.1	M04B2.7j.1	3565562		A0A061AKX8	M04B2.7	NP_001293968	
WBGene00010849	M04B2.7k.1	M04B2.7k.1	3565562		A0A061ACV2	M04B2.7	NP_001293968	
WBGene00010850	M04C3.1a.1	M04C3.1a.1	3565716		G5EDD0	M04C3.1	NP_001380129	
WBGene00010850	M04C3.1b.1	M04C3.1b.1	3565716		G5EFX4	M04C3.1	NP_001380129	
WBGene00010850	M04C3.1b.2	M04C3.1b.2	3565716		G5EFX4	M04C3.1	NP_001380129	
WBGene00010850	M04C3.1c.1	M04C3.1c.1	3565716		M1Z848	M04C3.1	NP_001380129	
WBGene00010850	M04C3.1d.1	M04C3.1d.1	3565716		M1ZJT3	M04C3.1	NP_001380129	
WBGene00010850	M04C3.1d.2	M04C3.1d.2	3565716		M1ZJT3	M04C3.1	NP_001380129	
WBGene00010850	M04C3.1d.3	M04C3.1d.3	3565716		M1ZJT3	M04C3.1	NP_001380129	
WBGene00010850	M04C3.1d.4	M04C3.1d.4	3565716		M1ZJT3	M04C3.1	NP_001380129	
WBGene00010851	M04C3.2a.1	M04C3.2a.1	180274		G1K104	M04C3.2	NP_001370286	
WBGene00010851	M04C3.2b.1	M04C3.2b.1	180274		G1K101	M04C3.2	NP_001370286	
WBGene00010851	M04C3.2b.2	M04C3.2b.2	180274		G1K101	M04C3.2	NP_001370286	
WBGene00010854	M04C7.3.1	M04C7.3.1	187437		P91906	M04C7.3	NP_492314	
WBGene00010855	M04C7.4.1	M04C7.4.1	3565595		Q7YWX8	M04C7.4	NP_001364634	
WBGene00010856	M04C9.1a.1	M04C9.1a.1	187438		A5JYY7	M04C9.1	NP_001122499	
WBGene00010856	M04C9.1b.1	M04C9.1b.1	187438		A5JYY8	M04C9.1	NP_001122499	
WBGene00010857	M04C9.2.1	M04C9.2.1	187439		P90931	M04C9.2	NP_492489	
WBGene00010858	M04C9.3a.1	M04C9.3a.1	187440		P90933	M04C9.3	NP_001129785	
WBGene00010858	M04C9.3b.1	M04C9.3b.1	187440		B3WFY7	M04C9.3	NP_001129785	
WBGene00010859	M04C9.4.1	M04C9.4.1	187441		P90934	M04C9.4	NP_492492	
WBGene00010862	M04D8.4.1	M04D8.4.1	187443		Q21509	M04D8.4	NP_499225	
WBGene00010863	M04D8.5.1	M04D8.5.1	187444		Q21510	M04D8.5	NP_499226	
WBGene00010864	M04D8.6.1	M04D8.6.1	187445		Q21511	xbx-3	NP_499227	
WBGene00010865	M04D8.7.1	M04D8.7.1	187446		Q21512	M04D8.7	NP_499228	
WBGene00010866	M04D8.8.1	M04D8.8.1	3565710		Q7YWX1	M04D8.8	NP_001022692	
WBGene00010867	M04G12.1a.1	M04G12.1a.1	179817		P92004	ifbp-1	NP_001360557	
WBGene00010867	M04G12.1b.1	M04G12.1b.1	179817		Q9XVK9	ifbp-1	NP_001360557	
WBGene00010867	M04G12.1c.1	M04G12.1c.1	179817		B2D6P5	ifbp-1	NP_001360557	
WBGene00010867	M04G12.1d.1	M04G12.1d.1	179817		E1B6V0	ifbp-1	NP_001360557	
WBGene00010867	M04G12.1e.1	M04G12.1e.1	179817		N1NV21	ifbp-1	NP_001360557	
WBGene00010867	M04G12.1f.1	M04G12.1f.1	179817		A0A486WVP3	ifbp-1	NP_001360557	
WBGene00010867	M04G12.1g.1	M04G12.1g.1	179817		A0A486WWY4	ifbp-1	NP_001360557	
WBGene00010867	M04G12.1h.1	M04G12.1h.1	179817		A0A486WXY0	ifbp-1	NP_001360557	
WBGene00010867	M04G12.1i.1	M04G12.1i.1	179817		A0A486WTX8	ifbp-1	NP_001360557	
WBGene00010867	M04G12.1j.1	M04G12.1j.1	179817		A0A486WXA8	ifbp-1	NP_001360557	
WBGene00010868	M04G12.4a.1	M04G12.4a.1	179819	A0A486WWJ9		somi-1	NP_001360558	
WBGene00010868	M04G12.4b.1	M04G12.4b.1	179819	A0A486WWJ9		somi-1	NP_001360558	
WBGene00010868	M04G12.4c.1	M04G12.4c.1	179819	A0A486WWJ9		somi-1	NP_001360558	
WBGene00010868	M04G12.4d.1	M04G12.4d.1	179819	A0A486WWJ9		somi-1	NP_001360558	
WBGene00010869	M05B5.1.1	M05B5.1.1	187450		Q21514	M05B5.1	NP_492030	
WBGene00010870	M05B5.2.1	M05B5.2.1	187451		Q21516	let-522	NP_492029	
WBGene00010871	M05B5.3a.1	M05B5.3a.1	266840		A0A0K3AQQ6	M05B5.3	NP_001300432	
WBGene00010871	M05B5.3b.1	M05B5.3b.1	266840		A0A0K3AU93	M05B5.3	NP_001300432	
WBGene00010871	M05B5.3c.1	M05B5.3c.1	266840		A0A0K3AWM1	M05B5.3	NP_001300432	
WBGene00010872	M05B5.4.1	M05B5.4.1	172457		Q21515	M05B5.4	NP_492033	
WBGene00010873	M05B5.6.1	M05B5.6.1	3565192		Q21517	trpa-2	NP_492031	
WBGene00010874	M05D6.1.1	M05D6.1.1	174354		Q21521	M05D6.1	NP_001366739	
WBGene00010874	M05D6.1.2	M05D6.1.2	174354		Q21521	M05D6.1	NP_001366739	
WBGene00010875	M05D6.2.1	M05D6.2.1	174353		G5ECL1	M05D6.2	NP_495787	
WBGene00010876	M05D6.3.1	M05D6.3.1	174355		Q21522	M05D6.3	NP_495789	
WBGene00010877	M05D6.4.1	M05D6.4.1	174356		Q21523	lact-4	NP_495790	
WBGene00010878	M05D6.5a.1	M05D6.5a.1	174357		Q21524	M05D6.5	NP_001367209	
WBGene00010878	M05D6.5b.1	M05D6.5b.1	174357		B7WN91	M05D6.5	NP_001367209	
WBGene00010879	M05D6.6.1	M05D6.6.1	187453		Q21525	taap-1	NP_495792	
WBGene00010879	M05D6.6.2	M05D6.6.2	187453		Q21525	taap-1	NP_495792	
WBGene00010879	M05D6.6.3	M05D6.6.3	187453		Q21525	taap-1	NP_495792	
WBGene00010880	M05D6.8a.1	M05D6.8a.1	3565415		Q7YWZ4	M05D6.8	NP_001254149	
WBGene00010880	M05D6.8b.1	M05D6.8b.1	3565415		E3W730	M05D6.8	NP_001254149	
WBGene00010881	M05D6.9a.1	M05D6.9a.1	3564998		Q7YWZ3	M05D6.9	NP_001355504	
WBGene00010881	M05D6.9b.1	M05D6.9b.1	3564998		A0A3P6NP68	M05D6.9	NP_001355504	
WBGene00010882	M7.5.1	M7.5.1	178005		G5EBK4	atg-7	NP_502064	
WBGene00010883	M7.7.1	M7.7.1	187456		Q21590	M7.7	NP_502068	
WBGene00010884	M7.8.1	M7.8.1	187457		Q21589	M7.8	NP_502069	
WBGene00010885	M7.9.1	M7.9.1	178009		O17974	M7.9	NP_502072	
WBGene00010886	M7.10.1	M7.10.1	178010		Q21588	M7.10	NP_502073	
WBGene00010887	M7.12.1	M7.12.1	187458		Q21596	M7.12	NP_502070	
WBGene00010888	M18.2.1	M18.2.1	187460	Q21557		dlc-2	NP_502298	
WBGene00010889	M18.3.1	M18.3.1	178154		Q21555	M18.3	NP_502296	
WBGene00010890	M18.5.1	M18.5.1	178156	Q21554		ddb-1	NP_502299	
WBGene00010891	M18.6a.1	M18.6a.1	187461		Q21558	M18.6	NP_001293924	
WBGene00010891	M18.6b.1	M18.6b.1	187461		A0A061ACL6	M18.6	NP_001293924	
WBGene00010892	M18.8.1	M18.8.1	178158		G5EFD8	dhhc-6	NP_502302	
WBGene00010893	M28.1.1	M28.1.1	174640		Q21573	cutl-9	NP_496293	
WBGene00010895	M28.4.1	M28.4.1	353403		Q21567	M28.4	NP_001364586	
WBGene00010896	M28.5.1	M28.5.1	174645	Q21568		snu-13	NP_001379076	
WBGene00010897	M28.6.1	M28.6.1	174644		Q21569	lact-3	NP_496299	
WBGene00010898	M28.7.1	M28.7.1	174643	O17972		nphp-1	NP_496298	
WBGene00010899	M28.8.1	M28.8.1	174641		Q21574	M28.8	NP_496294	
WBGene00010900	M28.9.1	M28.9.1	174642		Q21571	M28.9	NP_001364587	
WBGene00010901	M28.10.1	M28.10.1	187463		Q8I116	M28.10	NP_496297	
WBGene00010902	M79.2.1	M79.2.1	187470		G5EE59	M79.2	NP_509781	
WBGene00010904	M88.1.1	M88.1.1	175591		Q21603	ugt-62	NP_497918	
WBGene00010905	M88.2.1	M88.2.1	175592		Q21601	mrps-34	NP_497919	
WBGene00010906	M88.3.1	M88.3.1	187471		Q21600	M88.3	NP_497921	
WBGene00010907	M88.4.1	M88.4.1	175594		Q21602	M88.4	NP_497922	
WBGene00010908	M88.5a.1	M88.5a.1	175595		Q21605	imph-1	NP_001382732	
WBGene00010908	M88.5b.1	M88.5b.1	175595		Q6A582	imph-1	NP_001382732	
WBGene00010908	M88.5c.1	M88.5c.1	175595		K8FE02	imph-1	NP_001382732	
WBGene00010908	M88.5d.1	M88.5d.1	175595		K8ERX1	imph-1	NP_001382732	
WBGene00010908	M88.5e.1	M88.5e.1	175595		A0A8D9MHE6	imph-1	NP_001382732	
WBGene00010908	M88.5e.2	M88.5e.2	175595		A0A8D9MHE6	imph-1	NP_001382732	
WBGene00010909	M88.7.1	M88.7.1	175593		Q9U3A1	cisd-3.1	NP_497920	
WBGene00010910	M106.2.1	M106.2.1	174670		Q09592	M106.2	NP_496333	
WBGene00010911	M106.3a.1	M106.3a.1	174671		Q0G840	M106.3	NP_001076630	
WBGene00010911	M106.3a.2	M106.3a.2	174671		Q0G840	M106.3	NP_001076630	
WBGene00010911	M106.3b.1	M106.3b.1	174671		Q0G839	M106.3	NP_001076630	
WBGene00010912	M106.4a.1	M106.4a.1	174672	Q09580		gmps-1	NP_001076631	
WBGene00010912	M106.4a.2	M106.4a.2	174672	Q09580		gmps-1	NP_001076631	
WBGene00010912	M106.4b.1	M106.4b.1	174672	Q09580		gmps-1	NP_001076631	
WBGene00010912	M106.4b.2	M106.4b.2	174672	Q09580		gmps-1	NP_001076631	
WBGene00010912	M106.4c.1	M106.4c.1	174672	Q09580		gmps-1	NP_001076631	
WBGene00010913	M110.3.1	M110.3.1	187472		Q21530	M110.3	NP_495728	
WBGene00010915	M110.7.1	M110.7.1	187474	Q21534		M110.7	NP_495734	
WBGene00010916	M110.8a.1	M110.8a.1	3565949		Q7YTM0	M110.8	NP_001367291	
WBGene00010916	M110.8a.2	M110.8a.2	3565949		Q7YTM0	M110.8	NP_001367291	
WBGene00010916	M110.8b.1	M110.8b.1	3565949		G1K0W5	M110.8	NP_001367291	
WBGene00010917	M110.9.1	M110.9.1	3564934		Q7YTL9	M110.9	NP_001022262	
WBGene00010918	M117.1a.1	M117.1a.1	178112		Q21538	M117.1	NP_001293996	
WBGene00010918	M117.1b.1	M117.1b.1	178112		A0A061AE94	M117.1	NP_001293996	
WBGene00010919	M117.3.1	M117.3.1	187477		Q21539	M117.3	NP_502236	
WBGene00010920	M117.4.1	M117.4.1	178114		Q21536	M117.4	NP_502238	
WBGene00010922	M142.5a.1	M142.5a.1	176523		Q21541	M142.5	NP_001360483	
WBGene00010922	M142.5b.1	M142.5b.1	176523		A0A486WUL5	M142.5	NP_001360483	
WBGene00010923	M142.6a.1	M142.6a.1	176525	O45962		rle-1	NP_001367296	
WBGene00010923	M142.6b.1	M142.6b.1	176525	O45962		rle-1	NP_001367296	
WBGene00010923	M142.6c.1	M142.6c.1	176525	O45962		rle-1	NP_001367296	
WBGene00010924	M153.1.1	M153.1.1	181380		Q21544	pycr-1	NP_001348640	
WBGene00010925	M153.2.1	M153.2.1	187483		Q21545	mfsd-11	NP_510033	
WBGene00010926	M153.3.1	M153.3.1	187484		Q21546	M153.3	NP_510031	
WBGene00010928	M162.2.1	M162.2.1	187486		Q9XUC9	clec-258	NP_507836	
WBGene00010929	M162.3a.1	M162.3a.1	187487		Q9XUC8	srt-45	NP_001309464	
WBGene00010931	M162.5.1	M162.5.1	180300		Q9U3A4	M162.5	NP_507831	
WBGene00010933	M162.7.1	M162.7.1	187490		H2L2I7	M162.7	NP_507838	
WBGene00010934	M162.8.1	M162.8.1	187491		Q9XUD2	fbxa-118	NP_507832	
WBGene00010935	M163.1.1	M163.1.1	181546		Q93906	M163.1	NP_001366852	
WBGene00010936	M163.2a.1	M163.2a.1	187492		A0A486WXF4	ztf-14	NP_001360587	
WBGene00010936	M163.2b.1	M163.2b.1	187492		A0A486WWY9	ztf-14	NP_001360587	
WBGene00010937	M163.5.1	M163.5.1	187493		Q93900	M163.5	NP_001355363	
WBGene00010939	M163.7.1	M163.7.1	187495		Q93905	M163.7	NP_001355364	
WBGene00010940	M163.8.1	M163.8.1	3565205		Q6BES2	M163.8	NP_001379423	
WBGene00010940	M163.8.2	M163.8.2	3565205		Q6BES2	M163.8	NP_001379423	
WBGene00010941	M176.2.1	M176.2.1	174493		Q21549	gss-1	NP_496011	
WBGene00010942	M176.3.1	M176.3.1	174494	Q21551		chch-3	NP_496012	
WBGene00010943	M176.4.1	M176.4.1	174495		Q21552	M176.4	NP_496013	
WBGene00010943	M176.4.2	M176.4.2	174495		Q21552	M176.4	NP_496013	
WBGene00010943	M176.4.3	M176.4.3	174495		Q21552	M176.4	NP_496013	
WBGene00010944	M176.5.1	M176.5.1	174497		Q21548	M176.5	NP_496015	
WBGene00010945	M176.8.1	M176.8.1	174500		D6R8W8	chil-13	NP_496018	
WBGene00010946	M176.10a.1	M176.10a.1	174496		Q8WQD9	M176.10	NP_001360470	
WBGene00010946	M176.10b.1	M176.10b.1	174496		A0A486WWA6	M176.10	NP_001360470	
WBGene00010947	M176.11.1	M176.11.1	353402		Q86NF6	M176.11	NP_872067	
WBGene00010948	M195.2a.1	M195.2a.1	174337		Q21563	M195.2	NP_001382718	
WBGene00010948	M195.2b.1	M195.2b.1	174337		K8ESB4	M195.2	NP_001382718	
WBGene00010948	M195.2c.1	M195.2c.1	174337		K8F7W9	M195.2	NP_001382718	
WBGene00010948	M195.2d.1	M195.2d.1	174337		A0A8D9I7W4	M195.2	NP_001382718	
WBGene00010950	M199.1.1	M199.1.1	187500		Q9NAN9	srt-44	NP_502823	
WBGene00010951	M199.2.1	M199.2.1	178422		Q9NAP2	M199.2	NP_502824	
WBGene00010953	M199.4.1	M199.4.1	178423		Q9NAP0	clec-190	NP_502826	
WBGene00010954	M199.6.1	M199.6.1	3565781		Q7YTL4	clec-189	NP_001023323	
WBGene00010955	M199.7.1	M199.7.1	3565163		Q7YTL3	M199.7	NP_001343595	
WBGene00010956	M199.8.1	M199.8.1	3565513		Q7YTL2	M199.8	NP_001023325	
WBGene00010957	MTCE.3.1	MTCE.3.1		P24885		nduo-6	
WBGene00010958	MTCE.4.1	MTCE.4.1					
WBGene00010959	MTCE.11.1	MTCE.11.1					
WBGene00010960	MTCE.12.1	MTCE.12.1		P24888		atp-6	
WBGene00010961	MTCE.16.1	MTCE.16.1		P24889		nduo-2	
WBGene00010962	MTCE.23.1	MTCE.23.1		P24891		ctc-3	
WBGene00010963	MTCE.25.1	MTCE.25.1		P24892		nduo-4	
WBGene00010964	MTCE.26.1	MTCE.26.1		P24893		ctc-1	
WBGene00010965	MTCE.31.1	MTCE.31.1		P24894		ctc-2	
WBGene00010966	MTCE.34.1	MTCE.34.1		P24895		nduo-3	
WBGene00010967	MTCE.35.1	MTCE.35.1		P24896		nduo-5	
WBGene00010968	R01E6.2.1	R01E6.2.1	187505		Q21619	R01E6.2	NP_510268	
WBGene00010969	R01E6.5.1	R01E6.5.1	181476		Q21616	R01E6.5	NP_510263	
WBGene00010970	R01E6.6.1	R01E6.6.1	187506		Q21618	glb-20	NP_510267	
WBGene00010971	R01E6.7.1	R01E6.7.1	187507		Q21620	R01E6.7	NP_510269	
WBGene00010972	R01H10.4.1	R01H10.4.1	187514		Q21622	R01H10.4	NP_499270	
WBGene00010973	R01H10.5.1	R01H10.5.1	187515		Q21621	rip-1	NP_499271	
WBGene00010974	R01H10.6.1	R01H10.6.1	187516	Q21626		bbs-5	NP_499272	
WBGene00010975	R01H10.7.1	R01H10.7.1	187517		Q21623	R01H10.7	NP_001366686	
WBGene00010976	R02D5.1.1	R02D5.1.1	179956		Q21636	R02D5.1	NP_506595	
WBGene00010977	R02D5.3.1	R02D5.3.1	187521		Q21635	R02D5.3	NP_506593	
WBGene00010978	R02D5.4.1	R02D5.4.1	187522		Q21634	R02D5.4	NP_506594	
WBGene00010979	R02D5.6a.1	R02D5.6a.1	187523		Q21638	R02D5.6	NP_001263886	
WBGene00010979	R02D5.6b.1	R02D5.6b.1	187523		D5MCS8	R02D5.6	NP_001263886	
WBGene00010979	R02D5.6c.1	R02D5.6c.1	187523		D5MCS9	R02D5.6	NP_001263886	
WBGene00010979	R02D5.6d.1	R02D5.6d.1	187523		K8ESD2	R02D5.6	NP_001263886	
WBGene00010979	R02D5.6d.2	R02D5.6d.2	187523		K8ESD2	R02D5.6	NP_001263886	
WBGene00010980	R02D5.7.1	R02D5.7.1	179954		O62323	R02D5.7	NP_001379160	
WBGene00010981	R03A10.1.1	R03A10.1.1	187532		Q21655	blos-8	NP_510550	
WBGene00010982	R03A10.2.1	R03A10.2.1	187533		Q21656	flp-32	NP_510551	
WBGene00010983	R03A10.3.1	R03A10.3.1	187534	Q21657		mocs-1	NP_510552	
WBGene00010984	R03A10.4a.1	R03A10.4a.1	181633		Q8MP09	nkat-3	NP_001024823	
WBGene00010984	R03A10.4b.1	R03A10.4b.1	181633		Q5FC69	nkat-3	NP_001024823	
WBGene00010985	R03A10.5.1	R03A10.5.1	181634		Q21660	R03A10.5	NP_510554	
WBGene00010986	R03A10.6.1	R03A10.6.1	3564903		G5EEU4	sprr-1	NP_510555	
WBGene00010987	R03C1.1a.1	R03C1.1a.1	175150		O17977	R03C1.1	NP_001254451	
WBGene00010987	R03C1.1b.1	R03C1.1b.1	175150		B7WNA3	R03C1.1	NP_001254451	
WBGene00010988	R03D7.1.1	R03D7.1.1	174681	Q09582		metr-1	NP_496353	
WBGene00010989	R03D7.2.1	R03D7.2.1	174682		Q09594	R03D7.2	NP_001364577	
WBGene00010990	R03D7.4.1	R03D7.4.1	174683	Q09413		tceb-3	NP_496355	
WBGene00010990	R03D7.4.2	R03D7.4.2	174683	Q09413		tceb-3	NP_496355	
WBGene00010991	R03D7.5a.1	R03D7.5a.1	187536	Q09595		R03D7.5	NP_001300575	
WBGene00010991	R03D7.5b.1	R03D7.5b.1	187536		A0A0K3AR32	R03D7.5	NP_001300575	
WBGene00010992	R03D7.8.1	R03D7.8.1	174684		Q09598	R03D7.8	NP_496359	
WBGene00010993	R03E1.2.1	R03E1.2.1	181526		Q9XTY9	vha-20	NP_510360	
WBGene00010994	R03E1.3.1	R03E1.3.1	181525		Q9XTY8	lgc-25	NP_510359	
WBGene00010995	R03E1.4a.1	R03E1.4a.1	3565071		Q69YW8	ceh-90	NP_001338855	
WBGene00010995	R03E1.4b.1	R03E1.4b.1	3565071		A0A1X7RBN4	ceh-90	NP_001338855	
WBGene00010996	R03G8.1.1	R03G8.1.1	187544		Q21671	R03G8.1	NP_510172	
WBGene00010998	R03G8.3.1	R03G8.3.1	181437		Q21672	R03G8.3	NP_510174	
WBGene00010998	R03G8.3.2	R03G8.3.2	181437		Q21672	R03G8.3	NP_510174	
WBGene00010998	R03G8.3.3	R03G8.3.3	181437		Q21672	R03G8.3	NP_510174	
WBGene00011000	R03G8.6.1	R03G8.6.1	181438		Q9XVV9	R03G8.6	NP_510175	
WBGene00011001	R04B5.1.1	R04B5.1.1	187566		Q21699	R04B5.1	NP_505587	
WBGene00011002	R04B5.3.1	R04B5.3.1	187567		Q21700	nhr-205	NP_505588	
WBGene00011003	R04B5.5.1	R04B5.5.1	179405		Q21702	R04B5.5	NP_505591	
