Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	NCBI gene (formerly Entrezgene) ID
ENSRNOG00000001294	ENSRNOT00000110153	ENSRNOP00000088207	Ift81	373066
ENSRNOG00000001294	ENSRNOT00000119159	ENSRNOP00000091754	Ift81	373066
ENSRNOG00000032705	ENSRNOT00000041798	ENSRNOP00000046167	Bcl7b	368001
ENSRNOG00000032705	ENSRNOT00000117047	ENSRNOP00000097033	Bcl7b	368001
ENSRNOG00000061766	ENSRNOT00000079181		U6	120097647
ENSRNOG00000068323	ENSRNOT00000111291	ENSRNOP00000079405		
ENSRNOG00000052063	ENSRNOT00000079648	ENSRNOP00000074789	AC132539.3	
ENSRNOG00000022482	ENSRNOT00000018969	ENSRNOP00000018969	Trappc11	290746
ENSRNOG00000022482	ENSRNOT00000079466	ENSRNOP00000071879	Trappc11	290746
ENSRNOG00000066199	ENSRNOT00000102264			
ENSRNOG00000004956	ENSRNOT00000043343	ENSRNOP00000045638	Jade2	303113
ENSRNOG00000057680	ENSRNOT00000080239		U6	
ENSRNOG00000052082	ENSRNOT00000081792		AABR07070982.1	
ENSRNOG00000059675	ENSRNOT00000091177		Mir5132	104795678
ENSRNOG00000032825	ENSRNOT00000042688	ENSRNOP00000072453	Rpl30	100362027
ENSRNOG00000032825	ENSRNOT00000042688	ENSRNOP00000072453	Rpl30	64640
ENSRNOG00000056381	ENSRNOT00000088505		Gm25617	120095744
ENSRNOG00000055347	ENSRNOT00000084819		U6	120096740
ENSRNOG00000002101	ENSRNOT00000096789	ENSRNOP00000089961	Paics	140946
ENSRNOG00000002101	ENSRNOT00000002890	ENSRNOP00000002890	Paics	140946
ENSRNOG00000002101	ENSRNOT00000063942	ENSRNOP00000061495	Paics	140946
ENSRNOG00000066204	ENSRNOT00000118236	ENSRNOP00000078883		
ENSRNOG00000042747	ENSRNOT00000068223	ENSRNOP00000061509	Fam72a	681249
ENSRNOG00000026573	ENSRNOT00000034772	ENSRNOP00000035867	Ophn1	312108
ENSRNOG00000026573	ENSRNOT00000076193	ENSRNOP00000068017	Ophn1	312108
ENSRNOG00000026573	ENSRNOT00000106069	ENSRNOP00000096923	Ophn1	312108
ENSRNOG00000063769	ENSRNOT00000117676			
ENSRNOG00000015495	ENSRNOT00000021636	ENSRNOP00000021636	Slc25a37	306000
ENSRNOG00000057046	ENSRNOT00000077843		AABR07027409.1	120097996
ENSRNOG00000038133	ENSRNOT00000058037	ENSRNOP00000054846	Defa11	613225
ENSRNOG00000063699	ENSRNOT00000118556	ENSRNOP00000084587		
ENSRNOG00000068197	ENSRNOT00000086753		U6	120095716
ENSRNOG00000042286	ENSRNOT00000104393	ENSRNOP00000078769	Nsl1	498310
ENSRNOG00000042286	ENSRNOT00000068623	ENSRNOP00000059540	Nsl1	498310
ENSRNOG00000062419	ENSRNOT00000118194			
ENSRNOG00000043295	ENSRNOT00000065589	ENSRNOP00000063842	1810010H24Rik	498014
ENSRNOG00000008849	ENSRNOT00000011867	ENSRNOP00000011867	Guca2a	25656
ENSRNOG00000003782	ENSRNOT00000113538	ENSRNOP00000091656	Acot9	302640
ENSRNOG00000003782	ENSRNOT00000111580	ENSRNOP00000089191	Acot9	302640
ENSRNOG00000003782	ENSRNOT00000005033	ENSRNOP00000005033	Acot9	302640
ENSRNOG00000055338	ENSRNOT00000084362		U6	120096750
ENSRNOG00000060869	ENSRNOT00000102227	ENSRNOP00000096669	Irak1	363520
ENSRNOG00000060869	ENSRNOT00000092207	ENSRNOP00000070832	Irak1	363520
ENSRNOG00000060869	ENSRNOT00000114639	ENSRNOP00000080855	Irak1	363520
ENSRNOG00000037500	ENSRNOT00000056780	ENSRNOP00000053623	Pus1	304567
ENSRNOG00000037500	ENSRNOT00000106367	ENSRNOP00000087894	Pus1	304567
ENSRNOG00000037500	ENSRNOT00000102180	ENSRNOP00000090656	Pus1	304567
ENSRNOG00000067805	ENSRNOT00000098094	ENSRNOP00000079691	Olr1139	300395
ENSRNOG00000054711	ENSRNOT00000091523		U6	120097660
ENSRNOG00000058535	ENSRNOT00000087296		AABR07044484.1	120099029
ENSRNOG00000054727	ENSRNOT00000082038		U6	120095717
ENSRNOG00000028498	ENSRNOT00000024012	ENSRNOP00000024012	Wdr1	360950
ENSRNOG00000055151	ENSRNOT00000089261		SNORD34	120094443
ENSRNOG00000067925	ENSRNOT00000096705			
ENSRNOG00000063779	ENSRNOT00000119349	ENSRNOP00000081832		
ENSRNOG00000036269	ENSRNOT00000054392		Mir3589	100526605
ENSRNOG00000051159	ENSRNOT00000076038		AABR07038578.1	
ENSRNOG00000002969	ENSRNOT00000004032	ENSRNOP00000004032	Itpkb	54260
ENSRNOG00000057361	ENSRNOT00000085324		AABR07016363.1	
ENSRNOG00000035459	ENSRNOT00000053582		Mir336	100314219
ENSRNOG00000011167	ENSRNOT00000015100	ENSRNOP00000015100	Wdhd1	305827
ENSRNOG00000011167	ENSRNOT00000105450	ENSRNOP00000086962	Wdhd1	305827
ENSRNOG00000006200	ENSRNOT00000059625	ENSRNOP00000056380	St18	266680
ENSRNOG00000006200	ENSRNOT00000092104	ENSRNOP00000075382	St18	266680
ENSRNOG00000063310	ENSRNOT00000099303	ENSRNOP00000085020	Pdia2	287164
ENSRNOG00000065584	ENSRNOT00000100015			
ENSRNOG00000061790	ENSRNOT00000090684		AABR07027419.1	120097993
ENSRNOG00000014371	ENSRNOT00000077053	ENSRNOP00000068368	Cdh13	192248
ENSRNOG00000014371	ENSRNOT00000019298	ENSRNOP00000019298	Cdh13	192248
ENSRNOG00000014371	ENSRNOT00000096949	ENSRNOP00000080752	Cdh13	192248
ENSRNOG00000014371	ENSRNOT00000098921	ENSRNOP00000078354	Cdh13	192248
ENSRNOG00000014371	ENSRNOT00000114490	ENSRNOP00000077903	Cdh13	192248
ENSRNOG00000016892	ENSRNOT00000022898	ENSRNOP00000022898	Nr2f6	245980
ENSRNOG00000068410	ENSRNOT00000107403			
ENSRNOG00000068410	ENSRNOT00000101378			
ENSRNOG00000068410	ENSRNOT00000098043			
ENSRNOG00000001566	ENSRNOT00000002131	ENSRNOP00000002131	AABR07033579.1	
ENSRNOG00000051729	ENSRNOT00000079566		U7	
ENSRNOG00000019482	ENSRNOT00000026373	ENSRNOP00000026373	Gnao1	50664
ENSRNOG00000019482	ENSRNOT00000116733	ENSRNOP00000080513	Gnao1	50664
ENSRNOG00000067418	ENSRNOT00000119638		U6	120100122
ENSRNOG00000067418	ENSRNOT00000119638		U6	120100121
ENSRNOG00000067418	ENSRNOT00000119638		U6	120096865
ENSRNOG00000036697	ENSRNOT00000104193	ENSRNOP00000091294	Mafg	64188
ENSRNOG00000036697	ENSRNOT00000054970	ENSRNOP00000051853	Mafg	64188
ENSRNOG00000068798	ENSRNOT00000114098		U3	
ENSRNOG00000059895	ENSRNOT00000082168		SNORA70	120097674
ENSRNOG00000048590	ENSRNOT00000072847		Mir3551	100526615
ENSRNOG00000037481	ENSRNOT00000056733	ENSRNOP00000053576	AC095390.1	100362927
ENSRNOG00000010935	ENSRNOT00000014909	ENSRNOP00000014909	Cpb2	113936
ENSRNOG00000035561	ENSRNOT00000053684		Mir34b	100314188
ENSRNOG00000062712	ENSRNOT00000099344		U6	120096443
ENSRNOG00000002352	ENSRNOT00000065521	ENSRNOP00000062257	Tsen15	289083
ENSRNOG00000002352	ENSRNOT00000087713	ENSRNOP00000071997	Tsen15	289083
ENSRNOG00000064187	ENSRNOT00000104032		U2	
ENSRNOG00000035466	ENSRNOT00000053589		Mir146a	100314241
ENSRNOG00000005821	ENSRNOT00000007630	ENSRNOP00000041455	RGD1306484	120095320
ENSRNOG00000010244	ENSRNOT00000013639	ENSRNOP00000013639	Sarm1	287545
ENSRNOG00000010244	ENSRNOT00000117939	ENSRNOP00000077980	Sarm1	287545
ENSRNOG00000062501	ENSRNOT00000109700			
ENSRNOG00000059060	ENSRNOT00000079289		AABR07034600.1	120095747
ENSRNOG00000070020	ENSRNOT00000097195		U7	120097970
ENSRNOG00000064150	ENSRNOT00000107927			
ENSRNOG00000064150	ENSRNOT00000118423			
ENSRNOG00000064150	ENSRNOT00000119872			
ENSRNOG00000064150	ENSRNOT00000101319			
ENSRNOG00000064150	ENSRNOT00000094395			
ENSRNOG00000064150	ENSRNOT00000116535			
ENSRNOG00000056533	ENSRNOT00000080922		U6	120096456
ENSRNOG00000006577	ENSRNOT00000008594	ENSRNOP00000008595	Olr1147	300408
ENSRNOG00000002471	ENSRNOT00000063995	ENSRNOP00000061230	Polq	288079
ENSRNOG00000052404	ENSRNOT00000086677		AABR07045251.1	
ENSRNOG00000000777	ENSRNOT00000001036	ENSRNOP00000001036	RT1-S3	294228
ENSRNOG00000003745	ENSRNOT00000005085	ENSRNOP00000005085	Atf3	25389
ENSRNOG00000054717	ENSRNOT00000082640		AABR07024975.1	120097601
ENSRNOG00000069994	ENSRNOT00000079898		U6	120096741
ENSRNOG00000014008	ENSRNOT00000019080	ENSRNOP00000019080	Mfsd2a	298504
ENSRNOG00000060270	ENSRNOT00000088901		Mir224	100314075
ENSRNOG00000069451	ENSRNOT00000093793		Mir190a-2	104796140
ENSRNOG00000069451	ENSRNOT00000093793		Mir190a-2	100314160
ENSRNOG00000000909	ENSRNOT00000114472	ENSRNOP00000090947	Uspl1	288447
ENSRNOG00000000909	ENSRNOT00000072129	ENSRNOP00000064429	Uspl1	288447
ENSRNOG00000000909	ENSRNOT00000001210	ENSRNOP00000001210	Uspl1	288447
ENSRNOG00000064908	ENSRNOT00000099081		U2	120096844
ENSRNOG00000039079	ENSRNOT00000019072	ENSRNOP00000019072	Ces2h	498940
ENSRNOG00000039079	ENSRNOT00000074399	ENSRNOP00000065794	Ces2h	498940
ENSRNOG00000067439	ENSRNOT00000104655			
ENSRNOG00000067439	ENSRNOT00000100912			
ENSRNOG00000067439	ENSRNOT00000094216			
ENSRNOG00000067439	ENSRNOT00000095698			
ENSRNOG00000000763	ENSRNOT00000106320	ENSRNOP00000079604	RT1-M3-1	24747
ENSRNOG00000000763	ENSRNOT00000102823	ENSRNOP00000080762	RT1-M3-1	24747
ENSRNOG00000000763	ENSRNOT00000000990	ENSRNOP00000000990	RT1-M3-1	24747
ENSRNOG00000000763	ENSRNOT00000040634	ENSRNOP00000046444	RT1-M3-1	24747
ENSRNOG00000000763	ENSRNOT00000075244	ENSRNOP00000065658	RT1-M3-1	24747
ENSRNOG00000035476	ENSRNOT00000053599		Mir212	100314247
ENSRNOG00000001680	ENSRNOT00000100511	ENSRNOP00000081634	Riox2	266670
ENSRNOG00000001680	ENSRNOT00000002285	ENSRNOP00000002285	Riox2	266670
ENSRNOG00000001680	ENSRNOT00000102222	ENSRNOP00000076630	Riox2	266670
ENSRNOG00000005713	ENSRNOT00000037457	ENSRNOP00000037632	Ccdc82	300359
ENSRNOG00000005713	ENSRNOT00000083967	ENSRNOP00000074185	Ccdc82	300359
ENSRNOG00000055163	ENSRNOT00000078508		AC111927.1	120096407
ENSRNOG00000007887	ENSRNOT00000093870	ENSRNOP00000096481	Elk4	304786
ENSRNOG00000007887	ENSRNOT00000065094	ENSRNOP00000059567	Elk4	304786
ENSRNOG00000065466	ENSRNOT00000101665			120097982
ENSRNOG00000053621	ENSRNOT00000090592		Snord2	120095782
ENSRNOG00000063222	ENSRNOT00000118740			
ENSRNOG00000055583	ENSRNOT00000080774	ENSRNOP00000071604	Ttyh3	304315
ENSRNOG00000055583	ENSRNOT00000079866	ENSRNOP00000068866	Ttyh3	304315
ENSRNOG00000055583	ENSRNOT00000098150	ENSRNOP00000078356	Ttyh3	304315
ENSRNOG00000068853	ENSRNOT00000098806	ENSRNOP00000087349		
ENSRNOG00000068182	ENSRNOT00000118592	ENSRNOP00000091840		
ENSRNOG00000004973	ENSRNOT00000095073	ENSRNOP00000089250	Ppp2r5c	691318
ENSRNOG00000004973	ENSRNOT00000086143	ENSRNOP00000071002	Ppp2r5c	691318
ENSRNOG00000004973	ENSRNOT00000105165	ENSRNOP00000097048	Ppp2r5c	691318
ENSRNOG00000004973	ENSRNOT00000103295	ENSRNOP00000079611	Ppp2r5c	691318
ENSRNOG00000004973	ENSRNOT00000104738	ENSRNOP00000080856	Ppp2r5c	691318
ENSRNOG00000004973	ENSRNOT00000113176	ENSRNOP00000085964	Ppp2r5c	691318
ENSRNOG00000004973	ENSRNOT00000106937	ENSRNOP00000090474	Ppp2r5c	691318
ENSRNOG00000004973	ENSRNOT00000007595	ENSRNOP00000007595	Ppp2r5c	691318
ENSRNOG00000050693	ENSRNOT00000073385	ENSRNOP00000065917		102551771
ENSRNOG00000052780	ENSRNOT00000088231		AABR07045303.1	120099067
ENSRNOG00000066690	ENSRNOT00000104907		Gm25758	120096802
ENSRNOG00000063794	ENSRNOT00000103710		U2	
ENSRNOG00000058302	ENSRNOT00000090879		Gm25608	120096800
ENSRNOG00000036273	ENSRNOT00000054396		Mir363	100314169
ENSRNOG00000067157	ENSRNOT00000094729			
ENSRNOG00000067157	ENSRNOT00000100356			
ENSRNOG00000067157	ENSRNOT00000113537			
ENSRNOG00000047594	ENSRNOT00000070825	ENSRNOP00000064012	Heatr1	361262
ENSRNOG00000047594	ENSRNOT00000071829	ENSRNOP00000065894	Heatr1	361262
ENSRNOG00000027245	ENSRNOT00000036383	ENSRNOP00000028935	Tdrp	498662
ENSRNOG00000027245	ENSRNOT00000082049	ENSRNOP00000069082	Tdrp	498662
ENSRNOG00000058390	ENSRNOT00000090102		AABR07022212.1	120096389
ENSRNOG00000035484	ENSRNOT00000053607		Mir425	100314108
ENSRNOG00000004395	ENSRNOT00000102539	ENSRNOP00000079990	Fbxw11	303024
ENSRNOG00000004395	ENSRNOT00000118219	ENSRNOP00000091319	Fbxw11	303024
ENSRNOG00000004395	ENSRNOT00000064079	ENSRNOP00000059948	Fbxw11	303024
ENSRNOG00000004395	ENSRNOT00000118897	ENSRNOP00000097046	Fbxw11	303024
ENSRNOG00000004395	ENSRNOT00000079698	ENSRNOP00000069447	Fbxw11	303024
ENSRNOG00000004395	ENSRNOT00000098062	ENSRNOP00000082146	Fbxw11	303024
ENSRNOG00000014209	ENSRNOT00000019044	ENSRNOP00000019044	Utp6	360574
ENSRNOG00000014209	ENSRNOT00000117442	ENSRNOP00000085870	Utp6	360574
ENSRNOG00000014209	ENSRNOT00000105631	ENSRNOP00000085532	Utp6	360574
ENSRNOG00000035633	ENSRNOT00000053756		Mir142	
ENSRNOG00000064218	ENSRNOT00000093792			
ENSRNOG00000058085	ENSRNOT00000090825		AC111867.2	120097973
ENSRNOG00000070961	ENSRNOT00000099723	ENSRNOP00000092644	Olr1137	405969
ENSRNOG00000068707	ENSRNOT00000103181	ENSRNOP00000080805	Arhgdig	360500
ENSRNOG00000067734	ENSRNOT00000098963			
ENSRNOG00000059242	ENSRNOT00000084943		AABR07019911.1	120096409
ENSRNOG00000027787	ENSRNOT00000038228	ENSRNOP00000032177	Cdc6	360621
ENSRNOG00000056026	ENSRNOT00000077510		Gm24616	120095733
ENSRNOG00000029029	ENSRNOT00000051939	ENSRNOP00000047625	Cxadrl1	361873
ENSRNOG00000029029	ENSRNOT00000096251	ENSRNOP00000090361	Cxadrl1	361873
ENSRNOG00000029029	ENSRNOT00000041894	ENSRNOP00000050795	Cxadrl1	361873
ENSRNOG00000032902	ENSRNOT00000050213	ENSRNOP00000048698	Ybx1-ps3	
ENSRNOG00000011841	ENSRNOT00000037974	ENSRNOP00000031915	Map2	25595
ENSRNOG00000011841	ENSRNOT00000092485	ENSRNOP00000075883	Map2	25595
ENSRNOG00000011841	ENSRNOT00000110600	ENSRNOP00000089734	Map2	25595
ENSRNOG00000011841	ENSRNOT00000045766	ENSRNOP00000050877	Map2	25595
ENSRNOG00000011841	ENSRNOT00000092445	ENSRNOP00000075849	Map2	25595
ENSRNOG00000011841	ENSRNOT00000043627	ENSRNOP00000042029	Map2	25595
ENSRNOG00000011841	ENSRNOT00000092540	ENSRNOP00000075766	Map2	25595
ENSRNOG00000001769	ENSRNOT00000116648	ENSRNOP00000085601	Tnk2	303882
ENSRNOG00000001769	ENSRNOT00000002411	ENSRNOP00000002411	Tnk2	303882
ENSRNOG00000001769	ENSRNOT00000111788	ENSRNOP00000084054	Tnk2	303882
ENSRNOG00000001769	ENSRNOT00000084768	ENSRNOP00000070836	Tnk2	303882
ENSRNOG00000001769	ENSRNOT00000085568	ENSRNOP00000072336	Tnk2	303882
ENSRNOG00000064512	ENSRNOT00000119332			
ENSRNOG00000015971	ENSRNOT00000021921	ENSRNOP00000021921	Slc12a2	83629
ENSRNOG00000015971	ENSRNOT00000102056	ENSRNOP00000079755	Slc12a2	83629
ENSRNOG00000068819	ENSRNOT00000112144		U6	120100122
ENSRNOG00000068819	ENSRNOT00000112144		U6	120100121
ENSRNOG00000068819	ENSRNOT00000112144		U6	120097643
ENSRNOG00000056426	ENSRNOT00000091170		AABR07045370.1	120099060
ENSRNOG00000060890	ENSRNOT00000081694		Gm22559	120096822
ENSRNOG00000029165	ENSRNOT00000049601	ENSRNOP00000040699	Stx1a	116470
ENSRNOG00000029165	ENSRNOT00000097493	ENSRNOP00000096833	Stx1a	116470
ENSRNOG00000068728	ENSRNOT00000096374	ENSRNOP00000086380	Adam26a	290763
ENSRNOG00000028085	ENSRNOT00000077697	ENSRNOP00000070429	Tmem255a	313453
ENSRNOG00000028085	ENSRNOT00000036472	ENSRNOP00000032797	Tmem255a	313453
ENSRNOG00000028085	ENSRNOT00000109556	ENSRNOP00000084474	Tmem255a	313453
ENSRNOG00000028085	ENSRNOT00000104047	ENSRNOP00000089978	Tmem255a	313453
ENSRNOG00000001427	ENSRNOT00000110615	ENSRNOP00000085810	Orai2	304592
ENSRNOG00000001427	ENSRNOT00000001938	ENSRNOP00000001938	Orai2	304592
ENSRNOG00000035652	ENSRNOT00000053775		Mir188	100314102
ENSRNOG00000001141	ENSRNOT00000001507	ENSRNOP00000001507	Srrm4	498189
ENSRNOG00000017546	ENSRNOT00000100814	ENSRNOP00000083206	Mylk3	291926
ENSRNOG00000017546	ENSRNOT00000119434	ENSRNOP00000090047	Mylk3	291926
ENSRNOG00000017546	ENSRNOT00000023657	ENSRNOP00000023657	Mylk3	291926
ENSRNOG00000035478	ENSRNOT00000053601		Mir34c	100314014
ENSRNOG00000064320	ENSRNOT00000086037		U6	120096454
ENSRNOG00000022855	ENSRNOT00000049324	ENSRNOP00000089908	AABR07039112.1	
ENSRNOG00000059646	ENSRNOT00000090354		AABR07014536.1	120096809
ENSRNOG00000036693	ENSRNOT00000106118	ENSRNOP00000078001	Slc25a10	170943
ENSRNOG00000036693	ENSRNOT00000054963	ENSRNOP00000051846	Slc25a10	170943
ENSRNOG00000036693	ENSRNOT00000103059	ENSRNOP00000087842	Slc25a10	170943
ENSRNOG00000068960	ENSRNOT00000108555		Mir484	100314286
ENSRNOG00000049633	ENSRNOT00000072452	ENSRNOP00000066732	Flvcr1	108348225
ENSRNOG00000069702	ENSRNOT00000110415			
ENSRNOG00000001377	ENSRNOT00000111779	ENSRNOP00000080555	Iqcd	360815
ENSRNOG00000001377	ENSRNOT00000001859	ENSRNOP00000001859	Iqcd	360815
ENSRNOG00000001377	ENSRNOT00000001860	ENSRNOP00000001860	Iqcd	360815
ENSRNOG00000001377	ENSRNOT00000112938	ENSRNOP00000079683	Iqcd	360815
ENSRNOG00000001377	ENSRNOT00000096266	ENSRNOP00000089354	Iqcd	360815
ENSRNOG00000051688	ENSRNOT00000079030	ENSRNOP00000075561	Syt15	306285
ENSRNOG00000013265	ENSRNOT00000116107	ENSRNOP00000093892	Tgfbr2	81810
ENSRNOG00000013265	ENSRNOT00000037883	ENSRNOP00000035501	Tgfbr2	81810
ENSRNOG00000035594	ENSRNOT00000053717		Mirlet7d	100526596
ENSRNOG00000035594	ENSRNOT00000053717		Mirlet7d	100313972
ENSRNOG00000061070	ENSRNOT00000088931	ENSRNOP00000074106	Irf4	291100
ENSRNOG00000061070	ENSRNOT00000079332	ENSRNOP00000070345	Irf4	291100
ENSRNOG00000061070	ENSRNOT00000098421	ENSRNOP00000086418	Irf4	291100
ENSRNOG00000011237	ENSRNOT00000015467	ENSRNOP00000015467	Zc3h13	305955
ENSRNOG00000051984	ENSRNOT00000088567		AABR07025360.1	120097629
ENSRNOG00000034215	ENSRNOT00000046165	ENSRNOP00000094905	AABR07034928.1	
ENSRNOG00000061258	ENSRNOT00000091055		U6	120096759
ENSRNOG00000056834	ENSRNOT00000088758		SNORA63	120095726
ENSRNOG00000061360	ENSRNOT00000084803		U3	120099037
ENSRNOG00000052815	ENSRNOT00000082130		AABR07021972.1	
ENSRNOG00000018977	ENSRNOT00000025878	ENSRNOP00000025878	Ap3d1	314633
ENSRNOG00000018977	ENSRNOT00000111908	ENSRNOP00000084637	Ap3d1	314633
ENSRNOG00000018977	ENSRNOT00000095433	ENSRNOP00000095136	Ap3d1	314633
ENSRNOG00000070331	ENSRNOT00000096290	ENSRNOP00000079257		
ENSRNOG00000035631	ENSRNOT00000053754		Mir221	100314163
ENSRNOG00000035502	ENSRNOT00000053625		Mir100	100314234
ENSRNOG00000069944	ENSRNOT00000048500	ENSRNOP00000046681	Olr1155	300414
ENSRNOG00000051469	ENSRNOT00000080368		AABR07028874.1	
ENSRNOG00000051469	ENSRNOT00000103329		AABR07028874.1	
ENSRNOG00000056356	ENSRNOT00000079439		Mir7239	
ENSRNOG00000064065	ENSRNOT00000118371	ENSRNOP00000080264	Olr1410	405062
ENSRNOG00000066081	ENSRNOT00000091415			120096803
ENSRNOG00000069467	ENSRNOT00000109884	ENSRNOP00000078716		
ENSRNOG00000056277	ENSRNOT00000078614	ENSRNOP00000073725	Adam34l	364599
ENSRNOG00000063566	ENSRNOT00000111214			
ENSRNOG00000063566	ENSRNOT00000098437			
ENSRNOG00000042848	ENSRNOT00000046973	ENSRNOP00000049564	Jam2	619374
ENSRNOG00000042848	ENSRNOT00000119888	ENSRNOP00000096179	Jam2	619374
ENSRNOG00000042848	ENSRNOT00000094504	ENSRNOP00000092709	Jam2	619374
ENSRNOG00000019727	ENSRNOT00000108682			
ENSRNOG00000019727	ENSRNOT00000026742			
ENSRNOG00000041319	ENSRNOT00000063072		Mir511	100314126
ENSRNOG00000060942	ENSRNOT00000083562		AABR07025348.1	120097591
ENSRNOG00000067453	ENSRNOT00000093910			
ENSRNOG00000005374	ENSRNOT00000007154	ENSRNOP00000007154	Lyar	289707
ENSRNOG00000005374	ENSRNOT00000084093	ENSRNOP00000073585	Lyar	289707
ENSRNOG00000005879	ENSRNOT00000036338	ENSRNOP00000037050	Maml2	689844
ENSRNOG00000052714	ENSRNOT00000077490		SNORA63	120095727
ENSRNOG00000005389	ENSRNOT00000101942	ENSRNOP00000084457	Ppp2ca	24672
ENSRNOG00000005389	ENSRNOT00000007621	ENSRNOP00000007621	Ppp2ca	24672
ENSRNOG00000005389	ENSRNOT00000079985	ENSRNOP00000071286	Ppp2ca	24672
ENSRNOG00000060068	ENSRNOT00000079594		Gm25095	120096394
ENSRNOG00000054099	ENSRNOT00000086077		AABR07045373.2	120099071
ENSRNOG00000035635	ENSRNOT00000053758		Mir448	100314251
ENSRNOG00000056387	ENSRNOT00000089274		Mir628	100314130
ENSRNOG00000035535	ENSRNOT00000053658		Mir10a	100313996
ENSRNOG00000011381	ENSRNOT00000016104	ENSRNOP00000016104	Acsbg1	171410
ENSRNOG00000011381	ENSRNOT00000098670	ENSRNOP00000082463	Acsbg1	171410
ENSRNOG00000011381	ENSRNOT00000088208	ENSRNOP00000074226	Acsbg1	171410
ENSRNOG00000011381	ENSRNOT00000119621	ENSRNOP00000094369	Acsbg1	171410
ENSRNOG00000061332	ENSRNOT00000078107		U4	
ENSRNOG00000067016	ENSRNOT00000105147			
ENSRNOG00000067016	ENSRNOT00000116743			
ENSRNOG00000067016	ENSRNOT00000094749			
ENSRNOG00000067016	ENSRNOT00000096104			
ENSRNOG00000067016	ENSRNOT00000111907			
ENSRNOG00000068105	ENSRNOT00000099235			120097590
ENSRNOG00000014354	ENSRNOT00000066525	ENSRNOP00000062563	Cep95	287766
ENSRNOG00000014354	ENSRNOT00000110453	ENSRNOP00000094309	Cep95	287766
ENSRNOG00000057027	ENSRNOT00000090415		Gm22728	120096794
ENSRNOG00000002128	ENSRNOT00000100016	ENSRNOP00000087004	Ppat	117544
ENSRNOG00000002128	ENSRNOT00000002905	ENSRNOP00000002905	Ppat	117544
ENSRNOG00000070313	ENSRNOT00000113711	ENSRNOP00000085051		
ENSRNOG00000066899	ENSRNOT00000094710			
ENSRNOG00000038478	ENSRNOT00000058640	ENSRNOP00000055435	AABR07029613.1	497907
ENSRNOG00000035467	ENSRNOT00000053590		Mir23b	100314002
ENSRNOG00000020729	ENSRNOT00000028146	ENSRNOP00000028146	Stc2	63878
ENSRNOG00000020729	ENSRNOT00000103133	ENSRNOP00000093400	Stc2	63878
ENSRNOG00000060539	ENSRNOT00000078004		AC120949.4	120095781
ENSRNOG00000053413	ENSRNOT00000088113		U6	120096466
ENSRNOG00000067147	ENSRNOT00000111773		U6	120099041
ENSRNOG00000003895	ENSRNOT00000005251	ENSRNOP00000005251	Rgs1	54289
ENSRNOG00000031849	ENSRNOT00000041420	ENSRNOP00000051182	Armh4	361032
ENSRNOG00000031849	ENSRNOT00000106281	ENSRNOP00000089792	Armh4	361032
ENSRNOG00000063093	ENSRNOT00000050608	ENSRNOP00000042989	Olr1160	405341
ENSRNOG00000035522	ENSRNOT00000053645		Mir184	100314042
ENSRNOG00000052097	ENSRNOT00000082589		Mir547	100314138
ENSRNOG00000067277	ENSRNOT00000111348			
ENSRNOG00000038743	ENSRNOT00000059182	ENSRNOP00000055955	Adam34	685846
ENSRNOG00000046587	ENSRNOT00000073318		Mir193b	104797223
ENSRNOG00000023271	ENSRNOT00000114687	ENSRNOP00000093736	Parl	287979
ENSRNOG00000023271	ENSRNOT00000030837	ENSRNOP00000029124	Parl	287979
ENSRNOG00000023271	ENSRNOT00000071076	ENSRNOP00000064548	Parl	287979
ENSRNOG00000023271	ENSRNOT00000107477	ENSRNOP00000087363	Parl	287979
ENSRNOG00000051736	ENSRNOT00000082054		AABR07014552.1	120096832
ENSRNOG00000014274	ENSRNOT00000109087	ENSRNOP00000091663	Trit1	362586
ENSRNOG00000014274	ENSRNOT00000019587	ENSRNOP00000019587	Trit1	362586
ENSRNOG00000061029	ENSRNOT00000078858		U6	120096747
ENSRNOG00000001528	ENSRNOT00000002091	ENSRNOP00000002091	Gap43	29423
ENSRNOG00000063240	ENSRNOT00000096536			120097606
ENSRNOG00000002369	ENSRNOT00000083366	ENSRNOP00000073985	Rgs8	54297
ENSRNOG00000002369	ENSRNOT00000003239	ENSRNOP00000003239	Rgs8	54297
ENSRNOG00000002369	ENSRNOT00000118774	ENSRNOP00000090756	Rgs8	54297
ENSRNOG00000019394	ENSRNOT00000026271	ENSRNOP00000026271	Mpv17l2	290645
ENSRNOG00000035613	ENSRNOT00000053736		Mir7-1	100314148
ENSRNOG00000012040	ENSRNOT00000016138	ENSRNOP00000016138	Slc25a48	361206
ENSRNOG00000055795	ENSRNOT00000084789	ENSRNOP00000069917	AABR07035832.1	
ENSRNOG00000011060	ENSRNOT00000015091	ENSRNOP00000015091	Unc119	29402
ENSRNOG00000011060	ENSRNOT00000096250	ENSRNOP00000097045	Unc119	29402
ENSRNOG00000011060	ENSRNOT00000107663	ENSRNOP00000095078	Unc119	29402
ENSRNOG00000049361	ENSRNOT00000098305	ENSRNOP00000079001	Gas7	85246
ENSRNOG00000049361	ENSRNOT00000103917	ENSRNOP00000076676	Gas7	85246
ENSRNOG00000049361	ENSRNOT00000100512	ENSRNOP00000088350	Gas7	85246
