Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	RefSeq peptide ID
ENSRNOG00000064078	ENSRNOT00000045565	ENSRNOP00000041815	Olr1579		D3ZNH5	
ENSRNOG00000001628	ENSRNOT00000119525	ENSRNOP00000085635	Pcp4			
ENSRNOG00000022769	ENSRNOT00000095650	ENSRNOP00000080041	Sp100			
ENSRNOG00000011704	ENSRNOT00000110327	ENSRNOP00000093424	Fbxo34			
ENSRNOG00000003050	ENSRNOT00000043085	ENSRNOP00000047447	Tbc1d9b		F1LRL4	NP_001101744
ENSRNOG00000024689	ENSRNOT00000049774	ENSRNOP00000044357	Hopx	Q78ZR5		NP_598305
ENSRNOG00000014248	ENSRNOT00000100527	ENSRNOP00000097510	Erbb4			
ENSRNOG00000001739	ENSRNOT00000002373	ENSRNOP00000002373	Meltf		D4ADK7	NP_001099342
ENSRNOG00000011704	ENSRNOT00000092161	ENSRNOP00000069303	Fbxo34		B5DF06	
ENSRNOG00000028699	ENSRNOT00000044116	ENSRNOP00000039202	Sco1		G3V985	NP_001166845
ENSRNOG00000011704	ENSRNOT00000114524	ENSRNOP00000081795	Fbxo34			
ENSRNOG00000068518	ENSRNOT00000096956	ENSRNOP00000091557				
ENSRNOG00000032768	ENSRNOT00000041119	ENSRNOP00000039777	Stxbp4		D3Z9G8	NP_001100508
ENSRNOG00000022769	ENSRNOT00000116342	ENSRNOP00000082712	Sp100			
ENSRNOG00000064755	ENSRNOT00000095973	ENSRNOP00000096532		Q6LED0		
ENSRNOG00000013684	ENSRNOT00000041946	ENSRNOP00000044970	F11		Q6TUF8	NP_001041313
ENSRNOG00000011704	ENSRNOT00000104895	ENSRNOP00000083563	Fbxo34			
ENSRNOG00000012818	ENSRNOT00000094957	ENSRNOP00000088976	Ksr1			
ENSRNOG00000002746	ENSRNOT00000003721	ENSRNOP00000003721	Fstl1		F8WG88	
ENSRNOG00000028812	ENSRNOT00000065292	ENSRNOP00000060665	Trim80		F1LMT9	
ENSRNOG00000027852	ENSRNOT00000036447	ENSRNOP00000033381	RGD1311343		D4AAX2	NP_001101740
ENSRNOG00000001739	ENSRNOT00000116374	ENSRNOP00000093219	Meltf			
ENSRNOG00000012270	ENSRNOT00000085462	ENSRNOP00000069747	Med26		A0A0G2JW54	NP_001100770
ENSRNOG00000012270	ENSRNOT00000085462	ENSRNOP00000069747	Med26		D4A913	NP_001100770
ENSRNOG00000006324	ENSRNOT00000008905	ENSRNOP00000008905			Q99N78	
ENSRNOG00000003050	ENSRNOT00000098460	ENSRNOP00000079447	Tbc1d9b			
ENSRNOG00000014248	ENSRNOT00000019283	ENSRNOP00000019283	Erbb4		F1M7X4	
ENSRNOG00000011704	ENSRNOT00000105127	ENSRNOP00000093017	Fbxo34			
ENSRNOG00000022769	ENSRNOT00000108829	ENSRNOP00000079433	Sp100			
ENSRNOG00000070631	ENSRNOT00000118555	ENSRNOP00000078480				
ENSRNOG00000011704	ENSRNOT00000103624	ENSRNOP00000077360	Fbxo34			
ENSRNOG00000032768	ENSRNOT00000092852	ENSRNOP00000075974	Stxbp4		A0A1B0GWP6	
ENSRNOG00000002746	ENSRNOT00000114285	ENSRNOP00000080660	Fstl1			
ENSRNOG00000012818	ENSRNOT00000048407	ENSRNOP00000049882	Ksr1		D3ZHL1	NP_001369417
ENSRNOG00000011704	ENSRNOT00000118253	ENSRNOP00000089431	Fbxo34			
ENSRNOG00000028047	ENSRNOT00000034057	ENSRNOP00000031375	Mecr		A0A140TAE6	NP_058905
ENSRNOG00000029549	ENSRNOT00000048923	ENSRNOP00000050206	Eci3		Q5M884	NP_001009275
ENSRNOG00000031422	ENSRNOT00000051080	ENSRNOP00000039322	Krt39		G3V988	NP_001004130
ENSRNOG00000070010	ENSRNOT00000110197	ENSRNOP00000087700	Hist1h2ak		D3ZVK7	NP_001102893
ENSRNOG00000011704	ENSRNOT00000094673	ENSRNOP00000078825	Fbxo34			
ENSRNOG00000022769	ENSRNOT00000080956	ENSRNOP00000073910	Sp100		A0A0G2K6R2	
ENSRNOG00000013684	ENSRNOT00000077662	ENSRNOP00000073061	F11		A0A0G2K4I9	
ENSRNOG00000047198	ENSRNOT00000070909	ENSRNOP00000065137	Tatdn1		M0R6T1	
ENSRNOG00000019519	ENSRNOT00000026407	ENSRNOP00000026407	Idnk	Q32PY9		
ENSRNOG00000032768	ENSRNOT00000117460	ENSRNOP00000077173	Stxbp4			
ENSRNOG00000012818	ENSRNOT00000110577	ENSRNOP00000080543	Ksr1			
ENSRNOG00000002746	ENSRNOT00000103472	ENSRNOP00000095289	Fstl1			NP_077345
ENSRNOG00000070121	ENSRNOT00000096476	ENSRNOP00000088188	Nsun3			
ENSRNOG00000029514	ENSRNOT00000009742	ENSRNOP00000009742	Slc26a9		D3ZV32	NP_001100642
ENSRNOG00000064091	ENSRNOT00000100364	ENSRNOP00000081475	Olr1389		D3ZGZ8	NP_001000000
ENSRNOG00000047198	ENSRNOT00000115475	ENSRNOP00000078202	Tatdn1			
ENSRNOG00000022769	ENSRNOT00000034152	ENSRNOP00000033655	Sp100		F7FPF5	NP_001014242
ENSRNOG00000008490	ENSRNOT00000011855	ENSRNOP00000011856	Cwc15	Q5BJP2		NP_001020158
ENSRNOG00000070121	ENSRNOT00000094250	ENSRNOP00000097670	Nsun3			
ENSRNOG00000011057	ENSRNOT00000077170	ENSRNOP00000073448	Mfn1		A0A0G2K5J3	NP_620432
ENSRNOG00000064976	ENSRNOT00000108381	ENSRNOP00000079099	Sox1			
ENSRNOG00000012287	ENSRNOT00000016399	ENSRNOP00000016399	Slc35e1	P0C6B1	F1LSM2	NP_001102577
ENSRNOG00000002746	ENSRNOT00000091057	ENSRNOP00000072839	Fstl1	Q62632		
ENSRNOG00000029549	ENSRNOT00000080929	ENSRNOP00000072135	Eci3		A0A0G2K277	
ENSRNOG00000019519	ENSRNOT00000113237	ENSRNOP00000091550	Idnk			
ENSRNOG00000005107	ENSRNOT00000007246	ENSRNOP00000007246	Recql5	D4ACP5		NP_001099323
ENSRNOG00000030925	ENSRNOT00000048929	ENSRNOP00000067474	AABR07027925.2		M0RCY5	
ENSRNOG00000002216	ENSRNOT00000003021	ENSRNOP00000003021	Srd5a3		A0A0G2JSH3	
ENSRNOG00000002746	ENSRNOT00000117870	ENSRNOP00000076465	Fstl1			
ENSRNOG00000005107	ENSRNOT00000104127	ENSRNOP00000096399	Recql5			
ENSRNOG00000011057	ENSRNOT00000065144	ENSRNOP00000060265	Mfn1		D3ZR27	
ENSRNOG00000019519	ENSRNOT00000116956	ENSRNOP00000082724	Idnk			NP_001032439
ENSRNOG00000010903	ENSRNOT00000097209	ENSRNOP00000078309	Crb1			
ENSRNOG00000002216	ENSRNOT00000059763	ENSRNOP00000056514	Srd5a3		A0A140TAI0	NP_001014012
ENSRNOG00000064130	ENSRNOT00000101694	ENSRNOP00000084280				
ENSRNOG00000034087	ENSRNOT00000046956	ENSRNOP00000048162	Krt42	Q6IFU7		NP_001008816
ENSRNOG00000027506	ENSRNOT00000038938	ENSRNOP00000031597	Zp4		F1LP51	NP_758833
ENSRNOG00000047198	ENSRNOT00000106431	ENSRNOP00000092922	Tatdn1			
ENSRNOG00000011057	ENSRNOT00000116019	ENSRNOP00000087917	Mfn1			
ENSRNOG00000005365	ENSRNOT00000120110	ENSRNOP00000094374	Kcnip1			NP_001248317
ENSRNOG00000019519	ENSRNOT00000094661	ENSRNOP00000076481	Idnk			
ENSRNOG00000063738	ENSRNOT00000111394	ENSRNOP00000086259				
ENSRNOG00000010480	ENSRNOT00000013927	ENSRNOP00000013927	Vstm5	Q5M7U7		NP_001138342
ENSRNOG00000010903	ENSRNOT00000032122	ENSRNOP00000037018	Crb1		D3ZZL8	NP_001100652
ENSRNOG00000027400	ENSRNOT00000033459	ENSRNOP00000038764	Vwc2l		D4A0X1	NP_001102778
ENSRNOG00000047198	ENSRNOT00000098252	ENSRNOP00000092474	Tatdn1			
ENSRNOG00000005365	ENSRNOT00000040737	ENSRNOP00000046697	Kcnip1		A0A0H2UHY1	NP_001248316
ENSRNOG00000019519	ENSRNOT00000117737	ENSRNOP00000080252	Idnk			
ENSRNOG00000011054	ENSRNOT00000015198	ENSRNOP00000015198	Laptm5		Q6P9Z7	NP_445990
ENSRNOG00000011057	ENSRNOT00000098575	ENSRNOP00000087684	Mfn1			
ENSRNOG00000028834	ENSRNOT00000068013	ENSRNOP00000061492	Polr2a		D4A5A6	
ENSRNOG00000010903	ENSRNOT00000114575	ENSRNOP00000086071	Crb1			
ENSRNOG00000069339	ENSRNOT00000119121	ENSRNOP00000082367				
ENSRNOG00000063155	ENSRNOT00000113501	ENSRNOP00000092366	Olr1391			NP_001001089
ENSRNOG00000011054	ENSRNOT00000083028	ENSRNOP00000071739	Laptm5		A0A0G2K184	
ENSRNOG00000027400	ENSRNOT00000095991	ENSRNOP00000096961	Vwc2l			
ENSRNOG00000033763	ENSRNOT00000048146	ENSRNOP00000039407	RGD1307537	Q6AXY2	F1LQ46	NP_001013907
ENSRNOG00000009896	ENSRNOT00000013220	ENSRNOP00000013220	Tmem199	Q5BK13		NP_001020163
ENSRNOG00000047198	ENSRNOT00000111807	ENSRNOP00000077373	Tatdn1			
ENSRNOG00000009291	ENSRNOT00000012532	ENSRNOP00000012532	Dnase1l3	O89107		NP_446359
ENSRNOG00000049642	ENSRNOT00000088665	ENSRNOP00000070334	Smim5		M0R3V6	NP_001156474
ENSRNOG00000049642	ENSRNOT00000088665	ENSRNOP00000070334	Smim5		M0R3V6	NP_001264408
ENSRNOG00000010903	ENSRNOT00000110674	ENSRNOP00000096962	Crb1			
ENSRNOG00000067638	ENSRNOT00000115261	ENSRNOP00000078864				
ENSRNOG00000005365	ENSRNOT00000007187	ENSRNOP00000007187	Kcnip1	Q8R426	A0A0H2UHE0	NP_001248318
ENSRNOG00000033763	ENSRNOT00000097793	ENSRNOP00000097380	RGD1307537			
ENSRNOG00000009896	ENSRNOT00000112621	ENSRNOP00000095620	Tmem199			
ENSRNOG00000028834	ENSRNOT00000105702	ENSRNOP00000097288	Polr2a			
ENSRNOG00000052096	ENSRNOT00000079364	ENSRNOP00000072345	Cox11		D3ZNJ0	NP_001103045
ENSRNOG00000010299	ENSRNOT00000116078	ENSRNOP00000077237	Eps15			NP_001352319
ENSRNOG00000009291	ENSRNOT00000090768	ENSRNOP00000081557	Dnase1l3			
ENSRNOG00000061359	ENSRNOT00000089943	ENSRNOP00000069572	Psme1-ps1		A0A0G2JVP9	
ENSRNOG00000005365	ENSRNOT00000083090	ENSRNOP00000074006	Kcnip1		A0A0G2K701	NP_075218
ENSRNOG00000014118	ENSRNOT00000019237	ENSRNOP00000019237	Klkb1		Q5FVS2	NP_036857
ENSRNOG00000039876	ENSRNOT00000061231	ENSRNOP00000057942	Hnrnpa0		F1M3H8	
ENSRNOG00000049641	ENSRNOT00000084259	ENSRNOP00000069623	Rab29		Q66HQ8	
ENSRNOG00000052096	ENSRNOT00000072294	ENSRNOP00000067867	Cox11		M0RE03	
ENSRNOG00000005365	ENSRNOT00000079031	ENSRNOP00000071584	Kcnip1		A0A0G2K0U3	
ENSRNOG00000023861	ENSRNOT00000107255	ENSRNOP00000079009	Snap91			
ENSRNOG00000006139	ENSRNOT00000102026	ENSRNOP00000078715	Stx18			
ENSRNOG00000010299	ENSRNOT00000116370	ENSRNOP00000084473	Eps15			
ENSRNOG00000012965	ENSRNOT00000017340	ENSRNOP00000017340	Themis2		D3ZDR7	NP_001258409
ENSRNOG00000010496	ENSRNOT00000014435	ENSRNOP00000014435	Med17		D4ABU0	NP_001100271
ENSRNOG00000049641	ENSRNOT00000073669	ENSRNOP00000067600	Rab29	Q63481		NP_598274
ENSRNOG00000002139	ENSRNOT00000002908	ENSRNOP00000002908	Cracd		D4A5F4	
ENSRNOG00000003661	ENSRNOT00000119507	ENSRNOP00000096769	Jpt1			
ENSRNOG00000023861	ENSRNOT00000032792	ENSRNOP00000030821	Snap91		F1LRK0	
ENSRNOG00000056629	ENSRNOT00000091719	ENSRNOP00000085219	AABR07024500.1			
ENSRNOG00000003661	ENSRNOT00000004862	ENSRNOP00000004862	Jpt1	Q6AXU6		NP_001005876
ENSRNOG00000006139	ENSRNOT00000095745	ENSRNOP00000082982	Stx18			NP_001012151
ENSRNOG00000018980	ENSRNOT00000115530	ENSRNOP00000086121	Tjap1			
ENSRNOG00000010299	ENSRNOT00000064145	ENSRNOP00000059209	Eps15		E9PSY8	
ENSRNOG00000015259	ENSRNOT00000021099	ENSRNOP00000021099	Pth2r		G3V800	NP_112351
ENSRNOG00000023861	ENSRNOT00000100136	ENSRNOP00000088200	Snap91			
ENSRNOG00000006139	ENSRNOT00000117249	ENSRNOP00000087475	Stx18			
ENSRNOG00000007988	ENSRNOT00000010778	ENSRNOP00000010779	Timm22	Q9JKW1		NP_116007
ENSRNOG00000018980	ENSRNOT00000025660	ENSRNOP00000025660	Tjap1		D3ZU31	NP_001101673
ENSRNOG00000069386	ENSRNOT00000115696	ENSRNOP00000089417	Olr1393		D3ZQ42	
ENSRNOG00000026508	ENSRNOT00000029421	ENSRNOP00000034203	Vmo1		D3ZP97	NP_001178752
ENSRNOG00000028403	ENSRNOT00000104240	ENSRNOP00000080356	Ptcd2			
ENSRNOG00000013896	ENSRNOT00000018804	ENSRNOP00000018804	Krt40	Q6IFW2		NP_001008821
ENSRNOG00000053893	ENSRNOT00000091315	ENSRNOP00000069548	Opn4	Q8R456		NP_620215
ENSRNOG00000038520	ENSRNOT00000058749	ENSRNOP00000055540	Poted		D3ZG73	
ENSRNOG00000023861	ENSRNOT00000112856	ENSRNOP00000095111	Snap91			
ENSRNOG00000010299	ENSRNOT00000098058	ENSRNOP00000089899	Eps15			
ENSRNOG00000069386	ENSRNOT00000116326	ENSRNOP00000090015	Olr1393		D3ZQ42	
ENSRNOG00000013896	ENSRNOT00000104228	ENSRNOP00000076895	Krt40			
ENSRNOG00000053893	ENSRNOT00000108205	ENSRNOP00000079898	Opn4			
ENSRNOG00000028403	ENSRNOT00000034992	ENSRNOP00000033932	Ptcd2		D4A9I4	NP_001101118
ENSRNOG00000066253	ENSRNOT00000099924	ENSRNOP00000080235				
ENSRNOG00000003661	ENSRNOT00000049609	ENSRNOP00000044856	Jpt1	P61959	F1LN30	NP_598278
ENSRNOG00000069386	ENSRNOT00000111005	ENSRNOP00000094598	Olr1393		D3ZQ42	NP_001000524
ENSRNOG00000067437	ENSRNOT00000117057	ENSRNOP00000077384				
ENSRNOG00000000036	ENSRNOT00000000041	ENSRNOP00000000041	Klhdc8a		F2Z3R0	NP_001094153
ENSRNOG00000018980	ENSRNOT00000091113	ENSRNOP00000071607	Tjap1		A0A0G2K0W5	
ENSRNOG00000006139	ENSRNOT00000008410	ENSRNOP00000008410	Stx18	Q68FW4		
ENSRNOG00000002050	ENSRNOT00000002809	ENSRNOP00000002809	Igfbp7		F1M9B2	NP_001013066
ENSRNOG00000020594	ENSRNOT00000027965	ENSRNOP00000027965	Rhbdf1	Q499S9		NP_001025205
ENSRNOG00000046517	ENSRNOT00000047252	ENSRNOP00000050941	AC099108.1		D3ZFZ8	
ENSRNOG00000003661	ENSRNOT00000115704	ENSRNOP00000093600	Jpt1			
ENSRNOG00000002353	ENSRNOT00000003216	ENSRNOP00000003216	Rab3gap2		F1LMT8	NP_001035244
ENSRNOG00000018980	ENSRNOT00000103212	ENSRNOP00000076730	Tjap1			
ENSRNOG00000014519	ENSRNOT00000019674	ENSRNOP00000019674	Slc35g3	B0K004		NP_001121130
ENSRNOG00000018685	ENSRNOT00000025224	ENSRNOP00000080394	AABR07028237.1			
ENSRNOG00000064455	ENSRNOT00000071629	ENSRNOP00000064234	Olr855		M0R4F0	NP_001000409
ENSRNOG00000013937	ENSRNOT00000018685	ENSRNOP00000018685	Ankrd34c		D3ZI64	NP_001100315
ENSRNOG00000003661	ENSRNOT00000004867	ENSRNOP00000004867	Jpt1		F1M2K3	
ENSRNOG00000017913	ENSRNOT00000080482	ENSRNOP00000075135	Atg16l1		A0A0G2K9U6	
ENSRNOG00000067638	ENSRNOT00000098130	ENSRNOP00000094851				
ENSRNOG00000002353	ENSRNOT00000034888	ENSRNOP00000038422	Rab3gap2		D4ABP4	
ENSRNOG00000021984	ENSRNOT00000116817	ENSRNOP00000082844	Rgs7	P49803		NP_062216
ENSRNOG00000017913	ENSRNOT00000024445	ENSRNOP00000024445	Atg16l1		D3ZFK6	NP_001102279
ENSRNOG00000066386	ENSRNOT00000119363	ENSRNOP00000092990				
ENSRNOG00000005482	ENSRNOT00000007362	ENSRNOP00000007362	Sap30bp		B5DFL5	NP_001101775
ENSRNOG00000069521	ENSRNOT00000116071	ENSRNOP00000093389	Fzd8	Q498S8		NP_001037716
ENSRNOG00000002289	ENSRNOT00000101640	ENSRNOP00000089659	Ildr1			
ENSRNOG00000021984	ENSRNOT00000065041	ENSRNOP00000063631	Rgs7		D3ZWG2	
ENSRNOG00000017913	ENSRNOT00000114063	ENSRNOP00000097226	Atg16l1			
ENSRNOG00000001885	ENSRNOT00000046183	ENSRNOP00000044510	Trmt2a		Q5XIQ6	NP_001011895
ENSRNOG00000005482	ENSRNOT00000110223	ENSRNOP00000085007	Sap30bp			
ENSRNOG00000002289	ENSRNOT00000119026	ENSRNOP00000092266	Ildr1			
ENSRNOG00000001885	ENSRNOT00000102524	ENSRNOP00000087211	Trmt2a			
ENSRNOG00000005482	ENSRNOT00000108231	ENSRNOP00000080761	Sap30bp			
ENSRNOG00000001620	ENSRNOT00000046318	ENSRNOP00000041592	Prdm15		D3ZQ99	
ENSRNOG00000039856	ENSRNOT00000061185	ENSRNOP00000057899	Lrrc73	Q587K4		NP_001019531
ENSRNOG00000070423	ENSRNOT00000111863	ENSRNOP00000092033	Olr856		F1M060	NP_001000515
ENSRNOG00000002474	ENSRNOT00000003369	ENSRNOP00000003369	Tom1l1		A0A0H2UHB0	NP_001240788
ENSRNOG00000061026	ENSRNOT00000083105	ENSRNOP00000069607	Npy4r	Q63447		NP_113769
ENSRNOG00000021984	ENSRNOT00000107041	ENSRNOP00000076773	Rgs7			
ENSRNOG00000017558	ENSRNOT00000023582	ENSRNOP00000023582	Tubb2a	Q3KRE8		
ENSRNOG00000023476	ENSRNOT00000032016	ENSRNOP00000035453	Slc16a5		D4A3B5	NP_001103038
ENSRNOG00000068424	ENSRNOT00000113139	ENSRNOP00000086096	Olr1394		D3ZYN1	NP_001001091
ENSRNOG00000001885	ENSRNOT00000105074	ENSRNOP00000079605	Trmt2a			
ENSRNOG00000070423	ENSRNOT00000103875	ENSRNOP00000095991	Olr856		F1M060	
ENSRNOG00000068424	ENSRNOT00000111261	ENSRNOP00000087146	Olr1394		D3ZYN1	
ENSRNOG00000002474	ENSRNOT00000096804	ENSRNOP00000096849	Tom1l1			
ENSRNOG00000012658	ENSRNOT00000017054	ENSRNOP00000017054	Pdlim3		D3ZFR7	NP_446102
ENSRNOG00000068861	ENSRNOT00000066758	ENSRNOP00000062484			D3ZGB2	
ENSRNOG00000017986	ENSRNOT00000032909	ENSRNOP00000038258	Zfp458		Q5U307	NP_001136434
ENSRNOG00000017986	ENSRNOT00000032909	ENSRNOP00000038258	Zfp458		Q5U307	NP_001019470
ENSRNOG00000013412	ENSRNOT00000018326	ENSRNOP00000018326	Creb1	P15337		NP_112279
ENSRNOG00000013412	ENSRNOT00000018326	ENSRNOP00000018326	Creb1	P15337		NP_604392
ENSRNOG00000017558	ENSRNOT00000086264	ENSRNOP00000071729	Tubb2a	P85108		NP_001102589
ENSRNOG00000068424	ENSRNOT00000095453	ENSRNOP00000091283	Olr1394		D3ZYN1	
ENSRNOG00000024779	ENSRNOT00000039252	ENSRNOP00000030781	Polr2b		G3V8Y5	NP_001099472
ENSRNOG00000006963	ENSRNOT00000048391	ENSRNOP00000048353	Ctse	P16228		
ENSRNOG00000069329	ENSRNOT00000072045	ENSRNOP00000067521	RGD1559804		D3ZPG3	NP_001107259
ENSRNOG00000069329	ENSRNOT00000072045	ENSRNOP00000067521	RGD1559804		A0A0G2K5X5	NP_001107259
ENSRNOG00000014689	ENSRNOT00000113936	ENSRNOP00000087081	Zbtb4			
ENSRNOG00000066822	ENSRNOT00000105960	ENSRNOP00000087145				
ENSRNOG00000001885	ENSRNOT00000096022	ENSRNOP00000088825	Trmt2a			
ENSRNOG00000017558	ENSRNOT00000099483	ENSRNOP00000093166	Tubb2a			
ENSRNOG00000012658	ENSRNOT00000085535	ENSRNOP00000075153	Pdlim3		A0A0G2K9W2	
ENSRNOG00000001620	ENSRNOT00000114092	ENSRNOP00000084210	Prdm15			
ENSRNOG00000013412	ENSRNOT00000049654	ENSRNOP00000049369	Creb1	P15337		
ENSRNOG00000063866	ENSRNOT00000105270	ENSRNOP00000094325				NP_001108516
ENSRNOG00000069329	ENSRNOT00000118287	ENSRNOP00000094680	RGD1559804			
ENSRNOG00000021984	ENSRNOT00000112294	ENSRNOP00000090982	Rgs7			
ENSRNOG00000020748	ENSRNOT00000056166	ENSRNOP00000053011	Map4	Q5M7W5		
ENSRNOG00000030299	ENSRNOT00000048912	ENSRNOP00000094066	AABR07024742.1			
ENSRNOG00000003491	ENSRNOT00000055073	ENSRNOP00000051949	Prkca		F1M2P8	NP_001099183
ENSRNOG00000002474	ENSRNOT00000118717	ENSRNOP00000097586	Tom1l1			
ENSRNOG00000017558	ENSRNOT00000023611	ENSRNOP00000023611	Tubb2a	P85108		
ENSRNOG00000014689	ENSRNOT00000019687	ENSRNOP00000019687	Zbtb4	D4A8X0		NP_001291281
ENSRNOG00000069329	ENSRNOT00000106098	ENSRNOP00000084126	RGD1559804			
ENSRNOG00000012658	ENSRNOT00000017568	ENSRNOP00000017568	Pdlim3		A0A0G2JSM3	
ENSRNOG00000005465	ENSRNOT00000007408	ENSRNOP00000007408	Kcnmb1	P97678		NP_062146
ENSRNOG00000067973	ENSRNOT00000099044	ENSRNOP00000087953	Olr857		O35434	NP_001000583
ENSRNOG00000006963	ENSRNOT00000009241	ENSRNOP00000009242	Ctse	P16228		NP_037070
ENSRNOG00000002289	ENSRNOT00000003137	ENSRNOP00000003137	Ildr1		E9PSR6	NP_001121008
ENSRNOG00000017986	ENSRNOT00000098246	ENSRNOP00000095323	Zfp458			
ENSRNOG00000069329	ENSRNOT00000119610	ENSRNOP00000090903	RGD1559804			
ENSRNOG00000013412	ENSRNOT00000115911	ENSRNOP00000087190	Creb1			
ENSRNOG00000011585	ENSRNOT00000109404	ENSRNOP00000096648	Fat3			
ENSRNOG00000020748	ENSRNOT00000110699	ENSRNOP00000096077	Map4			
ENSRNOG00000066540	ENSRNOT00000098213	ENSRNOP00000083434				
ENSRNOG00000042691	ENSRNOT00000004843	ENSRNOP00000004844	Armc7		B2GUY5	NP_001120994
ENSRNOG00000018023	ENSRNOT00000024614	ENSRNOP00000024614	Bin3	Q68FW8		NP_001013204
ENSRNOG00000062457	ENSRNOT00000096286	ENSRNOP00000090986				
ENSRNOG00000018698	ENSRNOT00000058852	ENSRNOP00000055641	Wac		F1LW69	NP_001257346
ENSRNOG00000018698	ENSRNOT00000058852	ENSRNOP00000055641	Wac		G3XEV5	NP_001257346
ENSRNOG00000063235	ENSRNOT00000048420	ENSRNOP00000041263			D3ZLH3	
ENSRNOG00000020748	ENSRNOT00000097713	ENSRNOP00000091971	Map4			
ENSRNOG00000021984	ENSRNOT00000106278	ENSRNOP00000094085	Rgs7			
ENSRNOG00000002289	ENSRNOT00000115040	ENSRNOP00000084898	Ildr1			
ENSRNOG00000011585	ENSRNOT00000118830	ENSRNOP00000089392	Fat3			
ENSRNOG00000013412	ENSRNOT00000114810	ENSRNOP00000077567	Creb1			
ENSRNOG00000018023	ENSRNOT00000099631	ENSRNOP00000079687	Bin3			
ENSRNOG00000009001	ENSRNOT00000118933	ENSRNOP00000093281	Mtss1			
ENSRNOG00000000657	ENSRNOT00000090162	ENSRNOP00000069169	Nek7		A0A0G2JUP0	
ENSRNOG00000005465	ENSRNOT00000090659	ENSRNOP00000071161	Kcnmb1	P97678		
ENSRNOG00000017540	ENSRNOT00000023581	ENSRNOP00000023581	Spata3		D4A784	NP_001102275
ENSRNOG00000017445	ENSRNOT00000083705	ENSRNOP00000073323	Tubb2b	Q3KRE8		NP_001013908
ENSRNOG00000065244	ENSRNOT00000116690	ENSRNOP00000096801	Olr1395		D3ZEW2	NP_001001092
ENSRNOG00000009001	ENSRNOT00000095868	ENSRNOP00000086949	Mtss1			
ENSRNOG00000049047	ENSRNOT00000023369	ENSRNOP00000023368	Rpl38	P63174		
ENSRNOG00000000657	ENSRNOT00000000817	ENSRNOP00000000817	Nek7	D3ZBE5		NP_001101816
ENSRNOG00000017540	ENSRNOT00000118132	ENSRNOP00000091507	Spata3			
ENSRNOG00000065244	ENSRNOT00000094486	ENSRNOP00000082479	Olr1395		D3ZEW2	
ENSRNOG00000002368	ENSRNOT00000090786	ENSRNOP00000072118	Iars2		A0A0G2K261	
ENSRNOG00000013353	ENSRNOT00000100379	ENSRNOP00000092810	Tmem260			
ENSRNOG00000011585	ENSRNOT00000015977	ENSRNOP00000015976	Fat3		F1LMF4	NP_612553
ENSRNOG00000009001	ENSRNOT00000104332	ENSRNOP00000097050	Mtss1			
ENSRNOG00000043511	ENSRNOT00000057490	ENSRNOP00000054300	Etv3l		F7FJQ8	NP_001094462
ENSRNOG00000002368	ENSRNOT00000057395	ENSRNOP00000054206	Iars2		D4A8P9	
ENSRNOG00000003650	ENSRNOT00000004853	ENSRNOP00000004853	Nt5c		D3ZWR1	NP_001258118
ENSRNOG00000004870	ENSRNOT00000006502	ENSRNOP00000006502	Dyrk3	Q4V8A3	F1LN50	NP_001019938
ENSRNOG00000012973	ENSRNOT00000066242	ENSRNOP00000084696	AABR07030464.1			
ENSRNOG00000045669	ENSRNOT00000072482	ENSRNOP00000064539	AABR07030335.1		M0R581	
ENSRNOG00000018698	ENSRNOT00000116963	ENSRNOP00000082342	Wac			
ENSRNOG00000023034	ENSRNOT00000039486	ENSRNOP00000033394	Tex43		D4AAL1	NP_001102596
ENSRNOG00000000657	ENSRNOT00000098011	ENSRNOP00000093817	Nek7			
ENSRNOG00000039152	ENSRNOT00000059896	ENSRNOP00000056641	Frem3		D3ZYN7	NP_001178628
ENSRNOG00000013353	ENSRNOT00000099556	ENSRNOP00000082632	Tmem260			
ENSRNOG00000003491	ENSRNOT00000115522	ENSRNOP00000091320	Prkca			
ENSRNOG00000019533	ENSRNOT00000118353	ENSRNOP00000086341	Klhl3			
ENSRNOG00000038047	ENSRNOT00000057898	ENSRNOP00000054706	Mt1	P02803	Q53Z83	
ENSRNOG00000055042	ENSRNOT00000086215	ENSRNOP00000074475	Gprin2		D3ZH78	
ENSRNOG00000020748	ENSRNOT00000056161	ENSRNOP00000069786	Map4		A0A0G2JW88	
ENSRNOG00000022432	ENSRNOT00000082319	ENSRNOP00000075600	Tmem59l		A0A0G2KB04	
ENSRNOG00000000657	ENSRNOT00000095155	ENSRNOP00000086821	Nek7			
ENSRNOG00000003491	ENSRNOT00000004699	ENSRNOP00000004699	Prkca	P05696	F1LS98	
ENSRNOG00000003491	ENSRNOT00000004699	ENSRNOP00000004699	Prkca	P05696	B5DFC4	
ENSRNOG00000019533	ENSRNOT00000119182	ENSRNOP00000081756	Klhl3			
ENSRNOG00000027151	ENSRNOT00000034334	ENSRNOP00000037105	Lrrc58		D3ZWP8	NP_001182487
ENSRNOG00000009001	ENSRNOT00000011984	ENSRNOP00000011984	Mtss1		D3ZYM5	NP_001124035
ENSRNOG00000013353	ENSRNOT00000017871	ENSRNOP00000017871	Tmem260		F1M7C0	NP_001163946
