Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	RefSeq peptide ID
WBGene00013553	Y75B8A.18a.1	Y75B8A.18a.1	Y75B8A.18		B2FDA5	NP_499590
WBGene00013553	Y75B8A.18b.1	Y75B8A.18b.1	Y75B8A.18		B2FDA6	NP_001129844
WBGene00013554	Y75B8A.19.1	Y75B8A.19.1	Y75B8A.19		Q9XW67	NP_499591
WBGene00013555	Y75B8A.21.1	Y75B8A.21.1	fbxa-89		Q9XW66	NP_499593
WBGene00013556	Y75B8A.23.1	Y75B8A.23.1	Y75B8A.23		Q9XW64	NP_499595
WBGene00013557	Y75B8A.24.1	Y75B8A.24.1	Y75B8A.24		Q9XW63	NP_499596
WBGene00013557	Y75B8A.24.2	Y75B8A.24.2	Y75B8A.24		Q9XW63	NP_499596
WBGene00013558	Y75B8A.25.1	Y75B8A.25.1	Y75B8A.25		Q9XW62	NP_499597
WBGene00013559	Y75B8A.28.1	Y75B8A.28.1	Y75B8A.28		Q9XW81	NP_499600
WBGene00013560	Y75B8A.29.1	Y75B8A.29.1	zip-12		Q9XW80	NP_001369823
WBGene00013560	Y75B8A.29.2	Y75B8A.29.2	zip-12		Q9XW80	NP_001369823
WBGene00013561	Y75B8A.31.1	Y75B8A.31.1	Y75B8A.31	Q9XW78		NP_499604
WBGene00013562	Y75B8A.32.1	Y75B8A.32.1	Y75B8A.32		Q9XW77	NP_499605
WBGene00013563	Y75B8A.33.1	Y75B8A.33.1	Y75B8A.33		Q9XW60	NP_499607
WBGene00013564	Y75B8A.34.1	Y75B8A.34.1	Y75B8A.34		Q9XW59	NP_499606
WBGene00013565	Y75B8A.37.1	Y75B8A.37.1	Y75B8A.37		Q7YTH8	NP_001022946
WBGene00013566	Y75B12A.2.1	Y75B12A.2.1	Y75B12A.2		G5ED49	NP_506725
WBGene00013567	Y75B12B.1a.1	Y75B12B.1a.1	Y75B12B.1		Q9XWB8	NP_001359522
WBGene00013567	Y75B12B.1a.2	Y75B12B.1a.2	Y75B12B.1		Q9XWB8	NP_001359522
WBGene00013567	Y75B12B.1a.3	Y75B12B.1a.3	Y75B12B.1		Q9XWB8	NP_001359522
WBGene00013567	Y75B12B.1b.1	Y75B12B.1b.1	Y75B12B.1		C8TDI7	NP_001256656
WBGene00013567	Y75B12B.1c.1	Y75B12B.1c.1	Y75B12B.1		H2KMK2	NP_001256655
WBGene00013568	Y75B12B.3.1	Y75B12B.3.1	Y75B12B.3		Q9XWC0	NP_506748
WBGene00013569	Y75B12B.4.1	Y75B12B.4.1	bath-36	Q9XWB9		NP_506750
WBGene00013570	Y75B12B.8.1	Y75B12B.8.1	Y75B12B.8		G5EGT5	NP_506754
WBGene00013572	Y75B12B.10.1	Y75B12B.10.1	Y75B12B.10		Q86DA9	NP_001024288
WBGene00013573	Y75B12B.11.1	Y75B12B.11.1	Y75B12B.11		Q7YWP9	NP_001024289
WBGene00013574	Y76A2B.2.1	Y76A2B.2.1	lron-13		Q9XWD2	NP_499798
WBGene00013575	Y76A2B.3.1	Y76A2B.3.1	acs-5		Q9XWD1	NP_499799
WBGene00013576	Y76A2B.4.1	Y76A2B.4.1	Y76A2B.4		Q9XWD0	NP_499800
WBGene00013577	Y76A2B.5.1	Y76A2B.5.1	Y76A2B.5		Q9XWC9	NP_499801
WBGene00013578	Y76A2B.6.1	Y76A2B.6.1	scav-2		G5EBM7	NP_499802
WBGene00013579	Y79H2A.2a.1	Y79H2A.2a.1	Y79H2A.2		Q9U1R9	NP_001255153
WBGene00013579	Y79H2A.2b.1	Y79H2A.2b.1	Y79H2A.2		G5ECK2	NP_001255154
WBGene00013580	Y79H2A.3a.1	Y79H2A.3a.1	Y79H2A.3		Q9U1R8	NP_001022955
WBGene00013580	Y79H2A.3b.1	Y79H2A.3b.1	Y79H2A.3		Q7K705	NP_001022956
WBGene00013580	Y79H2A.3c.1	Y79H2A.3c.1	Y79H2A.3		H8ESF6	NP_001255159
WBGene00013580	Y79H2A.3d.1	Y79H2A.3d.1	Y79H2A.3		H8ESF9	NP_001255156
WBGene00013580	Y79H2A.3e.1	Y79H2A.3e.1	Y79H2A.3		H8ESG0	NP_001255155
WBGene00013580	Y79H2A.3f.1	Y79H2A.3f.1	Y79H2A.3		H8ESF8	NP_001255158
WBGene00013580	Y79H2A.3g.1	Y79H2A.3g.1	Y79H2A.3		H8ESF7	NP_001255157
WBGene00013581	Y79H2A.4.1	Y79H2A.4.1	Y79H2A.4		Q9U1S1	NP_499569
WBGene00013583	Y80D3A.3.1	Y80D3A.3.1	ceh-51	Q9U1R1		NP_507685
WBGene00013584	Y80D3A.4.1	Y80D3A.4.1	nhr-243		Q9U1R0	NP_507686
WBGene00013585	Y80D3A.5.1	Y80D3A.5.1	cyp-42A1		Q9U1R5	NP_507688
WBGene00013586	Y80D3A.8.1	Y80D3A.8.1	Y80D3A.8		Q9U1Q9	NP_507691
WBGene00013587	Y80D3A.9.1	Y80D3A.9.1	hrg-10		Q9U1Q8	NP_507692
WBGene00013588	Y80D3A.10.1	Y80D3A.10.1	nlp-42		Q95ZI9	NP_507687
WBGene00013590	Y81G3A.1.1	Y81G3A.1.1	Y81G3A.1		Q9XVY3	NP_496780
WBGene00013591	Y81G3A.3a.1	Y81G3A.3a.1	gcn-2	D0Z5N4		NP_001366669
WBGene00013591	Y81G3A.3b.1	Y81G3A.3b.1	gcn-2	D0Z5N4		NP_001367229
WBGene00013592	Y81G3A.4a.1	Y81G3A.4a.1	Y81G3A.4		D0Z5N5	NP_001254372
WBGene00013592	Y81G3A.4b.1	Y81G3A.4b.1	Y81G3A.4		D0Z5N6	NP_001254373
WBGene00013593	Y87G2A.1.1	Y87G2A.1.1	Y87G2A.1		Q9U1Q6	NP_493373
WBGene00013594	Y87G2A.2.1	Y87G2A.2.1	Y87G2A.2		Q9U1Q5	NP_493374
WBGene00013595	Y87G2A.3a.1	Y87G2A.3a.1	atg-4.1	K8ESC5		NP_001359618
WBGene00013595	Y87G2A.3b.1	Y87G2A.3b.1	atg-4.1	K8ESC5		NP_001368160
WBGene00013596	Y87G2A.7.1	Y87G2A.7.1	nyn-2		Q9NA28	NP_001370075
WBGene00013597	Y87G2A.8a.1	Y87G2A.8a.1	gpi-1		Q9U1Q2	NP_001370083
WBGene00013597	Y87G2A.8a.2	Y87G2A.8a.2	gpi-1		Q9U1Q2	NP_001370083
WBGene00013597	Y87G2A.8b.1	Y87G2A.8b.1	gpi-1		Q7K707	NP_001021838
WBGene00013598	Y87G2A.10a.1	Y87G2A.10a.1	vps-28	Q9NA26		NP_493382
WBGene00013599	Y87G2A.11.1	Y87G2A.11.1	eipr-1	Q9U1Q0		NP_493383
WBGene00013601	Y87G2A.13.1	Y87G2A.13.1	Y87G2A.13		Q9U1P9	NP_493385
WBGene00013602	Y87G2A.16.1	Y87G2A.16.1	Y87G2A.16		Q7YXB5	NP_001021832
WBGene00013603	Y87G2A.17.1	Y87G2A.17.1	soem-1	Q7YWN4		NP_001021833
WBGene00013603	Y87G2A.17.2	Y87G2A.17.2	soem-1	Q7YWN4		NP_001021833
WBGene00013604	Y87G2A.18.1	Y87G2A.18.1	Y87G2A.18		Q7YXD6	NP_001021834
WBGene00013605	Y95D11A.1.1	Y95D11A.1.1	Y95D11A.1		Q9U1P7	NP_492852
WBGene00013606	Y102A5A.1.1	Y102A5A.1.1	cand-1	G5ED41		NP_507244
WBGene00013607	Y102A5B.1.1	Y102A5B.1.1	clec-27		G5EC88	NP_507257
WBGene00013608	Y102A5B.2a.1	Y102A5B.2a.1	clec-35		Q9XXJ5	NP_001256727
WBGene00013608	Y102A5B.2b.1	Y102A5B.2b.1	clec-35		H2KMJ0	NP_001256728
WBGene00013609	Y102A5B.3.1	Y102A5B.3.1	clec-37		Q9XXJ6	NP_507255
WBGene00013610	Y102A5C.1.1	Y102A5C.1.1	fbxa-206		G5EDK0	NP_507275
WBGene00013611	Y102A5C.2.1	Y102A5C.2.1	Y102A5C.2		Q9XX92	NP_507276
WBGene00013613	Y102A5C.4.1	Y102A5C.4.1	Y102A5C.4		Q9XX90	NP_507278
WBGene00013616	Y102A5C.9.1	Y102A5C.9.1	fbxa-148		Q9XX89	NP_507281
WBGene00013619	Y102A5C.13.1	Y102A5C.13.1	fbxa-112		Q9XX78	NP_507284
WBGene00013620	Y102A5C.14.1	Y102A5C.14.1	fbxa-111		Q9XX88	NP_507285
WBGene00013621	Y102A5C.16.1	Y102A5C.16.1	clec-239		Q9XX76	NP_507288
WBGene00013622	Y102A5C.17a.1	Y102A5C.17a.1	clec-238		A0A3P6PAZ5	NP_507286
WBGene00013622	Y102A5C.17b.1	Y102A5C.17b.1	clec-238		A0A3P6MYB3	NP_001355529
WBGene00013623	Y102A5C.19.1	Y102A5C.19.1	fbxa-90		Q9XX86	NP_507290
WBGene00013626	Y102A5C.25.1	Y102A5C.25.1	srz-54		Q9XX69	NP_507296
WBGene00013628	Y102A5C.27.1	Y102A5C.27.1	Y102A5C.27		Q9XX67	NP_507298
WBGene00013629	Y102A5C.33.1	Y102A5C.33.1	srz-95		Q9XX65	NP_507299
WBGene00013631	Y102F5A.1.1	Y102F5A.1.1	Y102F5A.1		Q9XWT8	NP_001361810
WBGene00013632	Y105C5A.1.1	Y105C5A.1.1	Y105C5A.1		Q9NF71	NP_001370076
WBGene00013632	Y105C5A.1.2	Y105C5A.1.2	Y105C5A.1		Q9NF71	NP_001370076
WBGene00013633	Y105C5A.8a.1	Y105C5A.8a.1	Y105C5A.8		Q2HQL2	NP_001041003
WBGene00013634	Y105C5A.9a.1	Y105C5A.9a.1	Y105C5A.9		D3DEM1	NP_502877
WBGene00013634	Y105C5A.9b.1	Y105C5A.9b.1	Y105C5A.9		A0A078BTL3	NP_001294098
WBGene00013635	Y105C5A.10.1	Y105C5A.10.1	Y105C5A.10		Q9NF66	NP_502878
WBGene00013636	Y105C5A.12.1	Y105C5A.12.1	Y105C5A.12		G5EFM6	NP_502880
WBGene00013637	Y105C5A.13a.1	Y105C5A.13a.1	Y105C5A.13		Q9N678	NP_001041001
WBGene00013637	Y105C5A.13b.1	Y105C5A.13b.1	Y105C5A.13		G5EFM6	NP_001041002
WBGene00013639	Y105C5A.15a.1	Y105C5A.15a.1	Y105C5A.15		D3NQA6	NP_001255877
WBGene00013639	Y105C5A.15b.1	Y105C5A.15b.1	Y105C5A.15		Q9U323	NP_001255876
WBGene00013639	Y105C5A.15c.1	Y105C5A.15c.1	Y105C5A.15		A0A078BS51	NP_001294099
WBGene00013639	Y105C5A.15e.1	Y105C5A.15e.1	Y105C5A.15		A0A078BPJ6	NP_001294100
WBGene00013642	Y105C5A.23.1	Y105C5A.23.1	daf-38	Q9U320		NP_502887
WBGene00013643	Y105C5A.24.1	Y105C5A.24.1	Y105C5A.24		Q9NF64	NP_502888
WBGene00013645	Y105C5B.1.1	Y105C5B.1.1	Y105C5B.1		Q9U318	NP_502890
WBGene00013646	Y105C5B.3.1	Y105C5B.3.1	Y105C5B.3		Q9NAM9	NP_502892
WBGene00013647	Y105C5B.5a.1	Y105C5B.5a.1	Y105C5B.5		Q9U315	NP_502894
WBGene00013649	Y105C5B.8a.1	Y105C5B.8a.1	Y105C5B.8		Q9NAM8	NP_502897
WBGene00013649	Y105C5B.8b.1	Y105C5B.8b.1	Y105C5B.8		A0A078BPL6	NP_001294120
WBGene00013650	Y105C5B.9.1	Y105C5B.9.1	Y105C5B.9	Q9NAM7		NP_502898
WBGene00013651	Y105C5B.11a.1	Y105C5B.11a.1	Y105C5B.11		Q9U313	NP_502900
WBGene00013651	Y105C5B.11b.1	Y105C5B.11b.1	Y105C5B.11		K8ERW6	NP_001263827
WBGene00013653	Y105C5B.14.1	Y105C5B.14.1	ifas-3		Q9U310	NP_502903
WBGene00013654	Y105C5B.15a.1	Y105C5B.15a.1	Y105C5B.15		Q9U309	NP_502904
WBGene00013654	Y105C5B.15b.1	Y105C5B.15b.1	Y105C5B.15		A0A078BQP7	NP_001294121
WBGene00013655	Y105C5B.16a.1	Y105C5B.16a.1	lgc-19		Q9NAM5	NP_502905
WBGene00013655	Y105C5B.16b.1	Y105C5B.16b.1	lgc-19		A0A078BTQ8	NP_001294122
WBGene00013656	Y105C5B.17.1	Y105C5B.17.1	Y105C5B.17		Q9NAM4	NP_502906
WBGene00013657	Y105C5B.18.1	Y105C5B.18.1	Y105C5B.18		Q9NAM3	NP_502907
WBGene00013658	Y105C5B.19.1	Y105C5B.19.1	Y105C5B.19		Q9NAM2	NP_502908
WBGene00013659	Y105C5B.20.1	Y105C5B.20.1	Y105C5B.20		Q9NAM1	NP_502909
WBGene00013662	Y105C5B.25a.1	Y105C5B.25a.1	Y105C5B.25		Q9NAL8	NP_502914
WBGene00013662	Y105C5B.25b.1	Y105C5B.25b.1	Y105C5B.25		A0A078BTR2	NP_001294127
WBGene00013665	Y105C5B.29.1	Y105C5B.29.1	hlh-32		Q7YWS9	NP_001023430
WBGene00013666	Y105E8A.1a.1	Y105E8A.1a.1	Y105E8A.1		Q9NF23	NP_740929
WBGene00013666	Y105E8A.1b.1	Y105E8A.1b.1	Y105E8A.1		K8ES47	NP_001263593
WBGene00013667	Y105E8A.2.1	Y105E8A.2.1	Y105E8A.2		Q9NF22	NP_740930
WBGene00013668	Y105E8A.3.1	Y105E8A.3.1	slc-30A5		Q8WQB6	NP_740931
WBGene00013669	Y105E8A.8.1	Y105E8A.8.1	tcab-1		Q8WQB4	NP_001367010
WBGene00013670	Y105E8A.10a.1	Y105E8A.10a.1	hpo-13		Q8WQB2	NP_001379302
WBGene00013670	Y105E8A.10b.1	Y105E8A.10b.1	hpo-13		Q6EUT4	NP_001021681
WBGene00013670	Y105E8A.10c.1	Y105E8A.10c.1	hpo-13		Q6EUT3	NP_001359639
WBGene00013670	Y105E8A.10c.2	Y105E8A.10c.2	hpo-13		Q6EUT3	NP_001359639
WBGene00013671	Y105E8A.11.1	Y105E8A.11.1	Y105E8A.11		Q9NEY7	NP_740939
WBGene00013672	Y105E8A.12a.1	Y105E8A.12a.1	catp-1		G5EBE7	NP_001122528
WBGene00013672	Y105E8A.12b.1	Y105E8A.12b.1	catp-1		G5EC38	NP_001122529
WBGene00013673	Y105E8A.13a.1	Y105E8A.13a.1	Y105E8A.13		E8MDW1	NP_001252361
WBGene00013673	Y105E8A.13b.1	Y105E8A.13b.1	Y105E8A.13		E8MDW2	NP_001252362
WBGene00013674	Y105E8A.14.1	Y105E8A.14.1	Y105E8A.14		Q8WQB0	NP_740943
WBGene00013676	Y105E8A.17a.1	Y105E8A.17a.1	ekl-4		Q8WQA7	NP_740945
WBGene00013676	Y105E8A.17b.1	Y105E8A.17b.1	ekl-4		A8XQE0	NP_001122530
WBGene00013677	Y105E8A.19.1	Y105E8A.19.1	yars-1		G5ED95	NP_740947
WBGene00013678	Y105E8A.20a.1	Y105E8A.20a.1	Y105E8A.20		Q8WQA1	NP_740948
WBGene00013678	Y105E8A.20b.1	Y105E8A.20b.1	Y105E8A.20		B3KYC0	NP_001129797
WBGene00013679	Y105E8A.21a.1	Y105E8A.21a.1	Y105E8A.21		Q9NEX6	NP_001252371
WBGene00013679	Y105E8A.21b.1	Y105E8A.21b.1	Y105E8A.21		E8MDW3	NP_001252372
WBGene00013680	Y105E8A.23a.1	Y105E8A.23a.1	rpom-1		Q8WQA3	NP_001122531
WBGene00013680	Y105E8A.23a.2	Y105E8A.23a.2	rpom-1		Q8WQA3	NP_001122531
WBGene00013680	Y105E8A.23b.1	Y105E8A.23b.1	rpom-1		A5PEY3	NP_001122532
WBGene00013682	Y105E8A.25a.1	Y105E8A.25a.1	Y105E8A.25		A0A0K3ATL6	NP_001300404
WBGene00013682	Y105E8A.25b.1	Y105E8A.25b.1	Y105E8A.25		A0A0K3AQN0	NP_001300405
WBGene00013682	Y105E8A.25c.1	Y105E8A.25c.1	Y105E8A.25		A0A0K3ARB1	NP_001300448
WBGene00013682	Y105E8A.25d.1	Y105E8A.25d.1	Y105E8A.25		A0A0K3ATR0	NP_001300449
WBGene00013682	Y105E8A.25e.1	Y105E8A.25e.1	Y105E8A.25		A0A0K3AQS4	NP_001300450
WBGene00013682	Y105E8A.25f.1	Y105E8A.25f.1	Y105E8A.25		A0A0K3AUB5	NP_001300451
WBGene00013682	Y105E8A.25g.1	Y105E8A.25g.1	Y105E8A.25		A0A0K3AWN6	NP_001360375
WBGene00013683	Y105E8A.26a.1	Y105E8A.26a.1	zoo-1		Q8I103	NP_001252376
WBGene00013683	Y105E8A.26b.1	Y105E8A.26b.1	zoo-1		Q56VX4	NP_001364648
WBGene00013683	Y105E8A.26c.1	Y105E8A.26c.1	zoo-1		H1UBK9	NP_001252377
WBGene00013683	Y105E8A.26d.1	Y105E8A.26d.1	zoo-1		H1UBL0	NP_001252378
WBGene00013684	Y105E8A.27.1	Y105E8A.27.1	Y105E8A.27		Q7YTU3	NP_001021687
WBGene00013685	Y105E8A.28.1	Y105E8A.28.1	Y105E8A.28		Q7YTU2	NP_001364633
WBGene00013687	Y105E8B.2a.1	Y105E8B.2a.1	exoc-8		Q95Q35	NP_001021702
WBGene00013687	Y105E8B.2b.1	Y105E8B.2b.1	exoc-8		Q7YTV2	NP_001359664
WBGene00013688	Y105E8B.3.1	Y105E8B.3.1	riok-2	Q95Q34		NP_493544
WBGene00013689	Y105E8B.4.1	Y105E8B.4.1	bath-40	Q9NF14		NP_493543
WBGene00013690	Y105E8B.5.1	Y105E8B.5.1	hprt-1		Q9NF11	NP_493545
WBGene00013691	Y105E8B.6.1	Y105E8B.6.1	Y105E8B.6		Q9NF10	NP_001379264
WBGene00013692	Y105E8B.7.1	Y105E8B.7.1	Y105E8B.7		Q9NF15	NP_493542
WBGene00013693	Y105E8B.9.1	Y105E8B.9.1	Y105E8B.9		Q95Q32	NP_493548
WBGene00013694	Y106G6A.1.1	Y106G6A.1.1	mekk-3		Q9XWQ5	NP_492629
WBGene00013695	Y106G6A.2a.1	Y106G6A.2a.1	epg-8		Q9XWQ4	NP_740908
WBGene00013695	Y106G6A.2c.1	Y106G6A.2c.1	epg-8		H1UBJ1	NP_001251254
WBGene00013695	Y106G6A.2d.1	Y106G6A.2d.1	epg-8		H1UBJ2	NP_001380108
WBGene00013696	Y106G6A.4.1	Y106G6A.4.1	Y106G6A.4		G5EF57	NP_492625
WBGene00013697	Y106G6A.5a.1	Y106G6A.5a.1	dsbn-1	Q9XWQ1		NP_492628
WBGene00013697	Y106G6A.5b.1	Y106G6A.5b.1	dsbn-1		A5HW99	NP_001122534
WBGene00013698	Y106G6D.1.1	Y106G6D.1.1	Y106G6D.1		Q9XX63	NP_001366653
WBGene00013699	Y106G6D.2.1	Y106G6D.2.1	Y106G6D.2		Q9XX62	NP_492666
WBGene00013700	Y106G6D.3.1	Y106G6D.3.1	Y106G6D.3		Q9XX61	NP_492667
WBGene00013701	Y106G6D.4.1	Y106G6D.4.1	Y106G6D.4		Q9XX60	NP_492668
WBGene00013702	Y106G6D.6.1	Y106G6D.6.1	Y106G6D.6		Q9XX58	NP_492669
WBGene00013703	Y106G6D.7.1	Y106G6D.7.1	rbm-12		Q9U304	NP_492671
WBGene00013704	Y106G6D.8.1	Y106G6D.8.1	Y106G6D.8		Q7K7C1	NP_001021706
WBGene00013705	Y106G6E.1.1	Y106G6E.1.1	Y106G6E.1		G5EFV1	NP_492689
WBGene00013708	Y106G6E.4.1	Y106G6E.4.1	Y106G6E.4	Q9XWE6		NP_492692
WBGene00013709	Y106G6E.6.1	Y106G6E.6.1	csnk-1	Q8WQ99		NP_492694
WBGene00013709	Y106G6E.6.2	Y106G6E.6.2	csnk-1	Q8WQ99		NP_492694
WBGene00013710	Y106G6G.1.1	Y106G6G.1.1	Y106G6G.1		G5ED74	NP_492707
WBGene00013711	Y106G6G.2.1	Y106G6G.2.1	Y106G6G.2		O18093	NP_001350967
WBGene00013712	Y106G6G.3.1	Y106G6G.3.1	dlc-6		Q9XWA8	NP_492706
WBGene00013713	Y106G6G.4.1	Y106G6G.4.1	Y106G6G.4		Q9XWA9	NP_001379040
WBGene00013713	Y106G6G.4.2	Y106G6G.4.2	Y106G6G.4		Q9XWA9	NP_001379040
WBGene00013716	Y106G6H.1.1	Y106G6H.1.1	Y106G6H.1		Q9U301	NP_492726
WBGene00013717	Y106G6H.4.1	Y106G6H.4.1	madf-10		Q9XWS3	NP_492729
WBGene00013718	Y106G6H.5.1	Y106G6H.5.1	pdpr-1		Q9U300	NP_492730
WBGene00013719	Y106G6H.6a.1	Y106G6H.6a.1	Y106G6H.6		Q9U2Z4	NP_492731
WBGene00013719	Y106G6H.6b.1	Y106G6H.6b.1	Y106G6H.6		I2HAJ4	NP_001263478
WBGene00013719	Y106G6H.6c.1	Y106G6H.6c.1	Y106G6H.6		I2HAJ5	NP_001263477
WBGene00013719	Y106G6H.6d.1	Y106G6H.6d.1	Y106G6H.6		I2HAI8	NP_001263479
WBGene00013719	Y106G6H.6e.1	Y106G6H.6e.1	Y106G6H.6		I2HAJ3	NP_001263482
WBGene00013719	Y106G6H.6f.1	Y106G6H.6f.1	Y106G6H.6		I2HAJ0	NP_001263480
WBGene00013719	Y106G6H.6g.1	Y106G6H.6g.1	Y106G6H.6		I2HAI9	NP_001263481
WBGene00013719	Y106G6H.6h.1	Y106G6H.6h.1	Y106G6H.6		I2HAJ1	NP_001263483
WBGene00013720	Y106G6H.8.1	Y106G6H.8.1	Y106G6H.8		Q9U2Z9	NP_001379268
WBGene00013721	Y106G6H.9.1	Y106G6H.9.1	Y106G6H.9		Q9U2Z8	NP_001364619
WBGene00013723	Y106G6H.13.1	Y106G6H.13.1	Y106G6H.13		Q9XWS1	NP_001366661
WBGene00013724	Y106G6H.14.1	Y106G6H.14.1	Y106G6H.14		Q9U2Z5	NP_492738
WBGene00013725	Y106G6H.15.1	Y106G6H.15.1	ska-1	Q9XWS0		NP_492739
WBGene00013726	Y106G6H.16.1	Y106G6H.16.1	Y106G6H.16		Q9XWR9	NP_492740
WBGene00013727	Y111B2A.1.1	Y111B2A.1.1	Y111B2A.1		Q9BHM0	NP_499631
WBGene00013728	Y111B2A.2.1	Y111B2A.2.1	Y111B2A.2		Q9BHL9	NP_001379273
WBGene00013729	Y111B2A.3.1	Y111B2A.3.1	Y111B2A.3		Q9NEM5	NP_499633
WBGene00013730	Y111B2A.4a.1	Y111B2A.4a.1	sql-1		D0Z5P0	NP_001255174
WBGene00013732	Y111B2A.8a.1	Y111B2A.8a.1	aakg-1		Q9BHL6	NP_001370107
WBGene00013732	Y111B2A.8b.1	Y111B2A.8b.1	aakg-1		A0A1I6CM85	NP_001368614
WBGene00013732	Y111B2A.8c.1	Y111B2A.8c.1	aakg-1		A0A1I6CM91	NP_001368615
WBGene00013732	Y111B2A.8d.1	Y111B2A.8d.1	aakg-1		A0A1I6CM90	NP_001368616
WBGene00013732	Y111B2A.8e.1	Y111B2A.8e.1	aakg-1		A0A1I6CMB9	NP_001368617
WBGene00013732	Y111B2A.8f.1	Y111B2A.8f.1	aakg-1		A0A1T5HUK9	NP_001368643
WBGene00013732	Y111B2A.8g.1	Y111B2A.8g.1	aakg-1		A0A1T5HUL8	NP_001368644
WBGene00013734	Y111B2A.10a.1	Y111B2A.10a.1	Y111B2A.10		Q9BHL4	NP_499640
WBGene00013734	Y111B2A.10b.1	Y111B2A.10b.1	Y111B2A.10		Q9BHL3	NP_001379274
WBGene00013734	Y111B2A.10b.2	Y111B2A.10b.2	Y111B2A.10		Q9BHL3	NP_001379274
WBGene00013734	Y111B2A.10b.3	Y111B2A.10b.3	Y111B2A.10		Q9BHL3	NP_001379274
WBGene00013735	Y111B2A.12a.1	Y111B2A.12a.1	Y111B2A.12		E0R7L2	NP_001255175
WBGene00013735	Y111B2A.12b.1	Y111B2A.12b.1	Y111B2A.12		E0R7L3	NP_001367264
WBGene00013736	Y111B2A.13.1	Y111B2A.13.1	gtf-2A2	Q9NEX2		NP_499644
WBGene00013737	Y111B2A.15.1	Y111B2A.15.1	tpst-1	O77081		NP_499646
WBGene00013738	Y111B2A.17.1	Y111B2A.17.1	elpc-2		Q9NEW7	NP_499648
WBGene00013739	Y111B2A.19a.1	Y111B2A.19a.1	spin-4		A0A3B1DV80	NP_001380236
WBGene00013739	Y111B2A.19b.1	Y111B2A.19b.1	spin-4		A0A3B1DQ22	NP_001368702
WBGene00013740	Y111B2A.20a.1	Y111B2A.20a.1	hut-1		Q9BHL2	NP_499652
WBGene00013740	Y111B2A.20b.1	Y111B2A.20b.1	hut-1		V6CLL6	NP_001293604
WBGene00013741	Y111B2A.21.1	Y111B2A.21.1	Y111B2A.21		Q9NEL0	NP_499655
WBGene00013742	Y111B2A.24.1	Y111B2A.24.1	sas-1		Q9BHL0	NP_499651
WBGene00013746	Y113G7A.5.1	Y113G7A.5.1	lgc-55		G5EEC1	NP_507870
WBGene00013747	Y113G7A.10.1	Y113G7A.10.1	spe-19		Q9U2Y6	NP_507871
WBGene00013748	Y113G7A.11.1	Y113G7A.11.1	ssu-1	Q9U2Z2		NP_507880
WBGene00013749	Y113G7A.12.1	Y113G7A.12.1	Y113G7A.12		Q6EUT5	NP_507882
WBGene00013750	Y113G7A.13.1	Y113G7A.13.1	Y113G7A.13		G5EF16	NP_507883
WBGene00013751	Y113G7A.14.1	Y113G7A.14.1	Y113G7A.14		Q9U2Y4	NP_507881
WBGene00013752	Y113G7A.15a.1	Y113G7A.15a.1	nlp-69		Q95ZJ6	NP_507878
WBGene00013752	Y113G7A.15b.1	Y113G7A.15b.1	nlp-69		I2HAG0	NP_001263944
WBGene00013753	Y113G7A.16.1	Y113G7A.16.1	Y113G7A.16		Q8I4F0	NP_872209
WBGene00013754	Y113G7B.1a.1	Y113G7B.1a.1	fbxa-116		Q9U2Y1	NP_001041184
WBGene00013754	Y113G7B.1b.1	Y113G7B.1b.1	fbxa-116		Q2YS44	NP_001041185
WBGene00013755	Y113G7B.3.1	Y113G7B.3.1	fbxa-115		Q9U2W8	NP_507893
WBGene00013756	Y113G7B.4.1	Y113G7B.4.1	ftr-1		G5EC06	NP_507895
WBGene00013757	Y113G7B.6.1	Y113G7B.6.1	fbxa-113		Q9U2X7	NP_507898
WBGene00013758	Y113G7B.7.1	Y113G7B.7.1	fbxa-114		Q9U2X6	NP_507897
WBGene00013759	Y113G7B.8.1	Y113G7B.8.1	fbxb-59		Q9U2X5	NP_507899
WBGene00013760	Y113G7B.9.1	Y113G7B.9.1	srbc-34		Q9U2X4	NP_507900
WBGene00013761	Y113G7B.11.1	Y113G7B.11.1	Y113G7B.11		Q9U2X3	NP_507902
WBGene00013762	Y113G7B.12.1	Y113G7B.12.1	Y113G7B.12		Q9NAL5	NP_507901
WBGene00013764	Y113G7B.15.1	Y113G7B.15.1	Y113G7B.15		Q9U2X1	NP_507904
WBGene00013765	Y113G7B.16.1	Y113G7B.16.1	cdkr-3	Q9U2Y2		NP_001370069
WBGene00013766	Y113G7B.17.1	Y113G7B.17.1	prmt-1	Q9U2X0		NP_507909
WBGene00013766	Y113G7B.17.2	Y113G7B.17.2	prmt-1	Q9U2X0		NP_507909
WBGene00013768	Y113G7B.24a.1	Y113G7B.24a.1	sld-5		Q9U2W9	NP_001256903
WBGene00013768	Y113G7B.24b.1	Y113G7B.24b.1	sld-5		D9PTP3	NP_001256904
WBGene00013768	Y113G7B.24c.1	Y113G7B.24c.1	sld-5		D9PTP4	NP_001256905
WBGene00013771	Y113G7C.1.1	Y113G7C.1.1	Y113G7C.1		Q9XWA6	NP_507918
WBGene00013773	Y116A8A.2.1	Y116A8A.2.1	Y116A8A.2		Q9U2W1	NP_502992
