Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene name	RefSeq peptide ID
YGR116W	YGR116W_mRNA	YGR116W	853011	P23615		SPT6	NP_011631.1	
YDR151C	YDR151C_mRNA	YDR151C	851729	P47976		CTH1	NP_010435.1	
YDR037W	YDR037W_mRNA	YDR037W	851607	P15180		KRS1	NP_010322.1	
YLR175W	YLR175W_mRNA	YLR175W	850872	P33322		CBF5	NP_013276.1	
YER050C	YER050C_mRNA	YER050C	856776	P40033		RSM18	NP_010970.4	
YGL181W	YGL181W_mRNA	YGL181W	852694	P40956		GTS1	NP_011334.1	
YMR003W	YMR003W_mRNA	YMR003W	855015	Q03673		AIM34	NP_013716.1	
YDL175C	YDL175C_mRNA	YDL175C	851379	Q12476		AIR2	NP_010106.1	
YHR214C-E	YHR214C-E_mRNA	YHR214C-E	1466535	Q8TGK0			NP_878095.3	
YER031C	YER031C_mRNA	YER031C	856753	P38555		YPT31	NP_010948.1	
YAR033W	YAR033W_mRNA	YAR033W	851284	P39552		MST28	NP_009419.1	
YGR202C	YGR202C_mRNA	YGR202C	853116	P13259		PCT1	NP_011718.1	
YPR070W	YPR070W_mRNA	YPR070W	856183	Q12321		MED1	NP_015395.1	
YKL071W	YKL071W_mRNA	YKL071W	853792	P36086			NP_012852.1	
YOL109W	YOL109W_mRNA	YOL109W	854040	Q08245		ZEO1	NP_014532.1	
YJR057W	YJR057W_mRNA	YJR057W	853520	P00572		CDC8	NP_012591.1	
YMR221C	YMR221C_mRNA	YMR221C	855261	Q04991		FMP42	NP_013948.1	
YPL176C	YPL176C_mRNA	YPL176C	855927	Q08919		TRE1	NP_015149.1	
YDR286C	YDR286C_mRNA	YDR286C	851880	Q05530			NP_010572.3	
YJR160C	YJR160C_mRNA	YJR160C	853625	P0CE00		MPH3	NP_012694.1	
YER037W	YER037W_mRNA	YER037W	856759	P40025		PHM8	NP_010954.1	
YKL075C	YKL075C_mRNA	YKL075C	853787	P36083			NP_012848.1	
YOR078W	YOR078W_mRNA	YOR078W	854245	Q08492		BUD21	NP_014721.1	
YGL127C	YGL127C_mRNA	YGL127C	852750	P38633		SOH1	NP_011388.1	
YGR203W	YGR203W_mRNA	YGR203W	853117	P42937		YCH1	NP_011719.1	
YMR257C	YMR257C_mRNA	YMR257C	855299	P08468		PET111	NP_013984.1	
YPL220W	YPL220W_mRNA	YPL220W	855881	P0CX44		RPL1A	NP_015104.1	
YPL220W	YPL220W_mRNA	YPL220W	852742	P0CX44		RPL1A	NP_015104.1	
YPL220W	YPL220W_mRNA	YPL220W	855881	P0CX43		RPL1A	NP_015104.1	
YPL220W	YPL220W_mRNA	YPL220W	852742	P0CX43		RPL1A	NP_015104.1	
YOR134W	YOR134W_mRNA	YOR134W	854302	Q12128		BAG7	NP_014777.3	
YAR069C	YAR069C_mRNA	YAR069C	1466534	P0CX93			NP_878094.1	
YAR069C	YAR069C_mRNA	YAR069C	1466534	P0CX92			NP_878094.1	
YAR019W-A	YAR019W-A_mRNA	YAR019W-A		A0A023PXB0				
YKL206C	YKL206C_mRNA	YKL206C	853629	P36040		ADD66	NP_012716.1	
YDR172W	YDR172W_mRNA	YDR172W	851752	P05453		SUP35	NP_010457.3	
YNL011C	YNL011C_mRNA	YNL011C	855721	P53980			NP_014387.1	
YOR131C	YOR131C_mRNA	YOR131C	854299	Q12486			NP_014774.1	
YGL150C	YGL150C_mRNA	YGL150C	852728	P53115		INO80	NP_011365.1	
YEL049W	YEL049W_mRNA	YEL049W	856662	P32612		PAU2	NP_010865.1	
YLR402W	YLR402W_mRNA	YLR402W		Q06057				
YML068W	YML068W_mRNA	YML068W	854934	Q04638		ITT1	NP_013643.1	
YKL195W	YKL195W_mRNA	YKL195W	853639	P36046		MIA40	NP_012726.2	
YNL329C	YNL329C_mRNA	YNL329C	855387	P33760		PEX6	NP_014070.1	
YKL130C	YKL130C_mRNA	YKL130C	853728	P36068		SHE2	NP_012792.1	
YNL074C	YNL074C_mRNA	YNL074C	855650	P32047		MLF3	NP_014325.3	
YLR158C	YLR158C_mRNA	YLR158C	850857	P0CZ17		ASP3-3	NP_013258.1	
YLR158C	YLR158C_mRNA	YLR158C	850855	P0CZ17		ASP3-3	NP_013258.1	
YLR158C	YLR158C_mRNA	YLR158C	850852	P0CZ17		ASP3-3	NP_013258.1	
YLR158C	YLR158C_mRNA	YLR158C	850850	P0CZ17		ASP3-3	NP_013258.1	
YLR158C	YLR158C_mRNA	YLR158C	850857	P0CX77		ASP3-3	NP_013258.1	
YLR158C	YLR158C_mRNA	YLR158C	850855	P0CX77		ASP3-3	NP_013258.1	
YLR158C	YLR158C_mRNA	YLR158C	850852	P0CX77		ASP3-3	NP_013258.1	
YLR158C	YLR158C_mRNA	YLR158C	850850	P0CX77		ASP3-3	NP_013258.1	
YLR158C	YLR158C_mRNA	YLR158C	850857	P0CX79		ASP3-3	NP_013258.1	
YLR158C	YLR158C_mRNA	YLR158C	850855	P0CX79		ASP3-3	NP_013258.1	
YLR158C	YLR158C_mRNA	YLR158C	850852	P0CX79		ASP3-3	NP_013258.1	
YLR158C	YLR158C_mRNA	YLR158C	850850	P0CX79		ASP3-3	NP_013258.1	
YLR158C	YLR158C_mRNA	YLR158C	850857	P0CX78		ASP3-3	NP_013258.1	
YLR158C	YLR158C_mRNA	YLR158C	850855	P0CX78		ASP3-3	NP_013258.1	
YLR158C	YLR158C_mRNA	YLR158C	850852	P0CX78		ASP3-3	NP_013258.1	
YLR158C	YLR158C_mRNA	YLR158C	850850	P0CX78		ASP3-3	NP_013258.1	
YLL051C	YLL051C_mRNA	YLL051C	850675	Q12473		FRE6	NP_013049.1	
YBR189W	YBR189W_mRNA	YBR189W	852487	P05755		RPS9B	NP_009748.3	
YEL006W	YEL006W_mRNA	YEL006W	856712	P39953		YEA6	NP_010910.1	
YKL064W	YKL064W_mRNA	YKL064W	853801	P35724		MNR2	NP_012859.1	
YBL096C	YBL096C_mRNA	YBL096C		P38171				
YJL134W	YJL134W_mRNA	YJL134W	853307	P47013		LCB3	NP_012401.1	
YOR368W	YOR368W_mRNA	YOR368W	854550	P48581		RAD17	NP_015013.1	
YCR073W-A	YCR073W-A_mRNA	YCR073W-A	850437	P37262		SOL2	NP_009999.2	
YOL111C	YOL111C_mRNA	YOL111C	854038	Q12285		MDY2	NP_014530.1	
YDL174C	YDL174C_mRNA	YDL174C	851380	P32891		DLD1	NP_010107.1	
YER100W	YER100W_mRNA	YER100W	856837	P33296		UBC6	NP_011026.3	
YJL219W	YJL219W_mRNA	YJL219W	853236	P40885		HXT9	NP_012316.1	
YJL081C	YJL081C_mRNA	YJL081C	853364	P80428		ARP4	NP_012454.1	
YOR168W	YOR168W_mRNA	YOR168W	854339	P13188		GLN4	NP_014811.3	
YOR226C	YOR226C_mRNA	YOR226C	854401	Q12056		ISU2	NP_014869.3	
YPL065W	YPL065W_mRNA	YPL065W	856040	Q02767		VPS28	NP_015260.1	
YJL054W	YJL054W_mRNA	YJL054W	853392	P47045		TIM54	NP_012481.3	
YPL074W	YPL074W_mRNA	YPL074W	856031	P40328		YTA6	NP_015251.1	
YAR070C	YAR070C_mRNA	YAR070C		P39566				
YDR080W	YDR080W_mRNA	YDR080W	851653	P38959		VPS41	NP_010365.3	
YCR039C	YCR039C_mRNA	YCR039C	850406	P0CY08		MATALPHA2	NP_009866.1	
YCR039C	YCR039C_mRNA	YCR039C	850292	P0CY08		MATALPHA2	NP_009866.1	
YCR039C	YCR039C_mRNA	YCR039C	850406	P0CY09		MATALPHA2	NP_009866.1	
YCR039C	YCR039C_mRNA	YCR039C	850292	P0CY09		MATALPHA2	NP_009866.1	
YER181C	YER181C_mRNA	YER181C		P40097				
YNL093W	YNL093W_mRNA	YNL093W	855631	P36019		YPT53	NP_014306.3	
YJR137C	YJR137C_mRNA	YJR137C	853602	P47169		MET5	NP_116579.1	
YDR503C	YDR503C_mRNA	YDR503C	852114	Q04396		LPP1	NP_010791.3	
YLR314C	YLR314C_mRNA	YLR314C	851024	P32457		CDC3	NP_013418.2	
YDR069C	YDR069C_mRNA	YDR069C	851641	P32571		DOA4	NP_010354.3	
YBR011C	YBR011C_mRNA	YBR011C	852296	P00817		IPP1	NP_009565.1	
YMR117C	YMR117C_mRNA	YMR117C	855144	Q04477		SPC24	NP_013835.1	
YGR134W	YGR134W_mRNA	YGR134W	853035	P53280		CAF130	NP_011650.3	
YLR438C-A	YLR438C-A_mRNA	YLR438C-A	851159	P57743		LSM3	NP_013543.3	
YLR209C	YLR209C_mRNA	YLR209C	850906	Q05788		PNP1	NP_013310.1	
YLR019W	YLR019W_mRNA	YLR019W	850706	Q07949		PSR2	NP_013119.1	
YNR047W	YNR047W_mRNA	YNR047W	855783	P53739		FPK1	NP_014445.1	
YOL162W	YOL162W_mRNA	YOL162W	854002	P0CF19			NP_014480.1	
YER015W	YER015W_mRNA	YER015W	856734	P39518		FAA2	NP_010931.3	
YDR047W	YDR047W_mRNA	YDR047W	851617	P32347		HEM12	NP_010332.3	
YFR008W	YFR008W_mRNA	YFR008W	850559	P43592		FAR7	NP_116663.1	
YGR095C	YGR095C_mRNA	YGR095C	852987	P53256		RRP46	NP_011609.2	
YKR026C	YKR026C_mRNA	YKR026C	853896	P14741		GCN3	NP_012951.1	
YER129W	YER129W_mRNA	YER129W	856866	P38990		SAK1	NP_011055.3	
YDR215C	YDR215C_mRNA	YDR215C		Q12240				
YGR214W	YGR214W_mRNA	YGR214W	853128	P32905		RPS0A	NP_011730.1	
YKL076C	YKL076C_mRNA	YKL076C		P36082		PSY1		
YMR060C	YMR060C_mRNA	YMR060C	855082	P50110		SAM37	NP_013776.1	
YDR267C	YDR267C_mRNA	YDR267C	851860	Q05583		CIA1	NP_010553.3	
YDR142C	YDR142C_mRNA	YDR142C	851720	P39108		PEX7	NP_010426.1	
YLR123C	YLR123C_mRNA	YLR123C		Q12174				
YPL032C	YPL032C_mRNA	YPL032C	856075	Q03088		SVL3	NP_015293.1	
YNL183C	YNL183C_mRNA	YNL183C	855538	P22211		NPR1	NP_014216.1	
YKL188C	YKL188C_mRNA	YKL188C	853647	P34230		PXA2	NP_012733.1	
YPL167C	YPL167C_mRNA	YPL167C	855936	P14284		REV3	NP_015158.1	
YLR353W	YLR353W_mRNA	YLR353W	851067	P41698		BUD8	NP_013457.1	
Q0032	Q0032_mRNA	Q0032		Q9ZZX7				
YCL032W	YCL032W_mRNA	YCL032W	850325	P25344		STE50	NP_009898.1	
YDL212W	YDL212W_mRNA	YDL212W	851314	Q02774		SHR3	NP_010069.1	
YLR361C	YLR361C_mRNA	YLR361C	851075	Q05924		DCR2	NP_013465.1	
YBL041W	YBL041W_mRNA	YBL041W	852239	P23724		PRE7	NP_009512.1	
YMR144W	YMR144W_mRNA	YMR144W	855175	P40214		FDO1	NP_013864.1	
YGR269W	YGR269W_mRNA	YGR269W		P40326				
YKL196C	YKL196C_mRNA	YKL196C	853638	P36015		YKT6	NP_012725.1	
YLL033W	YLL033W_mRNA	YLL033W	850626	Q07843		IRC19	NP_013067.1	
YBL081W	YBL081W_mRNA	YBL081W	852197	P38180			NP_009472.1	
YOR334W	YOR334W_mRNA	YOR334W	854511	Q01926		MRS2	NP_014979.1	
YNL057W	YNL057W_mRNA	YNL057W		P53948				
YPR185W	YPR185W_mRNA	YPR185W	856315	Q06628		ATG13	NP_015511.1	
YJL038C	YJL038C_mRNA	YJL038C	853413	P47055		LOH1	NP_012496.1	
YGR176W	YGR176W_mRNA	YGR176W		P32475				
YMR068W	YMR068W_mRNA	YMR068W	855090	Q04749		AVO2	NP_013784.1	
YNL238W	YNL238W_mRNA	YNL238W	855483	P13134		KEX2	NP_014161.1	
YER172C-A	YER172C-A_mRNA	YER172C-A		A0A023PYF7				
YDR249C	YDR249C_mRNA	YDR249C	851836	Q03787			NP_010535.3	
YFL002C	YFL002C_mRNA	YFL002C	850549	P25808		SPB4	NP_116654.1	
YPR160C-A	YPR160C-A_mRNA	YPR160C-A		Q8TGK8				
YLR389C	YLR389C_mRNA	YLR389C	851105	Q06010		STE23	NP_013493.2	
YJR056C	YJR056C_mRNA	YJR056C	853518	P47115			NP_012590.3	
YJL072C	YJL072C_mRNA	YJL072C	853373	P40359		PSF2	NP_012463.1	
YOR241W	YOR241W_mRNA	YOR241W	854415	Q08645		MET7	NP_014884.1	
YGL263W	YGL263W_mRNA	YGL263W	852628	P53053		COS12	NP_011251.1	
YJR152W	YJR152W_mRNA	YJR152W	853617	P15365		DAL5	NP_012686.3	
YLR438W	YLR438W_mRNA	YLR438W	851158	P07991		CAR2	NP_013542.1	
YLR290C	YLR290C_mRNA	YLR290C	850997	Q05892		COQ11	NP_013393.1	
YOR245C	YOR245C_mRNA	YOR245C	854419	Q08650		DGA1	NP_014888.1	
YPL038W	YPL038W_mRNA	YPL038W	856069	Q03081		MET31	NP_015287.1	
YIL100W	YIL100W_mRNA	YIL100W		P40490				
YLR270W	YLR270W_mRNA	YLR270W	850974	Q06151		DCS1	NP_013372.1	
YOL009C	YOL009C_mRNA	YOL009C	854153	Q92328		MDM12	NP_014634.1	
YLR194C	YLR194C_mRNA	YLR194C	850891	Q05777		NCW2	NP_013295.1	
YOR153W	YOR153W_mRNA	YOR153W	854324	P33302		PDR5	NP_014796.3	
YGR057C	YGR057C_mRNA	YGR057C	852948	P53237		LST7	NP_011571.4	
YOR358W	YOR358W_mRNA	YOR358W	854540	Q02516		HAP5	NP_015003.1	
YPR145W	YPR145W_mRNA	YPR145W	856268	P49089		ASN1	NP_015471.1	
YBR089C-A	YBR089C-A_mRNA	YBR089C-A	852386	P11633		NHP6B	NP_009647.2	
YPL165C	YPL165C_mRNA	YPL165C	855938	Q12529		SET6	NP_015160.1	
YDL209C	YDL209C_mRNA	YDL209C	851318	Q12046		CWC2	NP_010072.1	
YGL074C	YGL074C_mRNA	YGL074C		P53160				
YFL055W	YFL055W_mRNA	YFL055W	850489	P43548		AGP3	NP_116600.1	
YBR103C-A	YBR103C-A_mRNA	YBR103C-A		P0C5L3				
YBR296C	YBR296C_mRNA	YBR296C	852599	P38361		PHO89	NP_009855.1	
YHR214W	YHR214W_mRNA	YHR214W	856621	P0CX18			NP_009430.1	
YHR214W	YHR214W_mRNA	YHR214W	851295	P0CX18			NP_009430.1	
YHR214W	YHR214W_mRNA	YHR214W	856621	P0CX19			NP_009430.1	
YHR214W	YHR214W_mRNA	YHR214W	851295	P0CX19			NP_009430.1	
YNL154C	YNL154C_mRNA	YNL154C	855568	P23292		YCK2	NP_014245.1	
YDR044W	YDR044W_mRNA	YDR044W	851614	P11353		HEM13	NP_010329.1	
YNL267W	YNL267W_mRNA	YNL267W	855454	P39104		PIK1	NP_014132.1	
YHR188C	YHR188C_mRNA	YHR188C	856595	P38875		GPI16	NP_012058.1	
YLR006C	YLR006C_mRNA	YLR006C	850692	Q07084		SSK1	NP_013106.1	
YJL142C	YJL142C_mRNA	YJL142C		P47010		IRC9		
YPL193W	YPL193W_mRNA	YPL193W	855908	Q08932		RSA1	NP_015131.1	
YGR007W	YGR007W_mRNA	YGR007W	852890	P33412		ECT1	NP_011521.1	
YDR311W	YDR311W_mRNA	YDR311W	851906	P32776		TFB1	NP_010597.3	
YJL192C	YJL192C_mRNA	YJL192C	853247	P39543		SOP4	NP_012343.1	
YKR105C	YKR105C_mRNA	YKR105C	853980	P36172		VBA5	NP_013031.3	
YGR241C	YGR241C_mRNA	YGR241C	853157	P53309		YAP1802	NP_011757.3	
YPL003W	YPL003W_mRNA	YPL003W	856104	Q12059		ULA1	NP_015322.1	
YDL159C-B	YDL159C-B_mRNA	YDL159C-B		Q8TGP9				
YOR335W-A	YOR335W-A_mRNA	YOR335W-A		Q8TGL1				
YEL072W	YEL072W_mRNA	YEL072W	856637	P39975		RMD6	NP_010842.1	
YOR170W	YOR170W_mRNA	YOR170W		Q08543				
YLR223C	YLR223C_mRNA	YLR223C	850920	P39520		IFH1	NP_013324.1	
YDR222W	YDR222W_mRNA	YDR222W	851808	Q04925			NP_010508.1	
YJR001W	YJR001W_mRNA	YJR001W	853457	P47082		AVT1	NP_012534.1	
YLR195C	YLR195C_mRNA	YLR195C	850892	P14743		NMT1	NP_013296.1	
YCR049C	YCR049C_mRNA	YCR049C		P25629				
YKL109W	YKL109W_mRNA	YKL109W	853751	P14064		HAP4	NP_012813.1	
YEL075C	YEL075C_mRNA	YEL075C	856634	P39972			NP_010839.1	
YER048W-A	YER048W-A_mRNA	YER048W-A	856774	Q6Q560		ISD11	NP_010968.1	
YHL023C	YHL023C_mRNA	YHL023C	856362	P38742		NPR3	NP_011840.1	
YHR099W	YHR099W_mRNA	YHR099W	856499	P38811		TRA1	NP_011967.1	
YJR110W	YJR110W_mRNA	YJR110W	853574	P47147		YMR1	NP_012644.1	
YFL034C-B	YFL034C-B_mRNA	YFL034C-B	850508	P43563		MOB2	NP_116618.1	
YML097C	YML097C_mRNA	YML097C	854876	P54787		VPS9	NP_013612.1	
YOR267C	YOR267C_mRNA	YOR267C	854441	Q08732		HRK1	NP_014910.1	
YPL178W	YPL178W_mRNA	YPL178W	855925	Q08920		CBC2	NP_015147.1	
YER051W	YER051W_mRNA	YER051W	856777	P40034		JHD1	NP_010971.1	
YDR510C-A	YDR510C-A_mRNA	YDR510C-A		Q8TGR7				
YJL190C	YJL190C_mRNA	YJL190C	853249	P0C0W1		RPS22A	NP_012345.1	
YDR401W	YDR401W_mRNA	YDR401W		O13523				
YCR076C	YCR076C_mRNA	YCR076C	850439	P25659		FUB1	NP_010001.1	
YER171W	YER171W_mRNA	YER171W	856918	P06839		RAD3	NP_011098.3	
YFR023W	YFR023W_mRNA	YFR023W	850579	P39684		PES4	NP_116678.1	
YLL067W-A	YLL067W-A_mRNA	YLL067W-A	850476	P0CX99			NP_116587.1	
YLL067W-A	YLL067W-A_mRNA	YLL067W-A	850476	P0CY00			NP_116587.1	
YLL067W-A	YLL067W-A_mRNA	YLL067W-A	850476	P0CY01			NP_116587.1	
YDR207C	YDR207C_mRNA	YDR207C	851788	P39001		UME6	NP_010493.1	
YDL005C	YDL005C_mRNA	YDL005C	851559	Q12124		MED2	NP_010279.3	
YPL013C	YPL013C_mRNA	YPL013C	856094	Q02608		MRPS16	NP_015312.1	
YDR295C	YDR295C_mRNA	YDR295C	851889	Q06629		HDA2	NP_010581.3	
YAL054C	YAL054C_mRNA	YAL054C	851245	Q01574		ACS1	NP_009347.1	
YLR398C	YLR398C_mRNA	YLR398C	851114	P35207		SKI2	NP_013502.3	
YOR081C	YOR081C_mRNA	YOR081C	854248	Q12043		TGL5	NP_014724.1	
YPR012W	YPR012W_mRNA	YPR012W		Q04203				
YDR543C	YDR543C_mRNA	YDR543C		Q03051				
YNL014W	YNL014W_mRNA	YNL014W	855718	P53978		HEF3	NP_014384.3	
YLR418C	YLR418C_mRNA	YLR418C	851136	Q06697		CDC73	NP_013522.1	
YMR182C	YMR182C_mRNA	YMR182C	855220	Q00453		RGM1	NP_013907.1	
YOL145C	YOL145C_mRNA	YOL145C	854020	P89105		CTR9	NP_014496.2	
YPR042C	YPR042C_mRNA	YPR042C	856155	Q12221		PUF2	NP_015367.1	
YDL208W	YDL208W_mRNA	YDL208W	851319	P32495		NHP2	NP_010073.2	
YER078C	YER078C_mRNA	YER078C	856811	P40051		ICP55	NP_011001.1	
YGR127W	YGR127W_mRNA	YGR127W	853028	P53275			NP_011643.1	
YOL156W	YOL156W_mRNA	YOL156W	854009	P54862		HXT11	NP_014486.1	
YMR295C	YMR295C_mRNA	YMR295C	855341	Q03559			NP_014024.1	
YAL067C	YAL067C_mRNA	YAL067C	851230	P39709		SEO1	NP_009333.1	
YGL219C	YGL219C_mRNA	YGL219C	852654	P53083		MDM34	NP_011296.1	
YBL040C	YBL040C_mRNA	YBL040C	852240	P18414		ERD2	NP_009513.1	
YKR071C	YKR071C_mRNA	YKR071C	853945	P36152		DRE2	NP_012997.3	
YOR322C	YOR322C_mRNA	YOR322C	854500	Q12502		LDB19	NP_014967.3	
YER169W	YER169W_mRNA	YER169W	856916	P39956		RPH1	NP_011096.1	
YMR181C	YMR181C_mRNA	YMR181C	855219	Q03231			NP_013906.1	
YML080W	YML080W_mRNA	YML080W	854895	P53759		DUS1	NP_013631.1	
YLR010C	YLR010C_mRNA	YLR010C	850696	Q07921		TEN1	NP_013110.1	
YMR194C-B	YMR194C-B_mRNA	YMR194C-B	1466503	Q3E7A9		CMC4	NP_878145.1	
YLR307W	YLR307W_mRNA	YLR307W	851016	Q06702		CDA1	NP_013410.1	
YGL061C	YGL061C_mRNA	YGL061C	852819	P53168		DUO1	NP_011454.1	
YOL044W	YOL044W_mRNA	YOL044W	854113	Q08215		PEX15	NP_014598.1	
YGR083C	YGR083C_mRNA	YGR083C	852974	P12754		GCD2	NP_011597.1	
YMR140W	YMR140W_mRNA	YMR140W	855171	P40210		SIP5	NP_013860.1	
YHR196W	YHR196W_mRNA	YHR196W	856603	P38882		UTP9	NP_012066.1	
YPL103C	YPL103C_mRNA	YPL103C	856001	Q02883		FMP30	NP_015222.1	
YBR165W	YBR165W_mRNA	YBR165W	852463	P38290		UBS1	NP_009724.1	
YMR058W	YMR058W_mRNA	YMR058W	855080	P38993		FET3	NP_013774.1	
YOR054C	YOR054C_mRNA	YOR054C	854220	Q08438		VHS3	NP_014697.1	
YPR028W	YPR028W_mRNA	YPR028W	856140	Q12402		YOP1	NP_015353.1	
YLR356W	YLR356W_mRNA	YLR356W	851070	Q06485		ATG33	NP_013460.1	
YBL026W	YBL026W_mRNA	YBL026W	852255	P38203		LSM2	NP_009527.1	
YPR039W	YPR039W_mRNA	YPR039W		Q6B0W0				
YDR135C	YDR135C_mRNA	YDR135C	851713	P39109		YCF1	NP_010419.3	
YFR001W	YFR001W_mRNA	YFR001W	850551	P43586		LOC1	NP_116656.1	
YGL038C	YGL038C_mRNA	YGL038C	852845	P31755		OCH1	NP_011477.1	
YCL057C-A	YCL057C-A_mRNA	YCL057C-A	850300	Q96VH5			NP_065435.1	
YOL031C	YOL031C_mRNA	YOL031C	854126	Q08199		SIL1	NP_014611.1	
YMR076C	YMR076C_mRNA	YMR076C	855099	Q04264		PDS5	NP_013793.1	
YPR089W	YPR089W_mRNA	YPR089W	856204	O13585			NP_015414.2	
YLR431C	YLR431C_mRNA	YLR431C	851151	Q06671		ATG23	NP_013535.1	
YOR034C-A	YOR034C-A_mRNA	YOR034C-A	1466482	Q3E735			NP_878170.1	
YAL059W	YAL059W_mRNA	YAL059W	851240	P39715		ECM1	NP_009342.2	
YLR109W	YLR109W_mRNA	YLR109W	850799	P38013		AHP1	NP_013210.1	
YOR306C	YOR306C_mRNA	YOR306C	854483	Q08777		MCH5	NP_014951.4	
YPL075W	YPL075W_mRNA	YPL075W	856030	P07261		GCR1	NP_015250.1	
YJL182C	YJL182C_mRNA	YJL182C		P46986				
YIR026C	YIR026C_mRNA	YIR026C	854844	Q02256		YVH1	NP_012292.3	
YKL168C	YKL168C_mRNA	YKL168C	853686	P36004		KKQ8	NP_012753.2	
YOR261C	YOR261C_mRNA	YOR261C	854435	Q08723		RPN8	NP_014904.3	
YFL023W	YFL023W_mRNA	YFL023W	850521	P43573		BUD27	NP_683715.1	
YMR239C	YMR239C_mRNA	YMR239C	855280	Q02555		RNT1	NP_013966.1	
YDL114W	YDL114W_mRNA	YDL114W	851444	Q07530			NP_010169.1	
YGL047W	YGL047W_mRNA	YGL047W	852835	P53178		ALG13	NP_011468.1	
YFL020C	YFL020C_mRNA	YFL020C	850524	P43575		PAU5	NP_116633.1	
YMR242C	YMR242C_mRNA	YMR242C				RPL20A		
YGR244C	YGR244C_mRNA	YGR244C	853159	P53312		LSC2	NP_011760.3	
YMR306C-A	YMR306C-A_mRNA	YMR306C-A		A0A023PXI0				
YLR364W	YLR364W_mRNA	YLR364W	851079	Q05926		GRX8	NP_013468.3	
YEL003W	YEL003W_mRNA	YEL003W	856715	P40005		GIM4	NP_010913.2	
YLR106C	YLR106C_mRNA	YLR106C	850796	Q12019		MDN1	NP_013207.1	
YMR193C-A	YMR193C-A_mRNA	YMR193C-A		Q6B0R2				
YCR053W	YCR053W_mRNA	YCR053W	850420	P16120		THR4	NP_009982.1	
YGR289C	YGR289C_mRNA	YGR289C	853207	P53048		MAL11	NP_011805.3	
YLR083C	YLR083C_mRNA	YLR083C	850772	P32802		EMP70	NP_013184.1	
YCL008C	YCL008C_mRNA	YCL008C	850349	P25604		STP22	NP_009919.3	
YEL077W-A	YEL077W-A_mRNA	YEL077W-A						
YLR274W	YLR274W_mRNA	YLR274W	850980	P29496		MCM5	NP_013376.1	
YLR413W	YLR413W_mRNA	YLR413W	851131	Q06689		INA1	NP_013517.1	
YPR196W	YPR196W_mRNA	YPR196W	856326	Q06595			NP_015522.1	
YGL089C	YGL089C_mRNA	YGL089C	852791	P32435		MF(ALPHA)2	NP_011426.1	
YLR412C-A	YLR412C-A_mRNA	YLR412C-A	1466424	Q3E742			NP_878136.3	
YMR114C	YMR114C_mRNA	YMR114C	855141	Q04471			NP_013832.1	
YJL099W	YJL099W_mRNA	YJL099W	853346	P40955		CHS6	NP_012436.1	
YMR009W	YMR009W_mRNA	YMR009W	855021	Q03677		ADI1	NP_013722.1	
YEL017C-A	YEL017C-A_mRNA	YEL017C-A	856697	P40975		PMP2	NP_010898.1	
YNL078W	YNL078W_mRNA	YNL078W	855646	P53939		NIS1	NP_014321.3	
YBR082C	YBR082C_mRNA	YBR082C	852376	P15731		UBC4	NP_009638.1	
YLR340W	YLR340W_mRNA	YLR340W	851052	P05317		RPP0	NP_013444.1	
YGL180W	YGL180W_mRNA	YGL180W	852695	P53104		ATG1	NP_011335.1	
Q0115	Q0115_mRNA	Q0115	854605	Q9ZZW7		BI3	NP_009317.1	
YCR072C	YCR072C_mRNA	YCR072C	850435	P25382		RSA4	NP_009997.2	
YMR088C	YMR088C_mRNA	YMR088C	855113	Q04301		VBA1	NP_013806.1	
YBR280C	YBR280C_mRNA	YBR280C	852583	P38352		SAF1	NP_009839.4	
YBR061C	YBR061C_mRNA	YBR061C	852353	P38238		TRM7	NP_009617.3	
YLR055C	YLR055C_mRNA	YLR055C	850744	P38915		SPT8	NP_013156.1	
YKL102C	YKL102C_mRNA	YKL102C		P34249				
YLR254C	YLR254C_mRNA	YLR254C	850956	Q06568		NDL1	NP_013355.1	
YJL090C	YJL090C_mRNA	YJL090C	853355	P47027		DPB11	NP_012445.1	
YDR247W	YDR247W_mRNA	YDR247W	851834	Q03785		VHS1	NP_010533.1	
YBL016W	YBL016W_mRNA	YBL016W	852265	P16892		FUS3	NP_009537.1	
YIR025W	YIR025W_mRNA	YIR025W	854843	P40577		MND2	NP_012291.1	
YNL209W	YNL209W_mRNA	YNL209W	855512	P40150		SSB2	NP_014190.1	
YMR253C	YMR253C_mRNA	YMR253C	855295	Q04835			NP_013980.1	
YHR177W	YHR177W_mRNA	YHR177W	856582	P38867			NP_012047.1	
YCR057C	YCR057C_mRNA	YCR057C	850422	P25635		PWP2	NP_009984.1	
YMR103C	YMR103C_mRNA	YMR103C		Q04436				
YAL005C	YAL005C_mRNA	YAL005C	851259	P10591		SSA1	NP_009396.2	
YER133W	YER133W_mRNA	YER133W	856870	P32598		GLC7	NP_011059.3	
YOR293W	YOR293W_mRNA	YOR293W	854468	Q08745		RPS10A	NP_014936.1	
YKR090W	YKR090W_mRNA	YKR090W	853965	P36166		PXL1	NP_013016.4	
YIR042C	YIR042C_mRNA	YIR042C	854860	P40586			NP_012308.1	
YPR077C	YPR077C_mRNA	YPR077C		O13583				
Q0297	Q0297_mRNA	Q0297		Q9ZZV8				
