Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene name	RefSeq peptide ID
ENSRNOG00000008987	ENSRNOT00000012616	ENSRNOP00000012616	315000		B2RYW3	Rnf139	NP_001120766	
ENSRNOG00000008987	ENSRNOT00000012616	ENSRNOP00000012616	299954		B2RYW3	Rnf139	NP_001120766	
ENSRNOG00000030149	ENSRNOT00000100277	ENSRNOP00000096360	170641			Adgrl3	NP_570835	
ENSRNOG00000011424	ENSRNOT00000015176	ENSRNOP00000015175	290789		Q497B5	Cldn23	NP_001028234	
ENSRNOG00000015669	ENSRNOT00000111865	ENSRNOP00000080645	363634			Kctd11	NP_001102301	
ENSRNOG00000045697	ENSRNOT00000116429	ENSRNOP00000085692	290755			Ccdc110		
ENSRNOG00000010396	ENSRNOT00000082945	ENSRNOP00000070857	313027		A0A0G2JZ01	Eya3	NP_001101380	
ENSRNOG00000017113	ENSRNOT00000024602	ENSRNOP00000024602	304758		D3ZGL6	Ccnt2		
ENSRNOG00000019232	ENSRNOT00000061249	ENSRNOP00000057961	361201		F7FM32	RGD1311345		
ENSRNOG00000015669	ENSRNOT00000020970	ENSRNOP00000020970	363634		D3ZIA4	Kctd11	NP_001102301	
ENSRNOG00000060782	ENSRNOT00000080752	ENSRNOP00000071016	682329		A0A0G2JZE5	Nkx3-2		
ENSRNOG00000043381	ENSRNOT00000082529	ENSRNOP00000075144	116691		A0A0G2K9V4	Cyth1	NP_446362	
ENSRNOG00000068466	ENSRNOT00000118869	ENSRNOP00000091356	405222		D4A0C2	Olr1597	NP_001000911	
ENSRNOG00000001388	ENSRNOT00000001876	ENSRNOP00000001876	25044		F1LMK6	Sds	NP_446414	
ENSRNOG00000066460	ENSRNOT00000116982	ENSRNOP00000078416						
ENSRNOG00000067705	ENSRNOT00000112398	ENSRNOP00000083422	306330	Q9ET58		Klf2	NP_001007685	
ENSRNOG00000001875	ENSRNOT00000107761	ENSRNOP00000096822	303790			Smpd4		
ENSRNOG00000019232	ENSRNOT00000104923	ENSRNOP00000091026	361201			RGD1311345		
ENSRNOG00000017113	ENSRNOT00000096878	ENSRNOP00000085308	304758			Ccnt2		
ENSRNOG00000010111	ENSRNOT00000013460	ENSRNOP00000013460	299338		B2GUV9	Exoc3l4	NP_001100229	
ENSRNOG00000068382	ENSRNOT00000119161	ENSRNOP00000082022	287262			Olr1407	NP_001000005	
ENSRNOG00000030149	ENSRNOT00000059942	ENSRNOP00000056687	170641		F1LRG7	Adgrl3	NP_570835	
ENSRNOG00000001388	ENSRNOT00000001875	ENSRNOP00000001875	25044	P09367		Sds	NP_446414	
ENSRNOG00000055604	ENSRNOT00000081838	ENSRNOP00000070378	100911229		A0A0G2JXR8			
ENSRNOG00000019232	ENSRNOT00000089138	ENSRNOP00000073107	361201		Q4KM26	RGD1311345		
ENSRNOG00000004162	ENSRNOT00000067445	ENSRNOP00000060044	24640		C9DRP5	Pfkfb2		
ENSRNOG00000004162	ENSRNOT00000067445	ENSRNOP00000060044	24640		D0EA88	Pfkfb2		
ENSRNOG00000043381	ENSRNOT00000004196	ENSRNOP00000004196	116691	P97694	B2GUV0	Cyth1	NP_446362	
ENSRNOG00000001875	ENSRNOT00000110966	ENSRNOP00000096298	303790			Smpd4		
ENSRNOG00000061139	ENSRNOT00000087784	ENSRNOP00000068899	360893	Q3B7U2	A0A0G2JTZ3	Taf1a		
ENSRNOG00000001754	ENSRNOT00000095477	ENSRNOP00000078921	498097			Wdr53	NP_001102525	
ENSRNOG00000030149	ENSRNOT00000103416	ENSRNOP00000084026	170641			Adgrl3	NP_570835	
ENSRNOG00000028744	ENSRNOT00000039331	ENSRNOP00000034328	114211		B7X945	Mtnr1a	NP_446128	
ENSRNOG00000043507	ENSRNOT00000065524	ENSRNOP00000063788	691982		D3ZZS5	Tmem95	NP_001128271	
ENSRNOG00000004162	ENSRNOT00000050354	ENSRNOP00000044506	24640	Q9JJH5		Pfkfb2		
ENSRNOG00000068839	ENSRNOT00000095091	ENSRNOP00000089120	405221			Olr1598	NP_001000910	
ENSRNOG00000023861	ENSRNOT00000116531	ENSRNOP00000076740	65178			Snap91	NP_113916	
ENSRNOG00000018938	ENSRNOT00000025623	ENSRNOP00000025623	291228		D3ZUL2	Mkx		
ENSRNOG00000020571	ENSRNOT00000027940	ENSRNOP00000027940	24561		D3ZEM0	Mpg		
ENSRNOG00000024312	ENSRNOT00000017618	ENSRNOP00000017619	313033		Q5GH55	Xkr8	NP_001012099	
ENSRNOG00000061139	ENSRNOT00000113534	ENSRNOP00000095744	360893			Taf1a		
ENSRNOG00000043381	ENSRNOT00000108086	ENSRNOP00000093390	116691			Cyth1	NP_446362	
ENSRNOG00000001754	ENSRNOT00000002392	ENSRNOP00000002392	498097		D4ADI9	Wdr53	NP_001102525	
ENSRNOG00000001875	ENSRNOT00000104577	ENSRNOP00000082466	303790			Smpd4		
ENSRNOG00000030149	ENSRNOT00000048175	ENSRNOP00000039467	170641		D3ZH59	Adgrl3	NP_570835	
ENSRNOG00000011706	ENSRNOT00000015723	ENSRNOP00000015723	24548	P19999		Mbl1	NP_036731	
ENSRNOG00000031879	ENSRNOT00000042609	ENSRNOP00000045335			F1M7A9	AABR07026048.1		
ENSRNOG00000061247	ENSRNOT00000089364	ENSRNOP00000072022	315438	Q5U3Z6		Deup1		
ENSRNOG00000013097	ENSRNOT00000017504	ENSRNOP00000017504	691485		D3ZEU6			
ENSRNOG00000020571	ENSRNOT00000085746	ENSRNOP00000073752	24561		A0A0G2K6B9	Mpg		
ENSRNOG00000003769	ENSRNOT00000005006	ENSRNOP00000005006	360839	A9CMA6		Tmem163	NP_001104233	
ENSRNOG00000064316	ENSRNOT00000116781	ENSRNOP00000087466						
ENSRNOG00000017820	ENSRNOT00000024141	ENSRNOP00000024141	291084	Q6AY80		Nqo2	NP_001004214	
ENSRNOG00000015057	ENSRNOT00000020578	ENSRNOP00000020578	497937		F1M0L2	Tmem102		
ENSRNOG00000061247	ENSRNOT00000110026	ENSRNOP00000090446	315438			Deup1		
ENSRNOG00000030344	ENSRNOT00000018048	ENSRNOP00000073009	450228		Q6IFV9	Krt31	NP_001008817	
ENSRNOG00000030149	ENSRNOT00000112583	ENSRNOP00000076473	170641			Adgrl3	NP_570835	
ENSRNOG00000018372	ENSRNOT00000080815	ENSRNOP00000073679	316228		A0A0G2K652	Cul9	NP_001178511	
ENSRNOG00000024711	ENSRNOT00000091129	ENSRNOP00000074916	360652		A0A0G2K999	Sdk2	NP_001101773	
ENSRNOG00000025704	ENSRNOT00000030476	ENSRNOP00000031836	363982	Q32Q05		Yod1	NP_001008889	
ENSRNOG00000061247	ENSRNOT00000079034	ENSRNOP00000069511	315438	Q5U3Z6		Deup1		
ENSRNOG00000020536	ENSRNOT00000027851	ENSRNOP00000027851	287168		G3V8R3	Hbz	NP_001166316	
ENSRNOG00000022769	ENSRNOT00000110612	ENSRNOP00000093445	363269			Sp100	NP_001014242	
ENSRNOG00000067589	ENSRNOT00000113542	ENSRNOP00000097158	288042			Fbxo45		
ENSRNOG00000046342	ENSRNOT00000045955	ENSRNOP00000039276	100359503		A0A0A0MY14			
ENSRNOG00000042326	ENSRNOT00000067905	ENSRNOP00000062762	362619		Q4V7D9	Smpdl3b	NP_001020908	
ENSRNOG00000030344	ENSRNOT00000018176	ENSRNOP00000018176	450228		F1MAF7	Krt31	NP_001008817	
ENSRNOG00000030149	ENSRNOT00000112088	ENSRNOP00000083229	170641			Adgrl3	NP_570835	
ENSRNOG00000002977	ENSRNOT00000118989	ENSRNOP00000091692	691506			Ttc19	NP_001103114	
ENSRNOG00000021091	ENSRNOT00000028633	ENSRNOP00000028633	316022		D3ZSG2	Trank1	NP_001178728	
ENSRNOG00000022769	ENSRNOT00000111514	ENSRNOP00000084228	363269			Sp100	NP_001014242	
ENSRNOG00000023861	ENSRNOT00000113065	ENSRNOP00000076368	65178			Snap91	NP_113916	
ENSRNOG00000042120	ENSRNOT00000058966	ENSRNOP00000055746			D3Z810			
ENSRNOG00000024711	ENSRNOT00000065145	ENSRNOP00000062573	360652		D3ZDA6	Sdk2	NP_001101773	
ENSRNOG00000018853	ENSRNOT00000025745	ENSRNOP00000025745	140944		G3V8H0	Slc28a3	NP_543184	
ENSRNOG00000002977	ENSRNOT00000112760	ENSRNOP00000083047	691506			Ttc19	NP_001103114	
ENSRNOG00000003583	ENSRNOT00000004783	ENSRNOP00000004783	289372	Q7M6Z3		Smyd2	NP_996733	
ENSRNOG00000061711	ENSRNOT00000090682	ENSRNOP00000070780	120097397		A0A0G2JYT3	AABR07026240.2		
ENSRNOG00000022769	ENSRNOT00000102336	ENSRNOP00000097798	363269			Sp100	NP_001014242	
ENSRNOG00000030149	ENSRNOT00000044659	ENSRNOP00000045365	170641		D4AAL4	Adgrl3	NP_570835	
ENSRNOG00000030374	ENSRNOT00000050289	ENSRNOP00000050933	100360750		D3ZG07	Lsm6	NP_001119557	
ENSRNOG00000030374	ENSRNOT00000050289	ENSRNOP00000050933	498934		D3ZG07	Lsm6	NP_001119557	
ENSRNOG00000001886	ENSRNOT00000002581	ENSRNOP00000002581	287954		D4A2G4	Dgcr8	NP_001099335	
ENSRNOG00000005700	ENSRNOT00000008030	ENSRNOP00000008030	25247	P02683		Nsg1	NP_077042	
ENSRNOG00000001628	ENSRNOT00000002221	ENSRNOP00000002221	25510		Q8CHN7	Pcp4		
ENSRNOG00000023861	ENSRNOT00000084437	ENSRNOP00000071379	65178		A0A0G2K0B6	Snap91	NP_113916	
ENSRNOG00000019268	ENSRNOT00000026102	ENSRNOP00000026102	360552		A0A0G2JSQ9	Pelp1	NP_001019441	
ENSRNOG00000031660	ENSRNOT00000041021	ENSRNOP00000043403	500948		F7ESQ6		NP_001041429	
ENSRNOG00000031660	ENSRNOT00000041021	ENSRNOP00000043403	500948		Q6TUH1		NP_001041429	
ENSRNOG00000046497	ENSRNOT00000104886	ENSRNOP00000076998	687346			Brap		
ENSRNOG00000067280	ENSRNOT00000112928	ENSRNOP00000081087	100911489		D3ZHC7	1700122O11Rik		
ENSRNOG00000002977	ENSRNOT00000057777	ENSRNOP00000054591	691506	D4A6D7		Ttc19	NP_001103114	
ENSRNOG00000042445	ENSRNOT00000035001	ENSRNOP00000032102			D3ZUF0	AC130970.1		
ENSRNOG00000056001	ENSRNOT00000084813	ENSRNOP00000069079	25350		A0A0G2JUF5	Sftpd	NP_037010	
ENSRNOG00000022480	ENSRNOT00000029679	ENSRNOP00000032126	289407		D3ZTZ4	Atp6v1g3	NP_001099461	
ENSRNOG00000038458	ENSRNOT00000058595	ENSRNOP00000055393	108348409		D3ZEK2	AABR07026240.1		
ENSRNOG00000022769	ENSRNOT00000112510	ENSRNOP00000079517	363269			Sp100	NP_001014242	
ENSRNOG00000015318	ENSRNOT00000020929	ENSRNOP00000020928	313575		D3ZIH3	Heyl	NP_001101447	
ENSRNOG00000002746	ENSRNOT00000097784	ENSRNOP00000077559	79210			Fstl1	NP_077345	
ENSRNOG00000001628	ENSRNOT00000061047	ENSRNOP00000057764	25510	P63055		Pcp4		
ENSRNOG00000064078	ENSRNOT00000105920	ENSRNOP00000083697	289239			Olr1579	NP_001000078	
ENSRNOG00000003050	ENSRNOT00000114596	ENSRNOP00000097642	360520			Tbc1d9b	NP_001101744	
ENSRNOG00000014248	ENSRNOT00000118754	ENSRNOP00000092891	59323			Erbb4		
ENSRNOG00000005700	ENSRNOT00000118922	ENSRNOP00000097258	25247			Nsg1	NP_077042	
ENSRNOG00000046497	ENSRNOT00000100924	ENSRNOP00000082409	687346			Brap		
ENSRNOG00000011907	ENSRNOT00000103204	ENSRNOP00000079008	287678			Krt23	NP_001008753	
ENSRNOG00000020644	ENSRNOT00000028069	ENSRNOP00000028069	497878	Q3KR51		Nsg2		
ENSRNOG00000064078	ENSRNOT00000110495	ENSRNOP00000078401	289239			Olr1579	NP_001000078	
ENSRNOG00000056001	ENSRNOT00000084172	ENSRNOP00000074951	25350	P35248	A0A0G2K9D1	Sftpd	NP_037010	
ENSRNOG00000011704	ENSRNOT00000101336	ENSRNOP00000082818	305830			Fbxo34	NP_001100727	
ENSRNOG00000012818	ENSRNOT00000120025	ENSRNOP00000096755	108348076			Ksr1	NP_001369417	
ENSRNOG00000011907	ENSRNOT00000016657	ENSRNOP00000016657	287678		G3V7M3	Krt23	NP_001008753	
ENSRNOG00000064078	ENSRNOT00000105601	ENSRNOP00000097900	289239			Olr1579	NP_001000078	
ENSRNOG00000022769	ENSRNOT00000111279	ENSRNOP00000081917	363269			Sp100	NP_001014242	
ENSRNOG00000005700	ENSRNOT00000116917	ENSRNOP00000090551	25247			Nsg1	NP_077042	
ENSRNOG00000020644	ENSRNOT00000116571	ENSRNOP00000090021	497878			Nsg2		
ENSRNOG00000046497	ENSRNOT00000072481	ENSRNOP00000067090	687346		M0RBY8	Brap		
ENSRNOG00000001628	ENSRNOT00000105621	ENSRNOP00000082469	25510			Pcp4		
ENSRNOG00000002746	ENSRNOT00000110627	ENSRNOP00000077415	79210			Fstl1	NP_077345	
ENSRNOG00000042320	ENSRNOT00000063882	ENSRNOP00000060385	363985		D3ZM22	Slc41a1	NP_001102325	
ENSRNOG00000032768	ENSRNOT00000083009	ENSRNOP00000070285	303443		A0A0G2JXI5	Stxbp4	NP_001100508	
ENSRNOG00000064078	ENSRNOT00000096933	ENSRNOP00000080209	289239			Olr1579	NP_001000078	
ENSRNOG00000038375	ENSRNOT00000058436	ENSRNOP00000096405				AABR07026311.1		
ENSRNOG00000014248	ENSRNOT00000103925	ENSRNOP00000092095	59323			Erbb4		
ENSRNOG00000009540	ENSRNOT00000076866	ENSRNOP00000068417	266769	Q8K1Q3	A0A096MK84	Gpr3	NP_714949	
ENSRNOG00000011704	ENSRNOT00000015778	ENSRNOP00000015777	305830		G3V7J6	Fbxo34	NP_001100727	
ENSRNOG00000012818	ENSRNOT00000104397	ENSRNOP00000090261	108348076			Ksr1	NP_001369417	
ENSRNOG00000019551	ENSRNOT00000026507	ENSRNOP00000026507	29666	P28073		Psmb6	NP_476440	
ENSRNOG00000064078	ENSRNOT00000045565	ENSRNOP00000041815	289239		D3ZNH5	Olr1579	NP_001000078	
ENSRNOG00000001628	ENSRNOT00000119525	ENSRNOP00000085635	25510			Pcp4		
ENSRNOG00000022769	ENSRNOT00000095650	ENSRNOP00000080041	363269			Sp100	NP_001014242	
ENSRNOG00000011704	ENSRNOT00000110327	ENSRNOP00000093424	305830			Fbxo34	NP_001100727	
ENSRNOG00000003050	ENSRNOT00000043085	ENSRNOP00000047447	360520		F1LRL4	Tbc1d9b	NP_001101744	
ENSRNOG00000024689	ENSRNOT00000049774	ENSRNOP00000044357	171160	Q78ZR5		Hopx	NP_598305	
ENSRNOG00000014248	ENSRNOT00000100527	ENSRNOP00000097510	59323			Erbb4		
ENSRNOG00000001739	ENSRNOT00000002373	ENSRNOP00000002373	288038		D4ADK7	Meltf		
ENSRNOG00000011704	ENSRNOT00000092161	ENSRNOP00000069303	305830		B5DF06	Fbxo34	NP_001100727	
ENSRNOG00000028699	ENSRNOT00000044116	ENSRNOP00000039202	497930		G3V985	Sco1	NP_001166845	
ENSRNOG00000011704	ENSRNOT00000114524	ENSRNOP00000081795	305830			Fbxo34	NP_001100727	
ENSRNOG00000068518	ENSRNOT00000096956	ENSRNOP00000091557	102553208					
ENSRNOG00000032768	ENSRNOT00000041119	ENSRNOP00000039777	303443		D3Z9G8	Stxbp4	NP_001100508	
ENSRNOG00000022769	ENSRNOT00000116342	ENSRNOP00000082712	363269			Sp100	NP_001014242	
ENSRNOG00000064755	ENSRNOT00000095973	ENSRNOP00000096532		Q6LED0				
ENSRNOG00000013684	ENSRNOT00000041946	ENSRNOP00000044970	290757		Q6TUF8	F11		
ENSRNOG00000011704	ENSRNOT00000104895	ENSRNOP00000083563	305830			Fbxo34	NP_001100727	
ENSRNOG00000012818	ENSRNOT00000094957	ENSRNOP00000088976	108348076			Ksr1	NP_001369417	
ENSRNOG00000002746	ENSRNOT00000003721	ENSRNOP00000003721	79210		F8WG88	Fstl1	NP_077345	
ENSRNOG00000028812	ENSRNOT00000065292	ENSRNOP00000060665	287824		F1LMT9	Trim80		
ENSRNOG00000027852	ENSRNOT00000036447	ENSRNOP00000033381	360506		D4AAX2	RGD1311343	NP_001101740	
ENSRNOG00000001739	ENSRNOT00000116374	ENSRNOP00000093219	288038			Meltf		
ENSRNOG00000012270	ENSRNOT00000085462	ENSRNOP00000069747	306328		A0A0G2JW54	Med26	NP_001100770	
ENSRNOG00000012270	ENSRNOT00000085462	ENSRNOP00000069747	306328		D4A913	Med26	NP_001100770	
ENSRNOG00000006324	ENSRNOT00000008905	ENSRNOP00000008905			Q99N78			
ENSRNOG00000003050	ENSRNOT00000098460	ENSRNOP00000079447	360520			Tbc1d9b	NP_001101744	
ENSRNOG00000014248	ENSRNOT00000019283	ENSRNOP00000019283	59323		F1M7X4	Erbb4		
ENSRNOG00000011704	ENSRNOT00000105127	ENSRNOP00000093017	305830			Fbxo34	NP_001100727	
ENSRNOG00000022769	ENSRNOT00000108829	ENSRNOP00000079433	363269			Sp100	NP_001014242	
ENSRNOG00000070631	ENSRNOT00000118555	ENSRNOP00000078480						
ENSRNOG00000011704	ENSRNOT00000103624	ENSRNOP00000077360	305830			Fbxo34	NP_001100727	
ENSRNOG00000032768	ENSRNOT00000092852	ENSRNOP00000075974	303443		A0A1B0GWP6	Stxbp4	NP_001100508	
ENSRNOG00000002746	ENSRNOT00000114285	ENSRNOP00000080660	79210			Fstl1	NP_077345	
ENSRNOG00000012818	ENSRNOT00000048407	ENSRNOP00000049882	108348076		D3ZHL1	Ksr1	NP_001369417	
ENSRNOG00000011704	ENSRNOT00000118253	ENSRNOP00000089431	305830			Fbxo34	NP_001100727	
ENSRNOG00000028047	ENSRNOT00000034057	ENSRNOP00000031375	29470		A0A140TAE6	Mecr	NP_058905	
ENSRNOG00000029549	ENSRNOT00000048923	ENSRNOP00000050206	291076		Q5M884	Eci3		
ENSRNOG00000031422	ENSRNOT00000051080	ENSRNOP00000039322	303523		G3V988	Krt39	NP_001004130	
ENSRNOG00000070010	ENSRNOT00000110197	ENSRNOP00000087700	680615		D3ZVK7	Hist1h2ak	NP_001102893	
ENSRNOG00000011704	ENSRNOT00000094673	ENSRNOP00000078825	305830			Fbxo34	NP_001100727	
ENSRNOG00000022769	ENSRNOT00000080956	ENSRNOP00000073910	363269		A0A0G2K6R2	Sp100	NP_001014242	
ENSRNOG00000013684	ENSRNOT00000077662	ENSRNOP00000073061	290757		A0A0G2K4I9	F11		
ENSRNOG00000047198	ENSRNOT00000070909	ENSRNOP00000065137	690068		M0R6T1	Tatdn1		
ENSRNOG00000019519	ENSRNOT00000026407	ENSRNOP00000026407	498695	Q32PY9		Idnk	NP_001032439	
ENSRNOG00000032768	ENSRNOT00000117460	ENSRNOP00000077173	303443			Stxbp4	NP_001100508	
ENSRNOG00000012818	ENSRNOT00000110577	ENSRNOP00000080543	108348076			Ksr1	NP_001369417	
ENSRNOG00000002746	ENSRNOT00000103472	ENSRNOP00000095289	79210			Fstl1	NP_077345	
ENSRNOG00000070121	ENSRNOT00000096476	ENSRNOP00000088188	100360437			Nsun3		
ENSRNOG00000029514	ENSRNOT00000009742	ENSRNOP00000009742	304784		D3ZV32	Slc26a9	NP_001100642	
ENSRNOG00000064091	ENSRNOT00000100364	ENSRNOP00000081475	287240		D3ZGZ8	Olr1389	NP_001000000	
ENSRNOG00000047198	ENSRNOT00000115475	ENSRNOP00000078202	690068			Tatdn1		
ENSRNOG00000022769	ENSRNOT00000034152	ENSRNOP00000033655	363269		F7FPF5	Sp100	NP_001014242	
ENSRNOG00000008490	ENSRNOT00000011855	ENSRNOP00000011856	300361	Q5BJP2		Cwc15	NP_001020158	
ENSRNOG00000070121	ENSRNOT00000094250	ENSRNOP00000097670	100360437			Nsun3		
ENSRNOG00000011057	ENSRNOT00000077170	ENSRNOP00000073448	192647		A0A0G2K5J3	Mfn1		
ENSRNOG00000064976	ENSRNOT00000108381	ENSRNOP00000079099	100912302			Sox1		
ENSRNOG00000012287	ENSRNOT00000016399	ENSRNOP00000016399	498599	P0C6B1	F1LSM2	Slc35e1	NP_001102577	
ENSRNOG00000002746	ENSRNOT00000091057	ENSRNOP00000072839	79210	Q62632		Fstl1	NP_077345	
ENSRNOG00000029549	ENSRNOT00000080929	ENSRNOP00000072135	291076		A0A0G2K277	Eci3		
ENSRNOG00000019519	ENSRNOT00000113237	ENSRNOP00000091550	498695			Idnk	NP_001032439	
ENSRNOG00000005107	ENSRNOT00000007246	ENSRNOP00000007246	287834	D4ACP5		Recql5		
ENSRNOG00000030925	ENSRNOT00000048929	ENSRNOP00000067474			M0RCY5	AABR07027925.2		
ENSRNOG00000002216	ENSRNOT00000003021	ENSRNOP00000003021	305291		A0A0G2JSH3	Srd5a3	NP_001014012	
ENSRNOG00000002746	ENSRNOT00000117870	ENSRNOP00000076465	79210			Fstl1	NP_077345	
ENSRNOG00000005107	ENSRNOT00000104127	ENSRNOP00000096399	287834			Recql5		
ENSRNOG00000011057	ENSRNOT00000065144	ENSRNOP00000060265	192647		D3ZR27	Mfn1		
ENSRNOG00000019519	ENSRNOT00000116956	ENSRNOP00000082724	498695			Idnk	NP_001032439	
ENSRNOG00000010903	ENSRNOT00000097209	ENSRNOP00000078309	304825			Crb1	NP_001100652	
ENSRNOG00000002216	ENSRNOT00000059763	ENSRNOP00000056514	305291		A0A140TAI0	Srd5a3	NP_001014012	
ENSRNOG00000064130	ENSRNOT00000101694	ENSRNOP00000084280						
ENSRNOG00000034087	ENSRNOT00000046956	ENSRNOP00000048162	450231	Q6IFU7		Krt42	NP_001008816	
ENSRNOG00000027506	ENSRNOT00000038938	ENSRNOP00000031597	282833		F1LP51	Zp4	NP_758833	
ENSRNOG00000047198	ENSRNOT00000106431	ENSRNOP00000092922	690068			Tatdn1		
ENSRNOG00000011057	ENSRNOT00000116019	ENSRNOP00000087917	192647			Mfn1		
ENSRNOG00000005365	ENSRNOT00000120110	ENSRNOP00000094374	65023			Kcnip1		
ENSRNOG00000019519	ENSRNOT00000094661	ENSRNOP00000076481	498695			Idnk	NP_001032439	
ENSRNOG00000063738	ENSRNOT00000111394	ENSRNOP00000086259	103694107					
ENSRNOG00000010480	ENSRNOT00000013927	ENSRNOP00000013927	500947	Q5M7U7		Vstm5	NP_001138342	
ENSRNOG00000010903	ENSRNOT00000032122	ENSRNOP00000037018	304825		D3ZZL8	Crb1	NP_001100652	
ENSRNOG00000027400	ENSRNOT00000033459	ENSRNOP00000038764	501160		D4A0X1	Vwc2l		
ENSRNOG00000047198	ENSRNOT00000098252	ENSRNOP00000092474	690068			Tatdn1		
ENSRNOG00000005365	ENSRNOT00000040737	ENSRNOP00000046697	65023		A0A0H2UHY1	Kcnip1		
ENSRNOG00000019519	ENSRNOT00000117737	ENSRNOP00000080252	498695			Idnk	NP_001032439	
ENSRNOG00000011054	ENSRNOT00000015198	ENSRNOP00000015198	89783		Q6P9Z7	Laptm5		
ENSRNOG00000011057	ENSRNOT00000098575	ENSRNOP00000087684	192647			Mfn1		
ENSRNOG00000028834	ENSRNOT00000068013	ENSRNOP00000061492	363633		D4A5A6	Polr2a		
ENSRNOG00000010903	ENSRNOT00000114575	ENSRNOP00000086071	304825			Crb1	NP_001100652	
ENSRNOG00000069339	ENSRNOT00000119121	ENSRNOP00000082367						
ENSRNOG00000063155	ENSRNOT00000113501	ENSRNOP00000092366	405983			Olr1391	NP_001001089	
ENSRNOG00000011054	ENSRNOT00000083028	ENSRNOP00000071739	89783		A0A0G2K184	Laptm5		
ENSRNOG00000027400	ENSRNOT00000095991	ENSRNOP00000096961	501160			Vwc2l		
ENSRNOG00000033763	ENSRNOT00000048146	ENSRNOP00000039407	291077	Q6AXY2	F1LQ46	RGD1307537		
ENSRNOG00000009896	ENSRNOT00000013220	ENSRNOP00000013220	303332	Q5BK13		Tmem199		
ENSRNOG00000047198	ENSRNOT00000111807	ENSRNOP00000077373	690068			Tatdn1		
ENSRNOG00000009291	ENSRNOT00000012532	ENSRNOP00000012532	116687	O89107		Dnase1l3		
ENSRNOG00000049642	ENSRNOT00000088665	ENSRNOP00000070334	689926		M0R3V6	Smim5	NP_001264408	
ENSRNOG00000010903	ENSRNOT00000110674	ENSRNOP00000096962	304825			Crb1	NP_001100652	
ENSRNOG00000067638	ENSRNOT00000115261	ENSRNOP00000078864	304379					
ENSRNOG00000005365	ENSRNOT00000007187	ENSRNOP00000007187	65023	Q8R426	A0A0H2UHE0	Kcnip1		
ENSRNOG00000033763	ENSRNOT00000097793	ENSRNOP00000097380	291077			RGD1307537		
ENSRNOG00000009896	ENSRNOT00000112621	ENSRNOP00000095620	303332			Tmem199		
ENSRNOG00000028834	ENSRNOT00000105702	ENSRNOP00000097288	363633			Polr2a		
ENSRNOG00000052096	ENSRNOT00000079364	ENSRNOP00000072345	103693419		D3ZNJ0	Cox11		
ENSRNOG00000010299	ENSRNOT00000116078	ENSRNOP00000077237	313474			Eps15		
ENSRNOG00000009291	ENSRNOT00000090768	ENSRNOP00000081557	116687			Dnase1l3		
ENSRNOG00000061359	ENSRNOT00000089943	ENSRNOP00000069572			A0A0G2JVP9	Psme1-ps1		
ENSRNOG00000005365	ENSRNOT00000083090	ENSRNOP00000074006	65023		A0A0G2K701	Kcnip1		
ENSRNOG00000014118	ENSRNOT00000019237	ENSRNOP00000019237	25048		Q5FVS2	Klkb1	NP_036857	
ENSRNOG00000039876	ENSRNOT00000061231	ENSRNOP00000057942	681410		F1M3H8	Hnrnpa0		
ENSRNOG00000049641	ENSRNOT00000084259	ENSRNOP00000069623	171122		Q66HQ8	Rab29	NP_598274	
ENSRNOG00000052096	ENSRNOT00000072294	ENSRNOP00000067867	103693419		M0RE03	Cox11		
ENSRNOG00000005365	ENSRNOT00000079031	ENSRNOP00000071584	65023		A0A0G2K0U3	Kcnip1		
ENSRNOG00000023861	ENSRNOT00000107255	ENSRNOP00000079009	65178			Snap91	NP_113916	
ENSRNOG00000006139	ENSRNOT00000102026	ENSRNOP00000078715	360953			Stx18	NP_001012151	
ENSRNOG00000010299	ENSRNOT00000116370	ENSRNOP00000084473	313474			Eps15		
ENSRNOG00000012965	ENSRNOT00000017340	ENSRNOP00000017340	500561		D3ZDR7	Themis2	NP_001258409	
ENSRNOG00000010496	ENSRNOT00000014435	ENSRNOP00000014435	300367		D4ABU0	Med17	NP_001100271	
ENSRNOG00000049641	ENSRNOT00000073669	ENSRNOP00000067600	171122	Q63481		Rab29	NP_598274	
ENSRNOG00000002139	ENSRNOT00000002908	ENSRNOP00000002908	289568		D4A5F4	Cracd		
ENSRNOG00000003661	ENSRNOT00000119507	ENSRNOP00000096769	690244			Jpt1	NP_598278	
ENSRNOG00000003661	ENSRNOT00000119507	ENSRNOP00000096769	287828			Jpt1	NP_598278	
ENSRNOG00000023861	ENSRNOT00000032792	ENSRNOP00000030821	65178		F1LRK0	Snap91	NP_113916	
ENSRNOG00000056629	ENSRNOT00000091719	ENSRNOP00000085219	103693862			AABR07024500.1		
ENSRNOG00000003661	ENSRNOT00000004862	ENSRNOP00000004862	690244	Q6AXU6		Jpt1	NP_598278	
ENSRNOG00000003661	ENSRNOT00000004862	ENSRNOP00000004862	287828	Q6AXU6		Jpt1	NP_598278	
ENSRNOG00000006139	ENSRNOT00000095745	ENSRNOP00000082982	360953			Stx18	NP_001012151	
ENSRNOG00000018980	ENSRNOT00000115530	ENSRNOP00000086121	316233			Tjap1	NP_001101673	
ENSRNOG00000010299	ENSRNOT00000064145	ENSRNOP00000059209	313474		E9PSY8	Eps15		
